"索引"	"等级"	"星级"	"下一星级"	"总经验"	"物品给予经验"	"消耗物品"	"消耗物品数量"	"10次升级暴击概率"	"加成属性_1"	"加成属性_2"	"加成属性_3"	"加成属性_4"	"加成属性_5"	
"486"	"49"	"5"	"6"	"750"	"60"	"820001"	"6"	"0.100000"	"8,0,8300"	"9,0,8300"	"10,0,4890"	"11,0,4890"	"6,0,195900"	
"487"	"49"	"6"	"7"	"750"	"60"	"820001"	"6"	"0.100000"	"8,0,8325"	"9,0,8325"	"10,0,4905"	"11,0,4905"	"6,0,196550"	
"488"	"49"	"7"	"8"	"750"	"60"	"820001"	"6"	"0.100000"	"8,0,8350"	"9,0,8350"	"10,0,4920"	"11,0,4920"	"6,0,197200"	
"489"	"49"	"8"	"9"	"750"	"60"	"820001"	"6"	"0.100000"	"8,0,8375"	"9,0,8375"	"10,0,4935"	"11,0,4935"	"6,0,197850"	
"490"	"49"	"9"	"-1"	"750"	"60"	"820001"	"6"	"0.100000"	"8,0,8400"	"9,0,8400"	"10,0,4950"	"11,0,4950"	"6,0,198500"	
"491"	"50"	"0"	"1"	"750"	"60"	"820001"	"6"	"0.100000"	"8,0,8425"	"9,0,8425"	"10,0,4965"	"11,0,4965"	"6,0,199150"	
"492"	"50"	"1"	"2"	"750"	"60"	"820001"	"6"	"0.100000"	"8,0,8450"	"9,0,8450"	"10,0,4980"	"11,0,4980"	"6,0,199800"	
"493"	"50"	"2"	"3"	"750"	"60"	"820001"	"6"	"0.100000"	"8,0,8475"	"9,0,8475"	"10,0,4995"	"11,0,4995"	"6,0,200450"	
"494"	"50"	"3"	"4"	"750"	"60"	"820001"	"6"	"0.100000"	"8,0,8500"	"9,0,8500"	"10,0,5010"	"11,0,5010"	"6,0,201100"	
"495"	"50"	"4"	"5"	"750"	"60"	"820001"	"6"	"0.100000"	"8,0,8525"	"9,0,8525"	"10,0,5025"	"11,0,5025"	"6,0,201750"	
"496"	"50"	"5"	"6"	"750"	"60"	"820001"	"6"	"0.100000"	"8,0,8550"	"9,0,8550"	"10,0,5040"	"11,0,5040"	"6,0,202400"	
"497"	"50"	"6"	"7"	"750"	"60"	"820001"	"6"	"0.100000"	"8,0,8575"	"9,0,8575"	"10,0,5055"	"11,0,5055"	"6,0,203050"	
"498"	"50"	"7"	"8"	"750"	"60"	"820001"	"6"	"0.100000"	"8,0,8600"	"9,0,8600"	"10,0,5070"	"11,0,5070"	"6,0,203700"	
"499"	"50"	"8"	"9"	"750"	"60"	"820001"	"6"	"0.100000"	"8,0,8625"	"9,0,8625"	"10,0,5085"	"11,0,5085"	"6,0,204350"	
"500"	"50"	"9"	"-1"	"750"	"60"	"820001"	"6"	"0.100000"	"8,0,8650"	"9,0,8650"	"10,0,5100"	"11,0,5100"	"6,0,205000"	
"501"	"51"	"0"	"1"	"1000"	"80"	"820001"	"8"	"0.100000"	"8,0,8682"	"9,0,8682"	"10,0,5117"	"11,0,5117"	"6,0,205800"	
"502"	"51"	"1"	"2"	"1000"	"80"	"820001"	"8"	"0.100000"	"8,0,8714"	"9,0,8714"	"10,0,5134"	"11,0,5134"	"6,0,206600"	
"503"	"51"	"2"	"3"	"1000"	"80"	"820001"	"8"	"0.100000"	"8,0,8746"	"9,0,8746"	"10,0,5151"	"11,0,5151"	"6,0,207400"	
"504"	"51"	"3"	"4"	"1000"	"80"	"820001"	"8"	"0.100000"	"8,0,8778"	"9,0,8778"	"10,0,5168"	"11,0,5168"	"6,0,208200"	
"505"	"51"	"4"	"5"	"1000"	"80"	"820001"	"8"	"0.100000"	"8,0,8810"	"9,0,8810"	"10,0,5185"	"11,0,5185"	"6,0,209000"	
"506"	"51"	"5"	"6"	"1000"	"80"	"820001"	"8"	"0.100000"	"8,0,8842"	"9,0,8842"	"10,0,5202"	"11,0,5202"	"6,0,209800"	
"507"	"51"	"6"	"7"	"1000"	"80"	"820001"	"8"	"0.100000"	"8,0,8874"	"9,0,8874"	"10,0,5219"	"11,0,5219"	"6,0,210600"	
"508"	"51"	"7"	"8"	"1000"	"80"	"820001"	"8"	"0.100000"	"8,0,8906"	"9,0,8906"	"10,0,5236"	"11,0,5236"	"6,0,211400"	
"509"	"51"	"8"	"9"	"1000"	"80"	"820001"	"8"	"0.100000"	"8,0,8938"	"9,0,8938"	"10,0,5253"	"11,0,5253"	"6,0,212200"	
"510"	"51"	"9"	"-1"	"1000"	"80"	"820001"	"8"	"0.100000"	"8,0,8970"	"9,0,8970"	"10,0,5270"	"11,0,5270"	"6,0,213000"	
"511"	"52"	"0"	"1"	"1000"	"80"	"820001"	"8"	"0.100000"	"8,0,9002"	"9,0,9002"	"10,0,5287"	"11,0,5287"	"6,0,213800"	
"512"	"52"	"1"	"2"	"1000"	"80"	"820001"	"8"	"0.100000"	"8,0,9034"	"9,0,9034"	"10,0,5304"	"11,0,5304"	"6,0,214600"	
"513"	"52"	"2"	"3"	"1000"	"80"	"820001"	"8"	"0.100000"	"8,0,9066"	"9,0,9066"	"10,0,5321"	"11,0,5321"	"6,0,215400"	
"514"	"52"	"3"	"4"	"1000"	"80"	"820001"	"8"	"0.100000"	"8,0,9098"	"9,0,9098"	"10,0,5338"	"11,0,5338"	"6,0,216200"	
"515"	"52"	"4"	"5"	"1000"	"80"	"820001"	"8"	"0.100000"	"8,0,9130"	"9,0,9130"	"10,0,5355"	"11,0,5355"	"6,0,217000"	
"516"	"52"	"5"	"6"	"1000"	"80"	"820001"	"8"	"0.100000"	"8,0,9162"	"9,0,9162"	"10,0,5372"	"11,0,5372"	"6,0,217800"	
"517"	"52"	"6"	"7"	"1000"	"80"	"820001"	"8"	"0.100000"	"8,0,9194"	"9,0,9194"	"10,0,5389"	"11,0,5389"	"6,0,218600"	
"518"	"52"	"7"	"8"	"1000"	"80"	"820001"	"8"	"0.100000"	"8,0,9226"	"9,0,9226"	"10,0,5406"	"11,0,5406"	"6,0,219400"	
"519"	"52"	"8"	"9"	"1000"	"80"	"820001"	"8"	"0.100000"	"8,0,9258"	"9,0,9258"	"10,0,5423"	"11,0,5423"	"6,0,220200"	
"520"	"52"	"9"	"-1"	"1000"	"80"	"820001"	"8"	"0.100000"	"8,0,9290"	"9,0,9290"	"10,0,5440"	"11,0,5440"	"6,0,221000"	
"521"	"53"	"0"	"1"	"1000"	"80"	"820001"	"8"	"0.100000"	"8,0,9322"	"9,0,9322"	"10,0,5457"	"11,0,5457"	"6,0,221800"	
"522"	"53"	"1"	"2"	"1000"	"80"	"820001"	"8"	"0.100000"	"8,0,9354"	"9,0,9354"	"10,0,5474"	"11,0,5474"	"6,0,222600"	
"523"	"53"	"2"	"3"	"1000"	"80"	"820001"	"8"	"0.100000"	"8,0,9386"	"9,0,9386"	"10,0,5491"	"11,0,5491"	"6,0,223400"	
"524"	"53"	"3"	"4"	"1000"	"80"	"820001"	"8"	"0.100000"	"8,0,9418"	"9,0,9418"	"10,0,5508"	"11,0,5508"	"6,0,224200"	
"525"	"53"	"4"	"5"	"1000"	"80"	"820001"	"8"	"0.100000"	"8,0,9450"	"9,0,9450"	"10,0,5525"	"11,0,5525"	"6,0,225000"	
"526"	"53"	"5"	"6"	"1000"	"80"	"820001"	"8"	"0.100000"	"8,0,9482"	"9,0,9482"	"10,0,5542"	"11,0,5542"	"6,0,225800"	
"527"	"53"	"6"	"7"	"1000"	"80"	"820001"	"8"	"0.100000"	"8,0,9514"	"9,0,9514"	"10,0,5559"	"11,0,5559"	"6,0,226600"	
"528"	"53"	"7"	"8"	"1000"	"80"	"820001"	"8"	"0.100000"	"8,0,9546"	"9,0,9546"	"10,0,5576"	"11,0,5576"	"6,0,227400"	
"529"	"53"	"8"	"9"	"1000"	"80"	"820001"	"8"	"0.100000"	"8,0,9578"	"9,0,9578"	"10,0,5593"	"11,0,5593"	"6,0,228200"	
"530"	"53"	"9"	"-1"	"1000"	"80"	"820001"	"8"	"0.100000"	"8,0,9610"	"9,0,9610"	"10,0,5610"	"11,0,5610"	"6,0,229000"	
"531"	"54"	"0"	"1"	"1000"	"80"	"820001"	"8"	"0.100000"	"8,0,9642"	"9,0,9642"	"10,0,5627"	"11,0,5627"	"6,0,229800"	
"532"	"54"	"1"	"2"	"1000"	"80"	"820001"	"8"	"0.100000"	"8,0,9674"	"9,0,9674"	"10,0,5644"	"11,0,5644"	"6,0,230600"	
"533"	"54"	"2"	"3"	"1000"	"80"	"820001"	"8"	"0.100000"	"8,0,9706"	"9,0,9706"	"10,0,5661"	"11,0,5661"	"6,0,231400"	
"534"	"54"	"3"	"4"	"1000"	"80"	"820001"	"8"	"0.100000"	"8,0,9738"	"9,0,9738"	"10,0,5678"	"11,0,5678"	"6,0,232200"	
"535"	"54"	"4"	"5"	"1000"	"80"	"820001"	"8"	"0.100000"	"8,0,9770"	"9,0,9770"	"10,0,5695"	"11,0,5695"	"6,0,233000"	
"536"	"54"	"5"	"6"	"1000"	"80"	"820001"	"8"	"0.100000"	"8,0,9802"	"9,0,9802"	"10,0,5712"	"11,0,5712"	"6,0,233800"	
"537"	"54"	"6"	"7"	"1000"	"80"	"820001"	"8"	"0.100000"	"8,0,9834"	"9,0,9834"	"10,0,5729"	"11,0,5729"	"6,0,234600"	
"538"	"54"	"7"	"8"	"1000"	"80"	"820001"	"8"	"0.100000"	"8,0,9866"	"9,0,9866"	"10,0,5746"	"11,0,5746"	"6,0,235400"	
"539"	"54"	"8"	"9"	"1000"	"80"	"820001"	"8"	"0.100000"	"8,0,9898"	"9,0,9898"	"10,0,5763"	"11,0,5763"	"6,0,236200"	
"540"	"54"	"9"	"-1"	"1000"	"80"	"820001"	"8"	"0.100000"	"8,0,9930"	"9,0,9930"	"10,0,5780"	"11,0,5780"	"6,0,237000"	
"541"	"55"	"0"	"1"	"1000"	"80"	"820001"	"8"	"0.100000"	"8,0,9962"	"9,0,9962"	"10,0,5797"	"11,0,5797"	"6,0,237800"	
"542"	"55"	"1"	"2"	"1000"	"80"	"820001"	"8"	"0.100000"	"8,0,9994"	"9,0,9994"	"10,0,5814"	"11,0,5814"	"6,0,238600"	
"543"	"55"	"2"	"3"	"1000"	"80"	"820001"	"8"	"0.100000"	"8,0,10026"	"9,0,10026"	"10,0,5831"	"11,0,5831"	"6,0,239400"	
"544"	"55"	"3"	"4"	"1000"	"80"	"820001"	"8"	"0.100000"	"8,0,10058"	"9,0,10058"	"10,0,5848"	"11,0,5848"	"6,0,240200"	
"545"	"55"	"4"	"5"	"1000"	"80"	"820001"	"8"	"0.100000"	"8,0,10090"	"9,0,10090"	"10,0,5865"	"11,0,5865"	"6,0,241000"	
"546"	"55"	"5"	"6"	"1000"	"80"	"820001"	"8"	"0.100000"	"8,0,10122"	"9,0,10122"	"10,0,5882"	"11,0,5882"	"6,0,241800"	
"547"	"55"	"6"	"7"	"1000"	"80"	"820001"	"8"	"0.100000"	"8,0,10154"	"9,0,10154"	"10,0,5899"	"11,0,5899"	"6,0,242600"	
"548"	"55"	"7"	"8"	"1000"	"80"	"820001"	"8"	"0.100000"	"8,0,10186"	"9,0,10186"	"10,0,5916"	"11,0,5916"	"6,0,243400"	
"549"	"55"	"8"	"9"	"1000"	"80"	"820001"	"8"	"0.100000"	"8,0,10218"	"9,0,10218"	"10,0,5933"	"11,0,5933"	"6,0,244200"	
"550"	"55"	"9"	"-1"	"1000"	"80"	"820001"	"8"	"0.100000"	"8,0,10250"	"9,0,10250"	"10,0,5950"	"11,0,5950"	"6,0,245000"	
"551"	"56"	"0"	"1"	"1000"	"80"	"820001"	"8"	"0.100000"	"8,0,10282"	"9,0,10282"	"10,0,5967"	"11,0,5967"	"6,0,245800"	
"552"	"56"	"1"	"2"	"1000"	"80"	"820001"	"8"	"0.100000"	"8,0,10314"	"9,0,10314"	"10,0,5984"	"11,0,5984"	"6,0,246600"	
"553"	"56"	"2"	"3"	"1000"	"80"	"820001"	"8"	"0.100000"	"8,0,10346"	"9,0,10346"	"10,0,6001"	"11,0,6001"	"6,0,247400"	
"554"	"56"	"3"	"4"	"1000"	"80"	"820001"	"8"	"0.100000"	"8,0,10378"	"9,0,10378"	"10,0,6018"	"11,0,6018"	"6,0,248200"	
"555"	"56"	"4"	"5"	"1000"	"80"	"820001"	"8"	"0.100000"	"8,0,10410"	"9,0,10410"	"10,0,6035"	"11,0,6035"	"6,0,249000"	
"556"	"56"	"5"	"6"	"1000"	"80"	"820001"	"8"	"0.100000"	"8,0,10442"	"9,0,10442"	"10,0,6052"	"11,0,6052"	"6,0,249800"	
"557"	"56"	"6"	"7"	"1000"	"80"	"820001"	"8"	"0.100000"	"8,0,10474"	"9,0,10474"	"10,0,6069"	"11,0,6069"	"6,0,250600"	
"558"	"56"	"7"	"8"	"1000"	"80"	"820001"	"8"	"0.100000"	"8,0,10506"	"9,0,10506"	"10,0,6086"	"11,0,6086"	"6,0,251400"	
"559"	"56"	"8"	"9"	"1000"	"80"	"820001"	"8"	"0.100000"	"8,0,10538"	"9,0,10538"	"10,0,6103"	"11,0,6103"	"6,0,252200"	
"560"	"56"	"9"	"-1"	"1000"	"80"	"820001"	"8"	"0.100000"	"8,0,10570"	"9,0,10570"	"10,0,6120"	"11,0,6120"	"6,0,253000"	
"561"	"57"	"0"	"1"	"1000"	"80"	"820001"	"8"	"0.100000"	"8,0,10602"	"9,0,10602"	"10,0,6137"	"11,0,6137"	"6,0,253800"	
"562"	"57"	"1"	"2"	"1000"	"80"	"820001"	"8"	"0.100000"	"8,0,10634"	"9,0,10634"	"10,0,6154"	"11,0,6154"	"6,0,254600"	
"563"	"57"	"2"	"3"	"1000"	"80"	"820001"	"8"	"0.100000"	"8,0,10666"	"9,0,10666"	"10,0,6171"	"11,0,6171"	"6,0,255400"	
"564"	"57"	"3"	"4"	"1000"	"80"	"820001"	"8"	"0.100000"	"8,0,10698"	"9,0,10698"	"10,0,6188"	"11,0,6188"	"6,0,256200"	
"565"	"57"	"4"	"5"	"1000"	"80"	"820001"	"8"	"0.100000"	"8,0,10730"	"9,0,10730"	"10,0,6205"	"11,0,6205"	"6,0,257000"	
"566"	"57"	"5"	"6"	"1000"	"80"	"820001"	"8"	"0.100000"	"8,0,10762"	"9,0,10762"	"10,0,6222"	"11,0,6222"	"6,0,257800"	
"567"	"57"	"6"	"7"	"1000"	"80"	"820001"	"8"	"0.100000"	"8,0,10794"	"9,0,10794"	"10,0,6239"	"11,0,6239"	"6,0,258600"	
"568"	"57"	"7"	"8"	"1000"	"80"	"820001"	"8"	"0.100000"	"8,0,10826"	"9,0,10826"	"10,0,6256"	"11,0,6256"	"6,0,259400"	
"569"	"57"	"8"	"9"	"1000"	"80"	"820001"	"8"	"0.100000"	"8,0,10858"	"9,0,10858"	"10,0,6273"	"11,0,6273"	"6,0,260200"	
"570"	"57"	"9"	"-1"	"1000"	"80"	"820001"	"8"	"0.100000"	"8,0,10890"	"9,0,10890"	"10,0,6290"	"11,0,6290"	"6,0,261000"	
"571"	"58"	"0"	"1"	"1000"	"80"	"820001"	"8"	"0.100000"	"8,0,10922"	"9,0,10922"	"10,0,6307"	"11,0,6307"	"6,0,261800"	
"572"	"58"	"1"	"2"	"1000"	"80"	"820001"	"8"	"0.100000"	"8,0,10954"	"9,0,10954"	"10,0,6324"	"11,0,6324"	"6,0,262600"	
"573"	"58"	"2"	"3"	"1000"	"80"	"820001"	"8"	"0.100000"	"8,0,10986"	"9,0,10986"	"10,0,6341"	"11,0,6341"	"6,0,263400"	
"574"	"58"	"3"	"4"	"1000"	"80"	"820001"	"8"	"0.100000"	"8,0,11018"	"9,0,11018"	"10,0,6358"	"11,0,6358"	"6,0,264200"	
"575"	"58"	"4"	"5"	"1000"	"80"	"820001"	"8"	"0.100000"	"8,0,11050"	"9,0,11050"	"10,0,6375"	"11,0,6375"	"6,0,265000"	
"576"	"58"	"5"	"6"	"1000"	"80"	"820001"	"8"	"0.100000"	"8,0,11082"	"9,0,11082"	"10,0,6392"	"11,0,6392"	"6,0,265800"	
"577"	"58"	"6"	"7"	"1000"	"80"	"820001"	"8"	"0.100000"	"8,0,11114"	"9,0,11114"	"10,0,6409"	"11,0,6409"	"6,0,266600"	
"578"	"58"	"7"	"8"	"1000"	"80"	"820001"	"8"	"0.100000"	"8,0,11146"	"9,0,11146"	"10,0,6426"	"11,0,6426"	"6,0,267400"	
"579"	"58"	"8"	"9"	"1000"	"80"	"820001"	"8"	"0.100000"	"8,0,11178"	"9,0,11178"	"10,0,6443"	"11,0,6443"	"6,0,268200"	
"580"	"58"	"9"	"-1"	"1000"	"80"	"820001"	"8"	"0.100000"	"8,0,11210"	"9,0,11210"	"10,0,6460"	"11,0,6460"	"6,0,269000"	
"581"	"59"	"0"	"1"	"1000"	"80"	"820001"	"8"	"0.100000"	"8,0,11242"	"9,0,11242"	"10,0,6477"	"11,0,6477"	"6,0,269800"	
"582"	"59"	"1"	"2"	"1000"	"80"	"820001"	"8"	"0.100000"	"8,0,11274"	"9,0,11274"	"10,0,6494"	"11,0,6494"	"6,0,270600"	
"583"	"59"	"2"	"3"	"1000"	"80"	"820001"	"8"	"0.100000"	"8,0,11306"	"9,0,11306"	"10,0,6511"	"11,0,6511"	"6,0,271400"	
"584"	"59"	"3"	"4"	"1000"	"80"	"820001"	"8"	"0.100000"	"8,0,11338"	"9,0,11338"	"10,0,6528"	"11,0,6528"	"6,0,272200"	
"585"	"59"	"4"	"5"	"1000"	"80"	"820001"	"8"	"0.100000"	"8,0,11370"	"9,0,11370"	"10,0,6545"	"11,0,6545"	"6,0,273000"	
"586"	"59"	"5"	"6"	"1000"	"80"	"820001"	"8"	"0.100000"	"8,0,11402"	"9,0,11402"	"10,0,6562"	"11,0,6562"	"6,0,273800"	
"587"	"59"	"6"	"7"	"1000"	"80"	"820001"	"8"	"0.100000"	"8,0,11434"	"9,0,11434"	"10,0,6579"	"11,0,6579"	"6,0,274600"	
"588"	"59"	"7"	"8"	"1000"	"80"	"820001"	"8"	"0.100000"	"8,0,11466"	"9,0,11466"	"10,0,6596"	"11,0,6596"	"6,0,275400"	
"589"	"59"	"8"	"9"	"1000"	"80"	"820001"	"8"	"0.100000"	"8,0,11498"	"9,0,11498"	"10,0,6613"	"11,0,6613"	"6,0,276200"	
"590"	"59"	"9"	"-1"	"1000"	"80"	"820001"	"8"	"0.100000"	"8,0,11530"	"9,0,11530"	"10,0,6630"	"11,0,6630"	"6,0,277000"	
"591"	"60"	"0"	"1"	"1000"	"80"	"820001"	"8"	"0.100000"	"8,0,11562"	"9,0,11562"	"10,0,6647"	"11,0,6647"	"6,0,277800"	
"592"	"60"	"1"	"2"	"1000"	"80"	"820001"	"8"	"0.100000"	"8,0,11594"	"9,0,11594"	"10,0,6664"	"11,0,6664"	"6,0,278600"	
"593"	"60"	"2"	"3"	"1000"	"80"	"820001"	"8"	"0.100000"	"8,0,11626"	"9,0,11626"	"10,0,6681"	"11,0,6681"	"6,0,279400"	
"594"	"60"	"3"	"4"	"1000"	"80"	"820001"	"8"	"0.100000"	"8,0,11658"	"9,0,11658"	"10,0,6698"	"11,0,6698"	"6,0,280200"	
"595"	"60"	"4"	"5"	"1000"	"80"	"820001"	"8"	"0.100000"	"8,0,11690"	"9,0,11690"	"10,0,6715"	"11,0,6715"	"6,0,281000"	
"596"	"60"	"5"	"6"	"1000"	"80"	"820001"	"8"	"0.100000"	"8,0,11722"	"9,0,11722"	"10,0,6732"	"11,0,6732"	"6,0,281800"	
"597"	"60"	"6"	"7"	"1000"	"80"	"820001"	"8"	"0.100000"	"8,0,11754"	"9,0,11754"	"10,0,6749"	"11,0,6749"	"6,0,282600"	
"598"	"60"	"7"	"8"	"1000"	"80"	"820001"	"8"	"0.100000"	"8,0,11786"	"9,0,11786"	"10,0,6766"	"11,0,6766"	"6,0,283400"	
"599"	"60"	"8"	"9"	"1000"	"80"	"820001"	"8"	"0.100000"	"8,0,11818"	"9,0,11818"	"10,0,6783"	"11,0,6783"	"6,0,284200"	
"600"	"60"	"9"	"-1"	"1000"	"80"	"820001"	"8"	"0.100000"	"8,0,11850"	"9,0,11850"	"10,0,6800"	"11,0,6800"	"6,0,285000"	
"601"	"61"	"0"	"1"	"1500"	"100"	"820001"	"10"	"0.100000"	"8,0,11885"	"9,0,11885"	"10,0,6820"	"11,0,6820"	"6,0,286100"	
"602"	"61"	"1"	"2"	"1500"	"100"	"820001"	"10"	"0.100000"	"8,0,11920"	"9,0,11920"	"10,0,6840"	"11,0,6840"	"6,0,287200"	
"603"	"61"	"2"	"3"	"1500"	"100"	"820001"	"10"	"0.100000"	"8,0,11955"	"9,0,11955"	"10,0,6860"	"11,0,6860"	"6,0,288300"	
"604"	"61"	"3"	"4"	"1500"	"100"	"820001"	"10"	"0.100000"	"8,0,11990"	"9,0,11990"	"10,0,6880"	"11,0,6880"	"6,0,289400"	
"605"	"61"	"4"	"5"	"1500"	"100"	"820001"	"10"	"0.100000"	"8,0,12025"	"9,0,12025"	"10,0,6900"	"11,0,6900"	"6,0,290500"	
"606"	"61"	"5"	"6"	"1500"	"100"	"820001"	"10"	"0.100000"	"8,0,12060"	"9,0,12060"	"10,0,6920"	"11,0,6920"	"6,0,291600"	
"607"	"61"	"6"	"7"	"1500"	"100"	"820001"	"10"	"0.100000"	"8,0,12095"	"9,0,12095"	"10,0,6940"	"11,0,6940"	"6,0,292700"	
"608"	"61"	"7"	"8"	"1500"	"100"	"820001"	"10"	"0.100000"	"8,0,12130"	"9,0,12130"	"10,0,6960"	"11,0,6960"	"6,0,293800"	
"609"	"61"	"8"	"9"	"1500"	"100"	"820001"	"10"	"0.100000"	"8,0,12165"	"9,0,12165"	"10,0,6980"	"11,0,6980"	"6,0,294900"	
"610"	"61"	"9"	"-1"	"1500"	"100"	"820001"	"10"	"0.100000"	"8,0,12200"	"9,0,12200"	"10,0,7000"	"11,0,7000"	"6,0,296000"	
"611"	"62"	"0"	"1"	"1500"	"100"	"820001"	"10"	"0.100000"	"8,0,12235"	"9,0,12235"	"10,0,7020"	"11,0,7020"	"6,0,297100"	
"612"	"62"	"1"	"2"	"1500"	"100"	"820001"	"10"	"0.100000"	"8,0,12270"	"9,0,12270"	"10,0,7040"	"11,0,7040"	"6,0,298200"	
"613"	"62"	"2"	"3"	"1500"	"100"	"820001"	"10"	"0.100000"	"8,0,12305"	"9,0,12305"	"10,0,7060"	"11,0,7060"	"6,0,299300"	
"614"	"62"	"3"	"4"	"1500"	"100"	"820001"	"10"	"0.100000"	"8,0,12340"	"9,0,12340"	"10,0,7080"	"11,0,7080"	"6,0,300400"	
"615"	"62"	"4"	"5"	"1500"	"100"	"820001"	"10"	"0.100000"	"8,0,12375"	"9,0,12375"	"10,0,7100"	"11,0,7100"	"6,0,301500"	
"616"	"62"	"5"	"6"	"1500"	"100"	"820001"	"10"	"0.100000"	"8,0,12410"	"9,0,12410"	"10,0,7120"	"11,0,7120"	"6,0,302600"	
"617"	"62"	"6"	"7"	"1500"	"100"	"820001"	"10"	"0.100000"	"8,0,12445"	"9,0,12445"	"10,0,7140"	"11,0,7140"	"6,0,303700"	
"618"	"62"	"7"	"8"	"1500"	"100"	"820001"	"10"	"0.100000"	"8,0,12480"	"9,0,12480"	"10,0,7160"	"11,0,7160"	"6,0,304800"	
"619"	"62"	"8"	"9"	"1500"	"100"	"820001"	"10"	"0.100000"	"8,0,12515"	"9,0,12515"	"10,0,7180"	"11,0,7180"	"6,0,305900"	
"620"	"62"	"9"	"-1"	"1500"	"100"	"820001"	"10"	"0.100000"	"8,0,12550"	"9,0,12550"	"10,0,7200"	"11,0,7200"	"6,0,307000"	
"621"	"63"	"0"	"1"	"1500"	"100"	"820001"	"10"	"0.100000"	"8,0,12585"	"9,0,12585"	"10,0,7220"	"11,0,7220"	"6,0,308100"	
"622"	"63"	"1"	"2"	"1500"	"100"	"820001"	"10"	"0.100000"	"8,0,12620"	"9,0,12620"	"10,0,7240"	"11,0,7240"	"6,0,309200"	
"623"	"63"	"2"	"3"	"1500"	"100"	"820001"	"10"	"0.100000"	"8,0,12655"	"9,0,12655"	"10,0,7260"	"11,0,7260"	"6,0,310300"	
"624"	"63"	"3"	"4"	"1500"	"100"	"820001"	"10"	"0.100000"	"8,0,12690"	"9,0,12690"	"10,0,7280"	"11,0,7280"	"6,0,311400"	
"625"	"63"	"4"	"5"	"1500"	"100"	"820001"	"10"	"0.100000"	"8,0,12725"	"9,0,12725"	"10,0,7300"	"11,0,7300"	"6,0,312500"	
"626"	"63"	"5"	"6"	"1500"	"100"	"820001"	"10"	"0.100000"	"8,0,12760"	"9,0,12760"	"10,0,7320"	"11,0,7320"	"6,0,313600"	
"627"	"63"	"6"	"7"	"1500"	"100"	"820001"	"10"	"0.100000"	"8,0,12795"	"9,0,12795"	"10,0,7340"	"11,0,7340"	"6,0,314700"	
"628"	"63"	"7"	"8"	"1500"	"100"	"820001"	"10"	"0.100000"	"8,0,12830"	"9,0,12830"	"10,0,7360"	"11,0,7360"	"6,0,315800"	
"629"	"63"	"8"	"9"	"1500"	"100"	"820001"	"10"	"0.100000"	"8,0,12865"	"9,0,12865"	"10,0,7380"	"11,0,7380"	"6,0,316900"	
"630"	"63"	"9"	"-1"	"1500"	"100"	"820001"	"10"	"0.100000"	"8,0,12900"	"9,0,12900"	"10,0,7400"	"11,0,7400"	"6,0,318000"	
"631"	"64"	"0"	"1"	"1500"	"100"	"820001"	"10"	"0.100000"	"8,0,12935"	"9,0,12935"	"10,0,7420"	"11,0,7420"	"6,0,319100"	
"632"	"64"	"1"	"2"	"1500"	"100"	"820001"	"10"	"0.100000"	"8,0,12970"	"9,0,12970"	"10,0,7440"	"11,0,7440"	"6,0,320200"	
"633"	"64"	"2"	"3"	"1500"	"100"	"820001"	"10"	"0.100000"	"8,0,13005"	"9,0,13005"	"10,0,7460"	"11,0,7460"	"6,0,321300"	
"634"	"64"	"3"	"4"	"1500"	"100"	"820001"	"10"	"0.100000"	"8,0,13040"	"9,0,13040"	"10,0,7480"	"11,0,7480"	"6,0,322400"	
"635"	"64"	"4"	"5"	"1500"	"100"	"820001"	"10"	"0.100000"	"8,0,13075"	"9,0,13075"	"10,0,7500"	"11,0,7500"	"6,0,323500"	
"636"	"64"	"5"	"6"	"1500"	"100"	"820001"	"10"	"0.100000"	"8,0,13110"	"9,0,13110"	"10,0,7520"	"11,0,7520"	"6,0,324600"	
"637"	"64"	"6"	"7"	"1500"	"100"	"820001"	"10"	"0.100000"	"8,0,13145"	"9,0,13145"	"10,0,7540"	"11,0,7540"	"6,0,325700"	
"638"	"64"	"7"	"8"	"1500"	"100"	"820001"	"10"	"0.100000"	"8,0,13180"	"9,0,13180"	"10,0,7560"	"11,0,7560"	"6,0,326800"	
"639"	"64"	"8"	"9"	"1500"	"100"	"820001"	"10"	"0.100000"	"8,0,13215"	"9,0,13215"	"10,0,7580"	"11,0,7580"	"6,0,327900"	
"640"	"64"	"9"	"-1"	"1500"	"100"	"820001"	"10"	"0.100000"	"8,0,13250"	"9,0,13250"	"10,0,7600"	"11,0,7600"	"6,0,329000"	
"641"	"65"	"0"	"1"	"1500"	"100"	"820001"	"10"	"0.100000"	"8,0,13285"	"9,0,13285"	"10,0,7620"	"11,0,7620"	"6,0,330100"	
"642"	"65"	"1"	"2"	"1500"	"100"	"820001"	"10"	"0.100000"	"8,0,13320"	"9,0,13320"	"10,0,7640"	"11,0,7640"	"6,0,331200"	
"643"	"65"	"2"	"3"	"1500"	"100"	"820001"	"10"	"0.100000"	"8,0,13355"	"9,0,13355"	"10,0,7660"	"11,0,7660"	"6,0,332300"	
"644"	"65"	"3"	"4"	"1500"	"100"	"820001"	"10"	"0.100000"	"8,0,13390"	"9,0,13390"	"10,0,7680"	"11,0,7680"	"6,0,333400"	
