"ID(索引，策划填)"	"时装模板ID"	"强化等级(0-15)"	"部件索引(0-5)"	"消耗道具（ID/数量）"	"属性转化比例"	"生效开关(填false此部件不参与计算)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"12141"	"281072"	"12"	"1"	"282152,30"	"0.200000"	"1"	
"12142"	"281072"	"13"	"1"	"282152,30"	"0.200000"	"1"	
"12143"	"281072"	"14"	"1"	"282152,30"	"0.200000"	"1"	
"12144"	"281072"	"15"	"1"	"282152,30"	"0.200000"	"1"	
"12145"	"281072"	"0"	"2"	"282153,15"	"0.200000"	"1"	
"12146"	"281072"	"1"	"2"	"282153,10"	"0.200000"	"1"	
"12147"	"281072"	"2"	"2"	"282153,10"	"0.200000"	"1"	
"12148"	"281072"	"3"	"2"	"282153,15"	"0.200000"	"1"	
"12149"	"281072"	"4"	"2"	"282153,15"	"0.200000"	"1"	
"12150"	"281072"	"5"	"2"	"282153,15"	"0.200000"	"1"	
"12151"	"281072"	"6"	"2"	"282153,20"	"0.200000"	"1"	
"12152"	"281072"	"7"	"2"	"282153,20"	"0.200000"	"1"	
"12153"	"281072"	"8"	"2"	"282153,20"	"0.200000"	"1"	
"12154"	"281072"	"9"	"2"	"282153,30"	"0.200000"	"1"	
"12155"	"281072"	"10"	"2"	"282153,30"	"0.200000"	"1"	
"12156"	"281072"	"11"	"2"	"282153,30"	"0.200000"	"1"	
"12157"	"281072"	"12"	"2"	"282153,30"	"0.200000"	"1"	
"12158"	"281072"	"13"	"2"	"282153,30"	"0.200000"	"1"	
"12159"	"281072"	"14"	"2"	"282153,30"	"0.200000"	"1"	
"12160"	"281072"	"15"	"2"	"282153,30"	"0.200000"	"1"	
"12161"	"281072"	"0"	"3"	"282151,15"	"0.200000"	"0"	
"12162"	"281072"	"1"	"3"	"282151,10"	"0.200000"	"0"	
"12163"	"281072"	"2"	"3"	"282151,10"	"0.200000"	"0"	
"12164"	"281072"	"3"	"3"	"282151,15"	"0.200000"	"0"	
"12165"	"281072"	"4"	"3"	"282151,15"	"0.200000"	"0"	
"12166"	"281072"	"5"	"3"	"282151,15"	"0.200000"	"0"	
"12167"	"281072"	"6"	"3"	"282151,20"	"0.200000"	"0"	
"12168"	"281072"	"7"	"3"	"282151,20"	"0.200000"	"0"	
"12169"	"281072"	"8"	"3"	"282151,20"	"0.200000"	"0"	
"12170"	"281072"	"9"	"3"	"282151,30"	"0.200000"	"0"	
"12171"	"281072"	"10"	"3"	"282151,30"	"0.200000"	"0"	
"12172"	"281072"	"11"	"3"	"282151,30"	"0.200000"	"0"	
"12173"	"281072"	"12"	"3"	"282151,30"	"0.200000"	"0"	
"12174"	"281072"	"13"	"3"	"282151,30"	"0.200000"	"0"	
"12175"	"281072"	"14"	"3"	"282151,30"	"0.200000"	"0"	
"12176"	"281072"	"15"	"3"	"282151,30"	"0.200000"	"0"	
"12177"	"281072"	"0"	"4"	"282152,15"	"0.200000"	"0"	
"12178"	"281072"	"1"	"4"	"282152,10"	"0.200000"	"0"	
"12179"	"281072"	"2"	"4"	"282152,10"	"0.200000"	"0"	
"12180"	"281072"	"3"	"4"	"282152,15"	"0.200000"	"0"	
"12181"	"281072"	"4"	"4"	"282152,15"	"0.200000"	"0"	
"12182"	"281072"	"5"	"4"	"282152,15"	"0.200000"	"0"	
"12183"	"281072"	"6"	"4"	"282152,20"	"0.200000"	"0"	
"12184"	"281072"	"7"	"4"	"282152,20"	"0.200000"	"0"	
"12185"	"281072"	"8"	"4"	"282152,20"	"0.200000"	"0"	
"12186"	"281072"	"9"	"4"	"282152,30"	"0.200000"	"0"	
"12187"	"281072"	"10"	"4"	"282152,30"	"0.200000"	"0"	
"12188"	"281072"	"11"	"4"	"282152,30"	"0.200000"	"0"	
"12189"	"281072"	"12"	"4"	"282152,30"	"0.200000"	"0"	
"12190"	"281072"	"13"	"4"	"282152,30"	"0.200000"	"0"	
"12191"	"281072"	"14"	"4"	"282152,30"	"0.200000"	"0"	
"12192"	"281072"	"15"	"4"	"282152,30"	"0.200000"	"0"	
"12193"	"281072"	"0"	"5"	"282153,15"	"0.200000"	"0"	
"12194"	"281072"	"1"	"5"	"282153,10"	"0.200000"	"0"	
"12195"	"281072"	"2"	"5"	"282153,10"	"0.200000"	"0"	
"12196"	"281072"	"3"	"5"	"282153,15"	"0.200000"	"0"	
"12197"	"281072"	"4"	"5"	"282153,15"	"0.200000"	"0"	
"12198"	"281072"	"5"	"5"	"282153,15"	"0.200000"	"0"	
"12199"	"281072"	"6"	"5"	"282153,20"	"0.200000"	"0"	
"12200"	"281072"	"7"	"5"	"282153,20"	"0.200000"	"0"	
"12201"	"281072"	"8"	"5"	"282153,20"	"0.200000"	"0"	
"12202"	"281072"	"9"	"5"	"282153,30"	"0.200000"	"0"	
"12203"	"281072"	"10"	"5"	"282153,30"	"0.200000"	"0"	
"12204"	"281072"	"11"	"5"	"282153,30"	"0.200000"	"0"	
"12205"	"281072"	"12"	"5"	"282153,30"	"0.200000"	"0"	
"12206"	"281072"	"13"	"5"	"282153,30"	"0.200000"	"0"	
"12207"	"281072"	"14"	"5"	"282153,30"	"0.200000"	"0"	
"12208"	"281072"	"15"	"5"	"282153,30"	"0.200000"	"0"	
"12209"	"281074"	"0"	"0"	"282154,15"	"0.200000"	"1"	
"12210"	"281074"	"1"	"0"	"282154,10"	"0.200000"	"1"	
"12211"	"281074"	"2"	"0"	"282154,10"	"0.200000"	"1"	
"12212"	"281074"	"3"	"0"	"282154,15"	"0.200000"	"1"	
"12213"	"281074"	"4"	"0"	"282154,15"	"0.200000"	"1"	
"12214"	"281074"	"5"	"0"	"282154,15"	"0.200000"	"1"	
"12215"	"281074"	"6"	"0"	"282154,20"	"0.200000"	"1"	
"12216"	"281074"	"7"	"0"	"282154,20"	"0.200000"	"1"	
"12217"	"281074"	"8"	"0"	"282154,20"	"0.200000"	"1"	
"12218"	"281074"	"9"	"0"	"282154,30"	"0.200000"	"1"	
"12219"	"281074"	"10"	"0"	"282154,30"	"0.200000"	"1"	
"12220"	"281074"	"11"	"0"	"282154,30"	"0.200000"	"1"	
"12221"	"281074"	"12"	"0"	"282154,30"	"0.200000"	"1"	
"12222"	"281074"	"13"	"0"	"282154,30"	"0.200000"	"1"	
"12223"	"281074"	"14"	"0"	"282154,30"	"0.200000"	"1"	
"12224"	"281074"	"15"	"0"	"282154,30"	"0.200000"	"1"	
"12225"	"281074"	"0"	"1"	"282155,15"	"0.200000"	"1"	
"12226"	"281074"	"1"	"1"	"282155,10"	"0.200000"	"1"	
"12227"	"281074"	"2"	"1"	"282155,10"	"0.200000"	"1"	
"12228"	"281074"	"3"	"1"	"282155,15"	"0.200000"	"1"	
"12229"	"281074"	"4"	"1"	"282155,15"	"0.200000"	"1"	
"12230"	"281074"	"5"	"1"	"282155,15"	"0.200000"	"1"	
"12231"	"281074"	"6"	"1"	"282155,20"	"0.200000"	"1"	
"12232"	"281074"	"7"	"1"	"282155,20"	"0.200000"	"1"	
"12233"	"281074"	"8"	"1"	"282155,20"	"0.200000"	"1"	
"12234"	"281074"	"9"	"1"	"282155,30"	"0.200000"	"1"	
"12235"	"281074"	"10"	"1"	"282155,30"	"0.200000"	"1"	
"12236"	"281074"	"11"	"1"	"282155,30"	"0.200000"	"1"	
"12237"	"281074"	"12"	"1"	"282155,30"	"0.200000"	"1"	
"12238"	"281074"	"13"	"1"	"282155,30"	"0.200000"	"1"	
"12239"	"281074"	"14"	"1"	"282155,30"	"0.200000"	"1"	
"12240"	"281074"	"15"	"1"	"282155,30"	"0.200000"	"1"	
"12241"	"281074"	"0"	"2"	"282156,15"	"0.200000"	"1"	
"12242"	"281074"	"1"	"2"	"282156,10"	"0.200000"	"1"	
"12243"	"281074"	"2"	"2"	"282156,10"	"0.200000"	"1"	
"12244"	"281074"	"3"	"2"	"282156,15"	"0.200000"	"1"	
"12245"	"281074"	"4"	"2"	"282156,15"	"0.200000"	"1"	
"12246"	"281074"	"5"	"2"	"282156,15"	"0.200000"	"1"	
"12247"	"281074"	"6"	"2"	"282156,20"	"0.200000"	"1"	
"12248"	"281074"	"7"	"2"	"282156,20"	"0.200000"	"1"	
"12249"	"281074"	"8"	"2"	"282156,20"	"0.200000"	"1"	
"12250"	"281074"	"9"	"2"	"282156,30"	"0.200000"	"1"	
"12251"	"281074"	"10"	"2"	"282156,30"	"0.200000"	"1"	
"12252"	"281074"	"11"	"2"	"282156,30"	"0.200000"	"1"	
"12253"	"281074"	"12"	"2"	"282156,30"	"0.200000"	"1"	
"12254"	"281074"	"13"	"2"	"282156,30"	"0.200000"	"1"	
"12255"	"281074"	"14"	"2"	"282156,30"	"0.200000"	"1"	
"12256"	"281074"	"15"	"2"	"282156,30"	"0.200000"	"1"	
"12257"	"281074"	"0"	"3"	"282154,15"	"0.200000"	"0"	
"12258"	"281074"	"1"	"3"	"282154,10"	"0.200000"	"0"	
"12259"	"281074"	"2"	"3"	"282154,10"	"0.200000"	"0"	
"12260"	"281074"	"3"	"3"	"282154,15"	"0.200000"	"0"	
"12261"	"281074"	"4"	"3"	"282154,15"	"0.200000"	"0"	
"12262"	"281074"	"5"	"3"	"282154,15"	"0.200000"	"0"	
"12263"	"281074"	"6"	"3"	"282154,20"	"0.200000"	"0"	
"12264"	"281074"	"7"	"3"	"282154,20"	"0.200000"	"0"	
"12265"	"281074"	"8"	"3"	"282154,20"	"0.200000"	"0"	
"12266"	"281074"	"9"	"3"	"282154,30"	"0.200000"	"0"	
"12267"	"281074"	"10"	"3"	"282154,30"	"0.200000"	"0"	
"12268"	"281074"	"11"	"3"	"282154,30"	"0.200000"	"0"	
"12269"	"281074"	"12"	"3"	"282154,30"	"0.200000"	"0"	
"12270"	"281074"	"13"	"3"	"282154,30"	"0.200000"	"0"	
"12271"	"281074"	"14"	"3"	"282154,30"	"0.200000"	"0"	
"12272"	"281074"	"15"	"3"	"282154,30"	"0.200000"	"0"	
"12273"	"281074"	"0"	"4"	"282155,15"	"0.200000"	"0"	
"12274"	"281074"	"1"	"4"	"282155,10"	"0.200000"	"0"	
"12275"	"281074"	"2"	"4"	"282155,10"	"0.200000"	"0"	
"12276"	"281074"	"3"	"4"	"282155,15"	"0.200000"	"0"	
"12277"	"281074"	"4"	"4"	"282155,15"	"0.200000"	"0"	
"12278"	"281074"	"5"	"4"	"282155,15"	"0.200000"	"0"	
"12279"	"281074"	"6"	"4"	"282155,20"	"0.200000"	"0"	
"12280"	"281074"	"7"	"4"	"282155,20"	"0.200000"	"0"	
"12281"	"281074"	"8"	"4"	"282155,20"	"0.200000"	"0"	
"12282"	"281074"	"9"	"4"	"282155,30"	"0.200000"	"0"	
"12283"	"281074"	"10"	"4"	"282155,30"	"0.200000"	"0"	
"12284"	"281074"	"11"	"4"	"282155,30"	"0.200000"	"0"	
"12285"	"281074"	"12"	"4"	"282155,30"	"0.200000"	"0"	
"12286"	"281074"	"13"	"4"	"282155,30"	"0.200000"	"0"	
"12287"	"281074"	"14"	"4"	"282155,30"	"0.200000"	"0"	
"12288"	"281074"	"15"	"4"	"282155,30"	"0.200000"	"0"	
"12289"	"281074"	"0"	"5"	"282156,15"	"0.200000"	"0"	
"12290"	"281074"	"1"	"5"	"282156,10"	"0.200000"	"0"	
"12291"	"281074"	"2"	"5"	"282156,10"	"0.200000"	"0"	
"12292"	"281074"	"3"	"5"	"282156,15"	"0.200000"	"0"	
"12293"	"281074"	"4"	"5"	"282156,15"	"0.200000"	"0"	
"12294"	"281074"	"5"	"5"	"282156,15"	"0.200000"	"0"	
"12295"	"281074"	"6"	"5"	"282156,20"	"0.200000"	"0"	
"12296"	"281074"	"7"	"5"	"282156,20"	"0.200000"	"0"	
"12297"	"281074"	"8"	"5"	"282156,20"	"0.200000"	"0"	
"12298"	"281074"	"9"	"5"	"282156,30"	"0.200000"	"0"	
"12299"	"281074"	"10"	"5"	"282156,30"	"0.200000"	"0"	
"12300"	"281074"	"11"	"5"	"282156,30"	"0.200000"	"0"	
"12301"	"281074"	"12"	"5"	"282156,30"	"0.200000"	"0"	
"12302"	"281074"	"13"	"5"	"282156,30"	"0.200000"	"0"	
"12303"	"281074"	"14"	"5"	"282156,30"	"0.200000"	"0"	
"12304"	"281074"	"15"	"5"	"282156,30"	"0.200000"	"0"	
"12305"	"281076"	"0"	"0"	"282157,15"	"0.200000"	"1"	
"12306"	"281076"	"1"	"0"	"282157,10"	"0.200000"	"1"	
"12307"	"281076"	"2"	"0"	"282157,10"	"0.200000"	"1"	
"12308"	"281076"	"3"	"0"	"282157,15"	"0.200000"	"1"	
"12309"	"281076"	"4"	"0"	"282157,15"	"0.200000"	"1"	
"12310"	"281076"	"5"	"0"	"282157,15"	"0.200000"	"1"	
"12311"	"281076"	"6"	"0"	"282157,20"	"0.200000"	"1"	
"12312"	"281076"	"7"	"0"	"282157,20"	"0.200000"	"1"	
"12313"	"281076"	"8"	"0"	"282157,20"	"0.200000"	"1"	
"12314"	"281076"	"9"	"0"	"282157,30"	"0.200000"	"1"	
"12315"	"281076"	"10"	"0"	"282157,30"	"0.200000"	"1"	
"12316"	"281076"	"11"	"0"	"282157,30"	"0.200000"	"1"	
"12317"	"281076"	"12"	"0"	"282157,30"	"0.200000"	"1"	
"12318"	"281076"	"13"	"0"	"282157,30"	"0.200000"	"1"	
"12319"	"281076"	"14"	"0"	"282157,30"	"0.200000"	"1"	
"12320"	"281076"	"15"	"0"	"282157,30"	"0.200000"	"1"	
"12321"	"281076"	"0"	"1"	"282158,15"	"0.200000"	"1"	
"12322"	"281076"	"1"	"1"	"282158,10"	"0.200000"	"1"	
"12323"	"281076"	"2"	"1"	"282158,10"	"0.200000"	"1"	
"12324"	"281076"	"3"	"1"	"282158,15"	"0.200000"	"1"	
"12325"	"281076"	"4"	"1"	"282158,15"	"0.200000"	"1"	
"12326"	"281076"	"5"	"1"	"282158,15"	"0.200000"	"1"	
"12327"	"281076"	"6"	"1"	"282158,20"	"0.200000"	"1"	
"12328"	"281076"	"7"	"1"	"282158,20"	"0.200000"	"1"	
"12329"	"281076"	"8"	"1"	"282158,20"	"0.200000"	"1"	
"12330"	"281076"	"9"	"1"	"282158,30"	"0.200000"	"1"	
"12331"	"281076"	"10"	"1"	"282158,30"	"0.200000"	"1"	
"12332"	"281076"	"11"	"1"	"282158,30"	"0.200000"	"1"	
"12333"	"281076"	"12"	"1"	"282158,30"	"0.200000"	"1"	
"12334"	"281076"	"13"	"1"	"282158,30"	"0.200000"	"1"	
"12335"	"281076"	"14"	"1"	"282158,30"	"0.200000"	"1"	
"12336"	"281076"	"15"	"1"	"282158,30"	"0.200000"	"1"	
"12337"	"281076"	"0"	"2"	"282159,15"	"0.200000"	"1"	
"12338"	"281076"	"1"	"2"	"282159,10"	"0.200000"	"1"	
"12339"	"281076"	"2"	"2"	"282159,10"	"0.200000"	"1"	
"12340"	"281076"	"3"	"2"	"282159,15"	"0.200000"	"1"	
"12341"	"281076"	"4"	"2"	"282159,15"	"0.200000"	"1"	
"12342"	"281076"	"5"	"2"	"282159,15"	"0.200000"	"1"	
"12343"	"281076"	"6"	"2"	"282159,20"	"0.200000"	"1"	
"12344"	"281076"	"7"	"2"	"282159,20"	"0.200000"	"1"	
"12345"	"281076"	"8"	"2"	"282159,20"	"0.200000"	"1"	
"12346"	"281076"	"9"	"2"	"282159,30"	"0.200000"	"1"	
"12347"	"281076"	"10"	"2"	"282159,30"	"0.200000"	"1"	
"12348"	"281076"	"11"	"2"	"282159,30"	"0.200000"	"1"	
"12349"	"281076"	"12"	"2"	"282159,30"	"0.200000"	"1"	
"12350"	"281076"	"13"	"2"	"282159,30"	"0.200000"	"1"	
"12351"	"281076"	"14"	"2"	"282159,30"	"0.200000"	"1"	
"12352"	"281076"	"15"	"2"	"282159,30"	"0.200000"	"1"	
"12353"	"281076"	"0"	"3"	"282157,15"	"0.200000"	"0"	
"12354"	"281076"	"1"	"3"	"282157,10"	"0.200000"	"0"	
"12355"	"281076"	"2"	"3"	"282157,10"	"0.200000"	"0"	
"12356"	"281076"	"3"	"3"	"282157,15"	"0.200000"	"0"	
"12357"	"281076"	"4"	"3"	"282157,15"	"0.200000"	"0"	
"12358"	"281076"	"5"	"3"	"282157,15"	"0.200000"	"0"	
"12359"	"281076"	"6"	"3"	"282157,20"	"0.200000"	"0"	
"12360"	"281076"	"7"	"3"	"282157,20"	"0.200000"	"0"	
"12361"	"281076"	"8"	"3"	"282157,20"	"0.200000"	"0"	
"12362"	"281076"	"9"	"3"	"282157,30"	"0.200000"	"0"	
"12363"	"281076"	"10"	"3"	"282157,30"	"0.200000"	"0"	
"12364"	"281076"	"11"	"3"	"282157,30"	"0.200000"	"0"	
"12365"	"281076"	"12"	"3"	"282157,30"	"0.200000"	"0"	
"12366"	"281076"	"13"	"3"	"282157,30"	"0.200000"	"0"	
"12367"	"281076"	"14"	"3"	"282157,30"	"0.200000"	"0"	
"12368"	"281076"	"15"	"3"	"282157,30"	"0.200000"	"0"	
"12369"	"281076"	"0"	"4"	"282158,15"	"0.200000"	"0"	
"12370"	"281076"	"1"	"4"	"282158,10"	"0.200000"	"0"	
"12371"	"281076"	"2"	"4"	"282158,10"	"0.200000"	"0"	
"12372"	"281076"	"3"	"4"	"282158,15"	"0.200000"	"0"	
"12373"	"281076"	"4"	"4"	"282158,15"	"0.200000"	"0"	
"12374"	"281076"	"5"	"4"	"282158,15"	"0.200000"	"0"	
"12375"	"281076"	"6"	"4"	"282158,20"	"0.200000"	"0"	
"12376"	"281076"	"7"	"4"	"282158,20"	"0.200000"	"0"	
"12377"	"281076"	"8"	"4"	"282158,20"	"0.200000"	"0"	
"12378"	"281076"	"9"	"4"	"282158,30"	"0.200000"	"0"	
"12379"	"281076"	"10"	"4"	"282158,30"	"0.200000"	"0"	
"12380"	"281076"	"11"	"4"	"282158,30"	"0.200000"	"0"	
"12381"	"281076"	"12"	"4"	"282158,30"	"0.200000"	"0"	
"12382"	"281076"	"13"	"4"	"282158,30"	"0.200000"	"0"	
"12383"	"281076"	"14"	"4"	"282158,30"	"0.200000"	"0"	
"12384"	"281076"	"15"	"4"	"282158,30"	"0.200000"	"0"	
"12385"	"281076"	"0"	"5"	"282159,15"	"0.200000"	"0"	
"12386"	"281076"	"1"	"5"	"282159,10"	"0.200000"	"0"	
"12387"	"281076"	"2"	"5"	"282159,10"	"0.200000"	"0"	
"12388"	"281076"	"3"	"5"	"282159,15"	"0.200000"	"0"	
"12389"	"281076"	"4"	"5"	"282159,15"	"0.200000"	"0"	
"12390"	"281076"	"5"	"5"	"282159,15"	"0.200000"	"0"	
"12391"	"281076"	"6"	"5"	"282159,20"	"0.200000"	"0"	
"12392"	"281076"	"7"	"5"	"282159,20"	"0.200000"	"0"	
"12393"	"281076"	"8"	"5"	"282159,20"	"0.200000"	"0"	
"12394"	"281076"	"9"	"5"	"282159,30"	"0.200000"	"0"	
"12395"	"281076"	"10"	"5"	"282159,30"	"0.200000"	"0"	
"12396"	"281076"	"11"	"5"	"282159,30"	"0.200000"	"0"	
"12397"	"281076"	"12"	"5"	"282159,30"	"0.200000"	"0"	
"12398"	"281076"	"13"	"5"	"282159,30"	"0.200000"	"0"	
"12399"	"281076"	"14"	"5"	"282159,30"	"0.200000"	"0"	
"12400"	"281076"	"15"	"5"	"282159,30"	"0.200000"	"0"	
"12401"	"281077"	"0"	"0"	"282160,15"	"0.200000"	"1"	
"12402"	"281077"	"1"	"0"	"282160,10"	"0.200000"	"1"	
"12403"	"281077"	"2"	"0"	"282160,10"	"0.200000"	"1"	
"12404"	"281077"	"3"	"0"	"282160,15"	"0.200000"	"1"	
"12405"	"281077"	"4"	"0"	"282160,15"	"0.200000"	"1"	
"12406"	"281077"	"5"	"0"	"282160,15"	"0.200000"	"1"	
"12407"	"281077"	"6"	"0"	"282160,20"	"0.200000"	"1"	
"12408"	"281077"	"7"	"0"	"282160,20"	"0.200000"	"1"	
"12409"	"281077"	"8"	"0"	"282160,20"	"0.200000"	"1"	
"12410"	"281077"	"9"	"0"	"282160,30"	"0.200000"	"1"	
"12411"	"281077"	"10"	"0"	"282160,30"	"0.200000"	"1"	
"12412"	"281077"	"11"	"0"	"282160,30"	"0.200000"	"1"	
"12413"	"281077"	"12"	"0"	"282160,30"	"0.200000"	"1"	
"12414"	"281077"	"13"	"0"	"282160,30"	"0.200000"	"1"	
"12415"	"281077"	"14"	"0"	"282160,30"	"0.200000"	"1"	
"12416"	"281077"	"15"	"0"	"282160,30"	"0.200000"	"1"	
"12417"	"281077"	"0"	"1"	"282161,15"	"0.200000"	"1"	
"12418"	"281077"	"1"	"1"	"282161,10"	"0.200000"	"1"	
"12419"	"281077"	"2"	"1"	"282161,10"	"0.200000"	"1"	
"12420"	"281077"	"3"	"1"	"282161,15"	"0.200000"	"1"	
"12421"	"281077"	"4"	"1"	"282161,15"	"0.200000"	"1"	
"12422"	"281077"	"5"	"1"	"282161,15"	"0.200000"	"1"	
"12423"	"281077"	"6"	"1"	"282161,20"	"0.200000"	"1"	
"12424"	"281077"	"7"	"1"	"282161,20"	"0.200000"	"1"	
"12425"	"281077"	"8"	"1"	"282161,20"	"0.200000"	"1"	
"12426"	"281077"	"9"	"1"	"282161,30"	"0.200000"	"1"	
"12427"	"281077"	"10"	"1"	"282161,30"	"0.200000"	"1"	
"12428"	"281077"	"11"	"1"	"282161,30"	"0.200000"	"1"	
"12429"	"281077"	"12"	"1"	"282161,30"	"0.200000"	"1"	
"12430"	"281077"	"13"	"1"	"282161,30"	"0.200000"	"1"	
"12431"	"281077"	"14"	"1"	"282161,30"	"0.200000"	"1"	
"12432"	"281077"	"15"	"1"	"282161,30"	"0.200000"	"1"	
"12433"	"281077"	"0"	"2"	"282162,15"	"0.200000"	"1"	
"12434"	"281077"	"1"	"2"	"282162,10"	"0.200000"	"1"	
"12435"	"281077"	"2"	"2"	"282162,10"	"0.200000"	"1"	
"12436"	"281077"	"3"	"2"	"282162,15"	"0.200000"	"1"	
"12437"	"281077"	"4"	"2"	"282162,15"	"0.200000"	"1"	
"12438"	"281077"	"5"	"2"	"282162,15"	"0.200000"	"1"	
"12439"	"281077"	"6"	"2"	"282162,20"	"0.200000"	"1"	
"12440"	"281077"	"7"	"2"	"282162,20"	"0.200000"	"1"	
"12441"	"281077"	"8"	"2"	"282162,20"	"0.200000"	"1"	
"12442"	"281077"	"9"	"2"	"282162,30"	"0.200000"	"1"	
"12443"	"281077"	"10"	"2"	"282162,30"	"0.200000"	"1"	
"12444"	"281077"	"11"	"2"	"282162,30"	"0.200000"	"1"	
"12445"	"281077"	"12"	"2"	"282162,30"	"0.200000"	"1"	
"12446"	"281077"	"13"	"2"	"282162,30"	"0.200000"	"1"	
"12447"	"281077"	"14"	"2"	"282162,30"	"0.200000"	"1"	
"12448"	"281077"	"15"	"2"	"282162,30"	"0.200000"	"1"	
"12449"	"281077"	"0"	"3"	"282160,15"	"0.200000"	"0"	
"12450"	"281077"	"1"	"3"	"282160,10"	"0.200000"	"0"	
"12451"	"281077"	"2"	"3"	"282160,10"	"0.200000"	"0"	
"12452"	"281077"	"3"	"3"	"282160,15"	"0.200000"	"0"	
"12453"	"281077"	"4"	"3"	"282160,15"	"0.200000"	"0"	
"12454"	"281077"	"5"	"3"	"282160,15"	"0.200000"	"0"	
"12455"	"281077"	"6"	"3"	"282160,20"	"0.200000"	"0"	
"12456"	"281077"	"7"	"3"	"282160,20"	"0.200000"	"0"	
"12457"	"281077"	"8"	"3"	"282160,20"	"0.200000"	"0"	
"12458"	"281077"	"9"	"3"	"282160,30"	"0.200000"	"0"	
"12459"	"281077"	"10"	"3"	"282160,30"	"0.200000"	"0"	
"12460"	"281077"	"11"	"3"	"282160,30"	"0.200000"	"0"	
"12461"	"281077"	"12"	"3"	"282160,30"	"0.200000"	"0"	
"12462"	"281077"	"13"	"3"	"282160,30"	"0.200000"	"0"	
"12463"	"281077"	"14"	"3"	"282160,30"	"0.200000"	"0"	
"12464"	"281077"	"15"	"3"	"282160,30"	"0.200000"	"0"	
"12465"	"281077"	"0"	"4"	"282161,15"	"0.200000"	"0"	
"12466"	"281077"	"1"	"4"	"282161,10"	"0.200000"	"0"	
"12467"	"281077"	"2"	"4"	"282161,10"	"0.200000"	"0"	
"12468"	"281077"	"3"	"4"	"282161,15"	"0.200000"	"0"	
"12469"	"281077"	"4"	"4"	"282161,15"	"0.200000"	"0"	
"12470"	"281077"	"5"	"4"	"282161,15"	"0.200000"	"0"	
"12471"	"281077"	"6"	"4"	"282161,20"	"0.200000"	"0"	
"12472"	"281077"	"7"	"4"	"282161,20"	"0.200000"	"0"	
"12473"	"281077"	"8"	"4"	"282161,20"	"0.200000"	"0"	
"12474"	"281077"	"9"	"4"	"282161,30"	"0.200000"	"0"	
"12475"	"281077"	"10"	"4"	"282161,30"	"0.200000"	"0"	
"12476"	"281077"	"11"	"4"	"282161,30"	"0.200000"	"0"	
"12477"	"281077"	"12"	"4"	"282161,30"	"0.200000"	"0"	
"12478"	"281077"	"13"	"4"	"282161,30"	"0.200000"	"0"	
"12479"	"281077"	"14"	"4"	"282161,30"	"0.200000"	"0"	
"12480"	"281077"	"15"	"4"	"282161,30"	"0.200000"	"0"	
"12481"	"281077"	"0"	"5"	"282162,15"	"0.200000"	"0"	
"12482"	"281077"	"1"	"5"	"282162,10"	"0.200000"	"0"	
"12483"	"281077"	"2"	"5"	"282162,10"	"0.200000"	"0"	
"12484"	"281077"	"3"	"5"	"282162,15"	"0.200000"	"0"	
"12485"	"281077"	"4"	"5"	"282162,15"	"0.200000"	"0"	
"12486"	"281077"	"5"	"5"	"282162,15"	"0.200000"	"0"	
"12487"	"281077"	"6"	"5"	"282162,20"	"0.200000"	"0"	
"12488"	"281077"	"7"	"5"	"282162,20"	"0.200000"	"0"	
"12489"	"281077"	"8"	"5"	"282162,20"	"0.200000"	"0"	
"12490"	"281077"	"9"	"5"	"282162,30"	"0.200000"	"0"	
"12491"	"281077"	"10"	"5"	"282162,30"	"0.200000"	"0"	
"12492"	"281077"	"11"	"5"	"282162,30"	"0.200000"	"0"	
"12493"	"281077"	"12"	"5"	"282162,30"	"0.200000"	"0"	
"12494"	"281077"	"13"	"5"	"282162,30"	"0.200000"	"0"	
"12495"	"281077"	"14"	"5"	"282162,30"	"0.200000"	"0"	
"12496"	"281077"	"15"	"5"	"282162,30"	"0.200000"	"0"	
"12497"	"281078"	"0"	"0"	"282163,15"	"0.200000"	"1"	
"12498"	"281078"	"1"	"0"	"282163,10"	"0.200000"	"1"	
"12499"	"281078"	"2"	"0"	"282163,10"	"0.200000"	"1"	
"12500"	"281078"	"3"	"0"	"282163,15"	"0.200000"	"1"	
"12501"	"281078"	"4"	"0"	"282163,15"	"0.200000"	"1"	
"12502"	"281078"	"5"	"0"	"282163,15"	"0.200000"	"1"	
"12503"	"281078"	"6"	"0"	"282163,20"	"0.200000"	"1"	
"12504"	"281078"	"7"	"0"	"282163,20"	"0.200000"	"1"	
"12505"	"281078"	"8"	"0"	"282163,20"	"0.200000"	"1"	
"12506"	"281078"	"9"	"0"	"282163,30"	"0.200000"	"1"	
"12507"	"281078"	"10"	"0"	"282163,30"	"0.200000"	"1"	
"12508"	"281078"	"11"	"0"	"282163,30"	"0.200000"	"1"	
"12509"	"281078"	"12"	"0"	"282163,30"	"0.200000"	"1"	
"12510"	"281078"	"13"	"0"	"282163,30"	"0.200000"	"1"	
"12511"	"281078"	"14"	"0"	"282163,30"	"0.200000"	"1"	
"12512"	"281078"	"15"	"0"	"282163,30"	"0.200000"	"1"	
"12513"	"281078"	"0"	"1"	"282164,15"	"0.200000"	"1"	
"12514"	"281078"	"1"	"1"	"282164,10"	"0.200000"	"1"	
