"装备ID。第一位数字一定要保证是2，不能重复"	"装备名称"	"穿戴模型,ID规则是装备ID+标记位"	"默认升级等级"	"模板起始ID(EquipTemplateConfig)"	"可升星等级"	"套装ID"	"随机技能池"	"技能出现几率"	"斩位值"	"斩位强化值"	"精炼银币消耗"	"装备类型对应的底图"	"可开放宝石孔数目"	"是否为MF顶级进阶装备，橙装才填是"	"装备品质是否固定，全固定和半固定必须填是"	"时装翅膀是否可升级（只针对时装翅膀）"	"附加属性ID（对应ItemEquipExtend表）"	"是否可升级"	"是否可升星"	"是否可洗练"	"基础属性1"	"基础属性1数值"	"基础属性2"	"基础属性2数值"	""	""	
"20721302"	"240级云锦头盔-品质2套装1"	"700002"	""	"72000200"	"6"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20721303"	"240级云锦衣服-品质2套装1"	"700003"	""	"72000300"	"6"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20721312"	"240级云锦饰品-品质2套装1"	"700012"	""	"72001200"	"6"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20722004"	"240级护肩-品质2套装2"	""	""	"72000400"	"6"	"7220"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20722005"	"240级腰带-品质2套装2"	""	""	"72000500"	"6"	"7220"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20722006"	"240级裤子-品质2套装2"	""	""	"72000600"	"6"	"7220"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20722007"	"240级靴子-品质2套装2"	""	""	"72000700"	"6"	"7220"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20722008"	"240级项链-品质2套装2"	""	""	"72000800"	"6"	"7220"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20722009"	"240级护腕-品质2套装2"	""	""	"72000900"	"6"	"7220"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20722010"	"240级左戒-品质2套装2"	""	""	"72001000"	"6"	"7220"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20722011"	"240级右戒-品质2套装2"	""	""	"72001100"	"6"	"7220"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20722101"	"240级转剑武器-品质2套装2"	"700001"	""	"72000100"	"6"	"7221"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20722102"	"240级转剑头盔-品质2套装2"	"700002"	""	"72000200"	"6"	"7221"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20722103"	"240级转剑衣服-品质2套装2"	"700003"	""	"72000300"	"6"	"7221"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20722112"	"240级转剑饰品-品质2套装2"	"700012"	""	"72001200"	"6"	"7221"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20722201"	"240级天威武器-品质2套装2"	"700001"	""	"72000100"	"6"	"7222"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20722202"	"240级天威头盔-品质2套装2"	"700002"	""	"72000200"	"6"	"7222"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20722203"	"240级天威衣服-品质2套装2"	"700003"	""	"72000300"	"6"	"7222"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20722212"	"240级天威饰品-品质2套装2"	"700012"	""	"72001200"	"6"	"7222"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20722301"	"240级云锦武器-品质2套装2"	"700001"	""	"72000100"	"6"	"7223"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20722302"	"240级云锦头盔-品质2套装2"	"700002"	""	"72000200"	"6"	"7223"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20722303"	"240级云锦衣服-品质2套装2"	"700003"	""	"72000300"	"6"	"7223"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20722312"	"240级云锦饰品-品质2套装2"	"700012"	""	"72001200"	"6"	"7223"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20731004"	"240级护肩-品质3套装1"	""	""	"73000400"	"9"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20731005"	"240级腰带-品质3套装1"	""	""	"73000500"	"9"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20731006"	"240级裤子-品质3套装1"	""	""	"73000600"	"9"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20731007"	"240级靴子-品质3套装1"	""	""	"73000700"	"9"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20731008"	"240级项链-品质3套装1"	""	""	"73000800"	"9"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20731009"	"240级护腕-品质3套装1"	""	""	"73000900"	"9"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20731010"	"240级左戒-品质3套装1"	""	""	"73001000"	"9"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20731011"	"240级右戒-品质3套装1"	""	""	"73001100"	"9"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20731101"	"240级转剑武器-品质3套装1"	"700001"	""	"73000100"	"9"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20731102"	"240级转剑头盔-品质3套装1"	"700002"	""	"73000200"	"9"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20731103"	"240级转剑衣服-品质3套装1"	"700003"	""	"73000300"	"9"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20731112"	"240级转剑饰品-品质3套装1"	"700012"	""	"73001200"	"9"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20731201"	"240级天威武器-品质3套装1"	"700001"	""	"73000100"	"9"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20731202"	"240级天威头盔-品质3套装1"	"700002"	""	"73000200"	"9"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20731203"	"240级天威衣服-品质3套装1"	"700003"	""	"73000300"	"9"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20731212"	"240级天威饰品-品质3套装1"	"700012"	""	"73001200"	"9"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20731301"	"240级云锦武器-品质3套装1"	"700001"	""	"73000100"	"9"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20731302"	"240级云锦头盔-品质3套装1"	"700002"	""	"73000200"	"9"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20731303"	"240级云锦衣服-品质3套装1"	"700003"	""	"73000300"	"9"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20731312"	"240级云锦饰品-品质3套装1"	"700012"	""	"73001200"	"9"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20732004"	"240级护肩-品质3套装2"	""	""	"73000400"	"9"	"7320"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20732005"	"240级腰带-品质3套装2"	""	""	"73000500"	"9"	"7320"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20732006"	"240级裤子-品质3套装2"	""	""	"73000600"	"9"	"7320"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20732007"	"240级靴子-品质3套装2"	""	""	"73000700"	"9"	"7320"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20732008"	"240级项链-品质3套装2"	""	""	"73000800"	"9"	"7320"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20732009"	"240级护腕-品质3套装2"	""	""	"73000900"	"9"	"7320"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20732010"	"240级左戒-品质3套装2"	""	""	"73001000"	"9"	"7320"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20732011"	"240级右戒-品质3套装2"	""	""	"73001100"	"9"	"7320"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20732101"	"240级转剑武器-品质3套装2"	"700001"	""	"73000100"	"9"	"7321"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20732102"	"240级转剑头盔-品质3套装2"	"700002"	""	"73000200"	"9"	"7321"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20732103"	"240级转剑衣服-品质3套装2"	"700003"	""	"73000300"	"9"	"7321"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20732112"	"240级转剑饰品-品质3套装2"	"700012"	""	"73001200"	"9"	"7321"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20732201"	"240级天威武器-品质3套装2"	"700001"	""	"73000100"	"9"	"7322"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20732202"	"240级天威头盔-品质3套装2"	"700002"	""	"73000200"	"9"	"7322"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20732203"	"240级天威衣服-品质3套装2"	"700003"	""	"73000300"	"9"	"7322"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20732212"	"240级天威饰品-品质3套装2"	"700012"	""	"73001200"	"9"	"7322"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20732301"	"240级云锦武器-品质3套装2"	"700001"	""	"73000100"	"9"	"7323"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20732302"	"240级云锦头盔-品质3套装2"	"700002"	""	"73000200"	"9"	"7323"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20732303"	"240级云锦衣服-品质3套装2"	"700003"	""	"73000300"	"9"	"7323"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20732312"	"240级云锦饰品-品质3套装2"	"700012"	""	"73001200"	"9"	"7323"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20741004"	"240级护肩-品质4套装1"	""	""	"74000400"	"12"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20741005"	"240级腰带-品质4套装1"	""	""	"74000500"	"12"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20741006"	"240级裤子-品质4套装1"	""	""	"74000600"	"12"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20741007"	"240级靴子-品质4套装1"	""	""	"74000700"	"12"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20741008"	"240级项链-品质4套装1"	""	""	"74000800"	"12"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20741009"	"240级护腕-品质4套装1"	""	""	"74000900"	"12"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20741010"	"240级左戒-品质4套装1"	""	""	"74001000"	"12"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20741011"	"240级右戒-品质4套装1"	""	""	"74001100"	"12"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20741101"	"240级转剑武器-品质4套装1"	"700001"	""	"74000100"	"12"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20741102"	"240级转剑头盔-品质4套装1"	"700002"	""	"74000200"	"12"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20741103"	"240级转剑衣服-品质4套装1"	"700003"	""	"74000300"	"12"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20741112"	"240级转剑饰品-品质4套装1"	"700012"	""	"74001200"	"12"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20741201"	"240级天威武器-品质4套装1"	"700001"	""	"74000100"	"12"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20741202"	"240级天威头盔-品质4套装1"	"700002"	""	"74000200"	"12"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20741203"	"240级天威衣服-品质4套装1"	"700003"	""	"74000300"	"12"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20741212"	"240级天威饰品-品质4套装1"	"700012"	""	"74001200"	"12"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20741301"	"240级云锦武器-品质4套装1"	"700001"	""	"74000100"	"12"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20741302"	"240级云锦头盔-品质4套装1"	"700002"	""	"74000200"	"12"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20741303"	"240级云锦衣服-品质4套装1"	"700003"	""	"74000300"	"12"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20741312"	"240级云锦饰品-品质4套装1"	"700012"	""	"74001200"	"12"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20742004"	"240级护肩-品质4套装2"	""	""	"74000400"	"12"	"7420"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20742005"	"240级腰带-品质4套装2"	""	""	"74000500"	"12"	"7420"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20742006"	"240级裤子-品质4套装2"	""	""	"74000600"	"12"	"7420"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20742007"	"240级靴子-品质4套装2"	""	""	"74000700"	"12"	"7420"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20742008"	"240级项链-品质4套装2"	""	""	"74000800"	"12"	"7420"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20742009"	"240级护腕-品质4套装2"	""	""	"74000900"	"12"	"7420"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20742010"	"240级左戒-品质4套装2"	""	""	"74001000"	"12"	"7420"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20742011"	"240级右戒-品质4套装2"	""	""	"74001100"	"12"	"7420"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20742101"	"240级转剑武器-品质4套装2"	"700001"	""	"74000100"	"12"	"7421"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20742102"	"240级转剑头盔-品质4套装2"	"700002"	""	"74000200"	"12"	"7421"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20742103"	"240级转剑衣服-品质4套装2"	"700003"	""	"74000300"	"12"	"7421"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20742112"	"240级转剑饰品-品质4套装2"	"700012"	""	"74001200"	"12"	"7421"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20742201"	"240级天威武器-品质4套装2"	"700001"	""	"74000100"	"12"	"7422"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20742202"	"240级天威头盔-品质4套装2"	"700002"	""	"74000200"	"12"	"7422"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20742203"	"240级天威衣服-品质4套装2"	"700003"	""	"74000300"	"12"	"7422"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20742212"	"240级天威饰品-品质4套装2"	"700012"	""	"74001200"	"12"	"7422"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20742301"	"240级云锦武器-品质4套装2"	"700001"	""	"74000100"	"12"	"7423"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20742302"	"240级云锦头盔-品质4套装2"	"700002"	""	"74000200"	"12"	"7423"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20742303"	"240级云锦衣服-品质4套装2"	"700003"	""	"74000300"	"12"	"7423"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20742312"	"240级云锦饰品-品质4套装2"	"700012"	""	"74001200"	"12"	"7423"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20751004"	"240级护肩-品质5套装1"	""	""	"75000400"	"15"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20751005"	"240级腰带-品质5套装1"	""	""	"75000500"	"15"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20751006"	"240级裤子-品质5套装1"	""	""	"75000600"	"15"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20751007"	"240级靴子-品质5套装1"	""	""	"75000700"	"15"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20751008"	"240级项链-品质5套装1"	""	""	"75000800"	"15"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20751009"	"240级护腕-品质5套装1"	""	""	"75000900"	"15"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20751010"	"240级左戒-品质5套装1"	""	""	"75001000"	"15"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20751011"	"240级右戒-品质5套装1"	""	""	"75001100"	"15"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20751101"	"240级转剑武器-品质5套装1"	"700001"	""	"75000100"	"15"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20751102"	"240级转剑头盔-品质5套装1"	"700002"	""	"75000200"	"15"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20751103"	"240级转剑衣服-品质5套装1"	"700003"	""	"75000300"	"15"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20751112"	"240级转剑饰品-品质5套装1"	"700012"	""	"75001200"	"15"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20751201"	"240级天威武器-品质5套装1"	"700001"	""	"75000100"	"15"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20751202"	"240级天威头盔-品质5套装1"	"700002"	""	"75000200"	"15"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20751203"	"240级天威衣服-品质5套装1"	"700003"	""	"75000300"	"15"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20751212"	"240级天威饰品-品质5套装1"	"700012"	""	"75001200"	"15"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20751301"	"240级云锦武器-品质5套装1"	"700001"	""	"75000100"	"15"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20751302"	"240级云锦头盔-品质5套装1"	"700002"	""	"75000200"	"15"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20751303"	"240级云锦衣服-品质5套装1"	"700003"	""	"75000300"	"15"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20751312"	"240级云锦饰品-品质5套装1"	"700012"	""	"75001200"	"15"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20752004"	"240级护肩-品质5套装2"	""	""	"75000400"	"15"	"7520"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20752005"	"240级腰带-品质5套装2"	""	""	"75000500"	"15"	"7520"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20752006"	"240级裤子-品质5套装2"	""	""	"75000600"	"15"	"7520"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20752007"	"240级靴子-品质5套装2"	""	""	"75000700"	"15"	"7520"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20752008"	"240级项链-品质5套装2"	""	""	"75000800"	"15"	"7520"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20752009"	"240级护腕-品质5套装2"	""	""	"75000900"	"15"	"7520"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20752010"	"240级左戒-品质5套装2"	""	""	"75001000"	"15"	"7520"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20752011"	"240级右戒-品质5套装2"	""	""	"75001100"	"15"	"7520"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20752101"	"240级转剑武器-品质5套装2"	"700001"	""	"75000100"	"15"	"7521"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20752102"	"240级转剑头盔-品质5套装2"	"700002"	""	"75000200"	"15"	"7521"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20752103"	"240级转剑衣服-品质5套装2"	"700003"	""	"75000300"	"15"	"7521"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20752112"	"240级转剑饰品-品质5套装2"	"700012"	""	"75001200"	"15"	"7521"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20752201"	"240级天威武器-品质5套装2"	"700001"	""	"75000100"	"15"	"7522"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20752202"	"240级天威头盔-品质5套装2"	"700002"	""	"75000200"	"15"	"7522"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20752203"	"240级天威衣服-品质5套装2"	"700003"	""	"75000300"	"15"	"7522"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20752212"	"240级天威饰品-品质5套装2"	"700012"	""	"75001200"	"15"	"7522"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20752301"	"240级云锦武器-品质5套装2"	"700001"	""	"75000100"	"15"	"7523"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20752302"	"240级云锦头盔-品质5套装2"	"700002"	""	"75000200"	"15"	"7523"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20752303"	"240级云锦衣服-品质5套装2"	"700003"	""	"75000300"	"15"	"7523"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20752312"	"240级云锦饰品-品质5套装2"	"700012"	""	"75001200"	"15"	"7523"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20811004"	"280级护肩-品质1套装1"	""	""	"81000400"	"3"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20811005"	"280级腰带-品质1套装1"	""	""	"81000500"	"3"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20811006"	"280级裤子-品质1套装1"	""	""	"81000600"	"3"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20811007"	"280级靴子-品质1套装1"	""	""	"81000700"	"3"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20811008"	"280级项链-品质1套装1"	""	""	"81000800"	"3"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20811009"	"280级护腕-品质1套装1"	""	""	"81000900"	"3"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20811010"	"280级左戒-品质1套装1"	""	""	"81001000"	"3"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20811011"	"280级右戒-品质1套装1"	""	""	"81001100"	"3"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20811101"	"280级转剑武器-品质1套装1"	"800001"	""	"81000100"	"3"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20811102"	"280级转剑头盔-品质1套装1"	"800002"	""	"81000200"	"3"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20811103"	"280级转剑衣服-品质1套装1"	"800003"	""	"81000300"	"3"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20811112"	"280级转剑饰品-品质1套装1"	"800012"	""	"81001200"	"3"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20811201"	"280级天威武器-品质1套装1"	"800001"	""	"81000100"	"3"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20811202"	"280级天威头盔-品质1套装1"	"800002"	""	"81000200"	"3"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20811203"	"280级天威衣服-品质1套装1"	"800003"	""	"81000300"	"3"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20811212"	"280级天威饰品-品质1套装1"	"800012"	""	"81001200"	"3"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20811301"	"280级云锦武器-品质1套装1"	"800001"	""	"81000100"	"3"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20811302"	"280级云锦头盔-品质1套装1"	"800002"	""	"81000200"	"3"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20811303"	"280级云锦衣服-品质1套装1"	"800003"	""	"81000300"	"3"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20811312"	"280级云锦饰品-品质1套装1"	"800012"	""	"81001200"	"3"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20812004"	"280级护肩-品质1套装2"	""	""	"81000400"	"3"	"8120"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20812005"	"280级腰带-品质1套装2"	""	""	"81000500"	"3"	"8120"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
