"ID第1位：注灵位ID，1头2胸3脚4武器第2位：预留，填0第3，4，5,位：等级，每阶段单独计算"	"注灵位品质（1=绿，2=蓝，3=紫，4=金，5=橙）实质上是阶段，每阶段等级单独结算"	"注灵所需材料ID"	"单次注灵所需材料数量（不能升级时必须为0）"	"注灵所需总材料数量（不能升级时必须为0）"	"注灵增加属性（填总属性值，而非差值）（属性ID，属性值）"	
"40076"	"2"	"100124"	"3"	"3"	"1,15142,2,1051,10,5257,12,5257,18,5257"	
"40077"	"2"	"100124"	"3"	"3"	"1,15368,2,1067,10,5336,12,5336,18,5336"	
"40078"	"2"	"100124"	"3"	"3"	"1,15594,2,1082,10,5414,12,5414,18,5414"	
"40079"	"2"	"100124"	"3"	"3"	"1,15820,2,1098,10,5493,12,5493,18,5493"	
"40080"	"2"	"100124"	"3"	"3"	"1,16046,2,1114,10,5571,12,5571,18,5571"	
"40081"	"2"	"100124"	"3"	"3"	"1,16272,2,1130,10,5650,12,5650,18,5650"	
"40082"	"2"	"100124"	"4"	"4"	"1,16499,2,1145,10,5728,12,5728,18,5728"	
"40083"	"2"	"100124"	"4"	"4"	"1,16725,2,1161,10,5807,12,5807,18,5807"	
"40084"	"2"	"100124"	"4"	"4"	"1,16951,2,1177,10,5885,12,5885,18,5885"	
"40085"	"2"	"100124"	"4"	"4"	"1,17177,2,1192,10,5964,12,5964,18,5964"	
"40086"	"2"	"100124"	"4"	"4"	"1,17403,2,1208,10,6042,12,6042,18,6042"	
"40087"	"2"	"100124"	"4"	"4"	"1,17629,2,1224,10,6121,12,6121,18,6121"	
"40088"	"2"	"100124"	"4"	"4"	"1,17855,2,1239,10,6199,12,6199,18,6199"	
"40089"	"2"	"100124"	"4"	"4"	"1,18081,2,1255,10,6278,12,6278,18,6278"	
"40090"	"2"	"100124"	"4"	"4"	"1,18307,2,1271,10,6356,12,6356,18,6356"	
"40091"	"2"	"100124"	"4"	"4"	"1,18533,2,1287,10,6435,12,6435,18,6435"	
"40092"	"2"	"100124"	"4"	"4"	"1,18759,2,1302,10,6513,12,6513,18,6513"	
"40093"	"2"	"100124"	"4"	"4"	"1,18986,2,1318,10,6592,12,6592,18,6592"	
"40094"	"2"	"100124"	"4"	"4"	"1,19212,2,1334,10,6670,12,6670,18,6670"	
"40095"	"2"	"100124"	"5"	"5"	"1,19438,2,1349,10,6749,12,6749,18,6749"	
"40096"	"2"	"100124"	"5"	"5"	"1,19664,2,1365,10,6827,12,6827,18,6827"	
"40097"	"2"	"100124"	"5"	"5"	"1,19890,2,1381,10,6906,12,6906,18,6906"	
"40098"	"2"	"100124"	"5"	"5"	"1,20116,2,1396,10,6984,12,6984,18,6984"	
"40099"	"2"	"100124"	"5"	"5"	"1,20342,2,1412,10,7063,12,7063,18,7063"	
"40100"	"2"	"100124"	"5"	"5"	"1,20568,2,1428,10,7141,12,7141,18,7141"	
"40101"	"3"	"100134"	"3"	"3"	"1,20794,2,1444,10,7220,12,7220,18,7220"	
"40102"	"3"	"100134"	"3"	"3"	"1,21267,2,1476,10,7384,12,7384,18,7384"	
"40103"	"3"	"100134"	"3"	"3"	"1,21740,2,1509,10,7548,12,7548,18,7548"	
"40104"	"3"	"100134"	"3"	"3"	"1,22212,2,1542,10,7712,12,7712,18,7712"	
"40105"	"3"	"100134"	"3"	"3"	"1,22685,2,1575,10,7876,12,7876,18,7876"	
"40106"	"3"	"100134"	"3"	"3"	"1,23158,2,1608,10,8041,12,8041,18,8041"	
"40107"	"3"	"100134"	"3"	"3"	"1,23631,2,1641,10,8205,12,8205,18,8205"	
"40108"	"3"	"100134"	"3"	"3"	"1,24103,2,1673,10,8369,12,8369,18,8369"	
"40109"	"3"	"100134"	"3"	"3"	"1,24576,2,1706,10,8533,12,8533,18,8533"	
"40110"	"3"	"100134"	"3"	"3"	"1,25049,2,1739,10,8697,12,8697,18,8697"	
"40111"	"3"	"100134"	"3"	"3"	"1,25521,2,1772,10,8861,12,8861,18,8861"	
"40112"	"3"	"100134"	"3"	"3"	"1,25994,2,1805,10,9025,12,9025,18,9025"	
"40113"	"3"	"100134"	"3"	"3"	"1,26467,2,1838,10,9190,12,9190,18,9190"	
"40114"	"3"	"100134"	"3"	"3"	"1,26940,2,1870,10,9354,12,9354,18,9354"	
"40115"	"3"	"100134"	"4"	"4"	"1,27412,2,1903,10,9518,12,9518,18,9518"	
"40116"	"3"	"100134"	"4"	"4"	"1,27885,2,1936,10,9682,12,9682,18,9682"	
"40117"	"3"	"100134"	"4"	"4"	"1,28358,2,1969,10,9846,12,9846,18,9846"	
"40118"	"3"	"100134"	"4"	"4"	"1,28830,2,2002,10,10010,12,10010,18,10010"	
"40119"	"3"	"100134"	"4"	"4"	"1,29303,2,2034,10,10174,12,10174,18,10174"	
"40120"	"3"	"100134"	"4"	"4"	"1,29776,2,2067,10,10339,12,10339,18,10339"	
"40121"	"3"	"100134"	"4"	"4"	"1,30249,2,2100,10,10503,12,10503,18,10503"	
"40122"	"3"	"100134"	"4"	"4"	"1,30721,2,2133,10,10667,12,10667,18,10667"	
"40123"	"3"	"100134"	"4"	"4"	"1,31194,2,2166,10,10831,12,10831,18,10831"	
"40124"	"3"	"100134"	"4"	"4"	"1,31667,2,2199,10,10995,12,10995,18,10995"	
"40125"	"3"	"100134"	"4"	"4"	"1,32140,2,2231,10,11159,12,11159,18,11159"	
"40126"	"3"	"100134"	"4"	"4"	"1,32612,2,2264,10,11323,12,11323,18,11323"	
"40127"	"3"	"100134"	"4"	"4"	"1,33085,2,2297,10,11488,12,11488,18,11488"	
"40128"	"3"	"100134"	"5"	"5"	"1,33558,2,2330,10,11652,12,11652,18,11652"	
"40129"	"3"	"100134"	"5"	"5"	"1,34030,2,2363,10,11816,12,11816,18,11816"	
"40130"	"3"	"100134"	"5"	"5"	"1,34503,2,2396,10,11980,12,11980,18,11980"	
"40131"	"3"	"100134"	"5"	"5"	"1,34976,2,2428,10,12144,12,12144,18,12144"	
"40132"	"3"	"100134"	"5"	"5"	"1,35449,2,2461,10,12308,12,12308,18,12308"	
"40133"	"3"	"100134"	"5"	"5"	"1,35921,2,2494,10,12472,12,12472,18,12472"	
"40134"	"3"	"100134"	"5"	"5"	"1,36394,2,2527,10,12637,12,12637,18,12637"	
"40135"	"3"	"100134"	"5"	"5"	"1,36867,2,2560,10,12801,12,12801,18,12801"	
"40136"	"3"	"100134"	"5"	"5"	"1,37340,2,2593,10,12965,12,12965,18,12965"	
"40137"	"3"	"100134"	"5"	"5"	"1,37812,2,2625,10,13129,12,13129,18,13129"	
"40138"	"3"	"100134"	"5"	"5"	"1,38285,2,2658,10,13293,12,13293,18,13293"	
"40139"	"3"	"100134"	"6"	"6"	"1,38758,2,2691,10,13457,12,13457,18,13457"	
"40140"	"3"	"100134"	"6"	"6"	"1,39230,2,2724,10,13621,12,13621,18,13621"	
"40141"	"3"	"100134"	"6"	"6"	"1,39703,2,2757,10,13785,12,13785,18,13785"	
"40142"	"3"	"100134"	"6"	"6"	"1,40176,2,2790,10,13950,12,13950,18,13950"	
"40143"	"3"	"100134"	"6"	"6"	"1,40649,2,2822,10,14114,12,14114,18,14114"	
"40144"	"3"	"100134"	"6"	"6"	"1,41121,2,2855,10,14278,12,14278,18,14278"	
"40145"	"3"	"100134"	"6"	"6"	"1,41594,2,2888,10,14442,12,14442,18,14442"	
"40146"	"3"	"100134"	"6"	"6"	"1,42067,2,2921,10,14606,12,14606,18,14606"	
"40147"	"3"	"100134"	"7"	"7"	"1,42539,2,2954,10,14770,12,14770,18,14770"	
"40148"	"3"	"100134"	"7"	"7"	"1,43012,2,2986,10,14934,12,14934,18,14934"	
"40149"	"3"	"100134"	"7"	"7"	"1,43485,2,3019,10,15099,12,15099,18,15099"	
"40150"	"3"	"100134"	"7"	"7"	"1,43958,2,3052,10,15263,12,15263,18,15263"	
"40151"	"4"	"100144"	"3"	"3"	"1,44430,2,3085,10,15427,12,15427,18,15427"	
"40152"	"4"	"100144"	"3"	"3"	"1,45101,2,3132,10,15660,12,15660,18,15660"	
"40153"	"4"	"100144"	"3"	"3"	"1,45771,2,3178,10,15893,12,15893,18,15893"	
"40154"	"4"	"100144"	"3"	"3"	"1,46442,2,3225,10,16125,12,16125,18,16125"	
"40155"	"4"	"100144"	"4"	"4"	"1,47113,2,3271,10,16358,12,16358,18,16358"	
"40156"	"4"	"100144"	"4"	"4"	"1,47783,2,3318,10,16591,12,16591,18,16591"	
"40157"	"4"	"100144"	"4"	"4"	"1,48454,2,3364,10,16824,12,16824,18,16824"	
"40158"	"4"	"100144"	"4"	"4"	"1,49124,2,3411,10,17057,12,17057,18,17057"	
"40159"	"4"	"100144"	"4"	"4"	"1,49795,2,3458,10,17290,12,17290,18,17290"	
"40160"	"4"	"100144"	"4"	"4"	"1,50465,2,3504,10,17522,12,17522,18,17522"	
"40161"	"4"	"100144"	"4"	"4"	"1,51136,2,3551,10,17755,12,17755,18,17755"	
"40162"	"4"	"100144"	"4"	"4"	"1,51806,2,3597,10,17988,12,17988,18,17988"	
"40163"	"4"	"100144"	"4"	"4"	"1,52477,2,3644,10,18221,12,18221,18,18221"	
"40164"	"4"	"100144"	"4"	"4"	"1,53147,2,3690,10,18454,12,18454,18,18454"	
"40165"	"4"	"100144"	"4"	"4"	"1,53818,2,3737,10,18686,12,18686,18,18686"	
"40166"	"4"	"100144"	"4"	"4"	"1,54489,2,3783,10,18919,12,18919,18,18919"	
"40167"	"4"	"100144"	"4"	"4"	"1,55159,2,3830,10,19152,12,19152,18,19152"	
"40168"	"4"	"100144"	"5"	"5"	"1,55830,2,3877,10,19385,12,19385,18,19385"	
"40169"	"4"	"100144"	"5"	"5"	"1,56500,2,3923,10,19618,12,19618,18,19618"	
"40170"	"4"	"100144"	"5"	"5"	"1,57171,2,3970,10,19851,12,19851,18,19851"	
"40171"	"4"	"100144"	"5"	"5"	"1,57841,2,4016,10,20083,12,20083,18,20083"	
"40172"	"4"	"100144"	"5"	"5"	"1,58512,2,4063,10,20316,12,20316,18,20316"	
"40173"	"4"	"100144"	"5"	"5"	"1,59182,2,4109,10,20549,12,20549,18,20549"	
"40174"	"4"	"100144"	"5"	"5"	"1,59853,2,4156,10,20782,12,20782,18,20782"	
"40175"	"4"	"100144"	"5"	"5"	"1,60524,2,4203,10,21015,12,21015,18,21015"	
"40176"	"4"	"100144"	"5"	"5"	"1,61194,2,4249,10,21248,12,21248,18,21248"	
"40177"	"4"	"100144"	"5"	"5"	"1,61865,2,4296,10,21480,12,21480,18,21480"	
"40178"	"4"	"100144"	"5"	"5"	"1,62535,2,4342,10,21713,12,21713,18,21713"	
"40179"	"4"	"100144"	"6"	"6"	"1,63206,2,4389,10,21946,12,21946,18,21946"	
"40180"	"4"	"100144"	"6"	"6"	"1,63876,2,4435,10,22179,12,22179,18,22179"	
"40181"	"4"	"100144"	"6"	"6"	"1,64547,2,4482,10,22412,12,22412,18,22412"	
"40182"	"4"	"100144"	"6"	"6"	"1,65217,2,4529,10,22645,12,22645,18,22645"	
"40183"	"4"	"100144"	"6"	"6"	"1,65888,2,4575,10,22877,12,22877,18,22877"	
"40184"	"4"	"100144"	"6"	"6"	"1,66558,2,4622,10,23110,12,23110,18,23110"	
"40185"	"4"	"100144"	"6"	"6"	"1,67229,2,4668,10,23343,12,23343,18,23343"	
"40186"	"4"	"100144"	"6"	"6"	"1,67900,2,4715,10,23576,12,23576,18,23576"	
"40187"	"4"	"100144"	"7"	"7"	"1,68570,2,4761,10,23809,12,23809,18,23809"	
"40188"	"4"	"100144"	"7"	"7"	"1,69241,2,4808,10,24042,12,24042,18,24042"	
"40189"	"4"	"100144"	"7"	"7"	"1,69911,2,4854,10,24274,12,24274,18,24274"	
"40190"	"4"	"100144"	"7"	"7"	"1,70582,2,4901,10,24507,12,24507,18,24507"	
"40191"	"4"	"100144"	"7"	"7"	"1,71252,2,4948,10,24740,12,24740,18,24740"	
"40192"	"4"	"100144"	"7"	"7"	"1,71923,2,4994,10,24973,12,24973,18,24973"	
"40193"	"4"	"100144"	"7"	"7"	"1,72593,2,5041,10,25206,12,25206,18,25206"	
"40194"	"4"	"100144"	"7"	"7"	"1,73264,2,5087,10,25439,12,25439,18,25439"	
"40195"	"4"	"100144"	"8"	"8"	"1,73934,2,5134,10,25671,12,25671,18,25671"	
"40196"	"4"	"100144"	"8"	"8"	"1,74605,2,5180,10,25904,12,25904,18,25904"	
"40197"	"4"	"100144"	"8"	"8"	"1,75276,2,5227,10,26137,12,26137,18,26137"	
"40198"	"4"	"100144"	"8"	"8"	"1,75946,2,5274,10,26370,12,26370,18,26370"	
"40199"	"4"	"100144"	"8"	"8"	"1,76617,2,5320,10,26603,12,26603,18,26603"	
"40200"	"4"	"100144"	"8"	"8"	"1,77287,2,5367,10,26836,12,26836,18,26836"	
"40201"	"5"	"100154"	"3"	"3"	"1,77958,2,5413,10,27068,12,27068,18,27068"	
"40202"	"5"	"100154"	"4"	"4"	"1,78574,2,5456,10,27282,12,27282,18,27282"	
"40203"	"5"	"100154"	"4"	"4"	"1,79191,2,5499,10,27497,12,27497,18,27497"	
"40204"	"5"	"100154"	"4"	"4"	"1,79808,2,5542,10,27711,12,27711,18,27711"	
"40205"	"5"	"100154"	"4"	"4"	"1,80424,2,5585,10,27925,12,27925,18,27925"	
"40206"	"5"	"100154"	"4"	"4"	"1,81041,2,5627,10,28139,12,28139,18,28139"	
"40207"	"5"	"100154"	"4"	"4"	"1,81657,2,5670,10,28353,12,28353,18,28353"	
"40208"	"5"	"100154"	"4"	"4"	"1,82274,2,5713,10,28567,12,28567,18,28567"	
"40209"	"5"	"100154"	"4"	"4"	"1,82891,2,5756,10,28781,12,28781,18,28781"	
"40210"	"5"	"100154"	"4"	"4"	"1,83507,2,5799,10,28995,12,28995,18,28995"	
"40211"	"5"	"100154"	"4"	"4"	"1,84124,2,5841,10,29209,12,29209,18,29209"	
"40212"	"5"	"100154"	"4"	"4"	"1,84740,2,5884,10,29423,12,29423,18,29423"	
"40213"	"5"	"100154"	"4"	"4"	"1,85357,2,5927,10,29637,12,29637,18,29637"	
"40214"	"5"	"100154"	"4"	"4"	"1,85973,2,5970,10,29852,12,29852,18,29852"	
"40215"	"5"	"100154"	"5"	"5"	"1,86590,2,6013,10,30066,12,30066,18,30066"	
"40216"	"5"	"100154"	"5"	"5"	"1,87207,2,6056,10,30280,12,30280,18,30280"	
"40217"	"5"	"100154"	"5"	"5"	"1,87823,2,6098,10,30494,12,30494,18,30494"	
"40218"	"5"	"100154"	"5"	"5"	"1,88440,2,6141,10,30708,12,30708,18,30708"	
"40219"	"5"	"100154"	"5"	"5"	"1,89056,2,6184,10,30922,12,30922,18,30922"	
"40220"	"5"	"100154"	"5"	"5"	"1,89673,2,6227,10,31136,12,31136,18,31136"	
"40221"	"5"	"100154"	"5"	"5"	"1,90290,2,6270,10,31350,12,31350,18,31350"	
"40222"	"5"	"100154"	"5"	"5"	"1,90906,2,6312,10,31564,12,31564,18,31564"	
"40223"	"5"	"100154"	"5"	"5"	"1,91523,2,6355,10,31778,12,31778,18,31778"	
"40224"	"5"	"100154"	"5"	"5"	"1,92139,2,6398,10,31993,12,31993,18,31993"	
"40225"	"5"	"100154"	"5"	"5"	"1,92756,2,6441,10,32207,12,32207,18,32207"	
"40226"	"5"	"100154"	"6"	"6"	"1,93373,2,6484,10,32421,12,32421,18,32421"	
"40227"	"5"	"100154"	"6"	"6"	"1,93989,2,6527,10,32635,12,32635,18,32635"	
"40228"	"5"	"100154"	"6"	"6"	"1,94606,2,6569,10,32849,12,32849,18,32849"	
"40229"	"5"	"100154"	"6"	"6"	"1,95222,2,6612,10,33063,12,33063,18,33063"	
"40230"	"5"	"100154"	"6"	"6"	"1,95839,2,6655,10,33277,12,33277,18,33277"	
"40231"	"5"	"100154"	"6"	"6"	"1,96456,2,6698,10,33491,12,33491,18,33491"	
"40232"	"5"	"100154"	"6"	"6"	"1,97072,2,6741,10,33705,12,33705,18,33705"	
"40233"	"5"	"100154"	"6"	"6"	"1,97689,2,6783,10,33919,12,33919,18,33919"	
"40234"	"5"	"100154"	"7"	"7"	"1,98305,2,6826,10,34133,12,34133,18,34133"	
"40235"	"5"	"100154"	"7"	"7"	"1,98922,2,6869,10,34348,12,34348,18,34348"	
"40236"	"5"	"100154"	"7"	"7"	"1,99539,2,6912,10,34562,12,34562,18,34562"	
"40237"	"5"	"100154"	"7"	"7"	"1,100155,2,6955,10,34776,12,34776,18,34776"	
"40238"	"5"	"100154"	"7"	"7"	"1,100772,2,6998,10,34990,12,34990,18,34990"	
"40239"	"5"	"100154"	"7"	"7"	"1,101388,2,7040,10,35204,12,35204,18,35204"	
"40240"	"5"	"100154"	"7"	"7"	"1,102005,2,7083,10,35418,12,35418,18,35418"	
"40241"	"5"	"100154"	"7"	"7"	"1,102622,2,7126,10,35632,12,35632,18,35632"	
"40242"	"5"	"100154"	"8"	"8"	"1,103238,2,7169,10,35846,12,35846,18,35846"	
"40243"	"5"	"100154"	"8"	"8"	"1,103855,2,7212,10,36060,12,36060,18,36060"	
"40244"	"5"	"100154"	"8"	"8"	"1,104471,2,7254,10,36274,12,36274,18,36274"	
"40245"	"5"	"100154"	"8"	"8"	"1,105088,2,7297,10,36489,12,36489,18,36489"	
"40246"	"5"	"100154"	"8"	"8"	"1,105705,2,7340,10,36703,12,36703,18,36703"	
"40247"	"5"	"100154"	"8"	"8"	"1,106321,2,7383,10,36917,12,36917,18,36917"	
"40248"	"5"	"100154"	"9"	"9"	"1,106938,2,7426,10,37131,12,37131,18,37131"	
"40249"	"5"	"100154"	"9"	"9"	"1,107554,2,7469,10,37345,12,37345,18,37345"	
"40250"	"5"	"100154"	"0"	"0"	"1,108171,2,7511,10,37559,12,37559,18,37559"	
