"ID,40000-44999给骑龙和龙的技能，45000到45999给坐骑"	"名称"	"描述"	"描述参数"	"图集ID"	"图标ID"	"是否显示图标"	"友好度0=良性,1=负面,2=中立"	"由Magic对象管理"	"切换场景结束"	"死亡结束"	"下线结束"	"下线计时"	"下龙消失(用于控制龙主动技能产生的buff)"	"组ID，注意如果是光环的话，代表被光环笼罩产生的buff的组"	"组中优先级0为最低"	"同id共存方式0=叠加,1=冲抵,2=免疫,3=共存(只用于龙的被动技)4=刷新已存的buff时间"	"光环标志0x01=可叠加，0x02=他人不可见"	"默认叠加层数"	"叠加层数上限"	"光环目标1=单体；2=敌人；4=友军；8=中立"	"光环持续时间"	"光环生效半径只对光环类型是计时型的起作用。次数型光环均是个人光环。"	"光环更新时间光环刷新时只修改目标列表"	"是否为限制效果"	"效果1ID"	"效果2ID"	"效果3ID"	"效果4ID"	"效果5ID"	"效果6ID"	"客户端效果"	"生效场景--不配表示所有场景中生效--否则仅在配置场景中生效"	"效果添加对象5：人2：dummy4：马"	"状态分类0=无1=定身状态2=中毒状态3=眩晕状态4=缓速状态"	"客户端效果是否叠加如果光环是多层的，那么表现效果是否按照层数叠加"	
"30000230"	"楚玉千丝魂断"	""	""	""	""	"0"	"0"	"0"	"1"	"1"	"1"	"0"	"0"	"6"	"0"	"1"	"0"	"1"	"0"	"1"	"1500"	"0.000000"	"300"	"0"	"30000230"	"-1"	"-1"	"-1"	"-1"	"-1"	"30000230"	""	"5"	"0"	"0"	
"30000611"	"减速"	"降低[green]${0},12$[white]移动速度，持续[green]${1},8$[white]秒"	"[[`aura_effect_id`,30000611,`para4`],[`aura`,30000611,0,`auraTime`]]"	"BuffAtlas"	"newbuff47"	"1"	"1"	"0"	"1"	"1"	"1"	"0"	"0"	"4"	"0"	"1"	"0"	"1"	"0"	"1"	"4000"	"0.000000"	"1000"	"0"	"30000611"	"-1"	"-1"	"-1"	"-1"	"-1"	"1001"	""	"5"	"4"	"0"	
"30000321"	"百里流桑冲刺开始时带出技能"	""	""	""	""	"0"	"0"	"0"	"1"	"1"	"1"	"0"	"0"	"6"	"0"	"1"	"0"	"1"	"0"	"1"	"1000"	"0.000000"	"1000"	"0"	"30000321"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	""	"5"	"0"	"0"	
"30000323"	"急追黄蝶"	"移动结束后，自身防御力提升[green]${0},7$[white]，持续[green]${1},8$[white]秒"	"[[`aura_effect_id`,30000323,`para4`],[`aura`,30000323,0,`auraTime`]]"	"BuffAtlas"	"newbuff51"	"1"	"0"	"0"	"1"	"1"	"1"	"0"	"0"	"6"	"0"	"2"	"0"	"1"	"0"	"1"	"4000"	"0.000000"	"1000"	"0"	"30000323"	"-1"	"-1"	"-1"	"-1"	"-1"	"30000323"	""	"5"	"0"	"0"	
"30000330"	"百里流桑欢戏竹马"	""	""	""	""	"0"	"0"	"0"	"1"	"1"	"1"	"0"	"0"	"6"	"0"	"1"	"0"	"1"	"0"	"1"	"1200"	"0.000000"	"300"	"0"	"30000330"	"-1"	"-1"	"-1"	"-1"	"-1"	"30001510"	""	"5"	"0"	"0"	
"30000511"	"踏雪无痕"	"移动结束后，自身速度提升[green]${0},7$[white]，持续[green]${1},8$[white]秒"	"[[`aura_effect_id`,30000511,`para4`],[`aura`,30000511,0,`auraTime`]]"	"BuffAtlas"	"newbuff60"	"1"	"0"	"0"	"1"	"1"	"1"	"0"	"0"	"6"	"0"	"1"	"0"	"1"	"0"	"1"	"10000"	"0.000000"	"1000"	"0"	"30000511"	"-1"	"-1"	"-1"	"-1"	"-1"	"30000511"	""	"5"	"0"	"0"	
"30000520"	"容止四周爆炸+晕"	""	""	""	""	"0"	"1"	"0"	"1"	"1"	"1"	"0"	"0"	"1"	"5000"	"1"	"0"	"1"	"0"	"1"	"2000"	"0.000000"	"1000"	"1"	"1"	"-1"	"-1"	"-1"	"-1"	"-1"	"1004"	""	"5"	"3"	"0"	
"30000710"	"幻璃剑"	"攻击力下降[green]${0},12$[white]，持续[green]${1},8$[white]秒"	"[[`aura_effect_id`,30000710,`para4`],[`aura`,30000710,0,`auraTime`]]"	"BuffAtlas"	"newbuff6"	"1"	"1"	"0"	"1"	"1"	"1"	"0"	"0"	"6"	"0"	"2"	"0"	"1"	"0"	"1"	"7000"	"0.000000"	"1000"	"0"	"30000710"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	""	"5"	"0"	"0"	
"30000720"	"天如镜加血"	""	""	""	""	"0"	"0"	"0"	"1"	"1"	"1"	"0"	"0"	"6"	"0"	"1"	"0"	"1"	"0"	"4"	"1000"	"7.000000"	"1000"	"0"	"30000720"	"-1"	"-1"	"-1"	"-1"	"-1"	"30000720"	""	"5"	"0"	"0"	
"30000820"	"钟年年直线攻击"	""	""	""	""	"0"	"0"	"0"	"1"	"1"	"1"	"0"	"0"	"6"	"0"	"1"	"0"	"1"	"0"	"1"	"1500"	"0.000000"	"300"	"0"	"30000820"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	""	"5"	"0"	"0"	
"30001011"	"暗夜歌行持续伤害"	"每[green]${0},8$[white]秒损失一定血量，持续[green]${1},8$[white]秒"	"[[`aura`,30001011,0,`auraUpdateTime`],[`aura`,30001011,0,`auraTime`]]"	"BuffAtlas"	"newbuff6"	"1"	"1"	"0"	"1"	"1"	"1"	"0"	"0"	"6"	"1000"	"3"	"0"	"1"	"0"	"1"	"10000"	"0.000000"	"1000"	"0"	"30001011"	"-1"	"-1"	"-1"	"-1"	"-1"	"30001011"	""	"5"	"0"	"0"	
"30001021"	"灯影阑珊"	"降低[green]${0},12$[white]移动速度，持续[green]${1},8$[white]秒"	"[[`aura_effect_id`,30001021,`para4`],[`aura`,30001021,0,`auraTime`]]"	"BuffAtlas"	"newbuff47"	"1"	"1"	"0"	"1"	"1"	"1"	"0"	"0"	"4"	"1000"	"3"	"0"	"1"	"0"	"1"	"3000"	"0.000000"	"1000"	"1"	"30001021"	"-1"	"-1"	"-1"	"-1"	"-1"	"1001"	""	"5"	"4"	"0"	
"30001120"	"香雾崇光"	"移动结束后，自身速度提升[green]${0},7$[white]，持续[green]${1},8$[white]秒"	"[[`aura_effect_id`,30001120,`para4`],[`aura`,30001120,0,`auraTime`]]"	"BuffAtlas"	"newbuff61"	"1"	"0"	"0"	"1"	"1"	"1"	"0"	"0"	"6"	"0"	"1"	"0"	"1"	"0"	"1"	"10000"	"0.000000"	"1000"	"0"	"30001120"	"-1"	"-1"	"-1"	"-1"	"-1"	"30001120"	""	"5"	"0"	"0"	
"30001220"	"奇袭"	"自身防御力提升[green]${0},7$[white]，持续[green]${1},8$[white]秒"	"[[`aura_effect_id`,30001230,`para4`],[`aura`,30001230,0,`auraTime`]]"	"BuffAtlas"	"newbuff55"	"1"	"0"	"0"	"1"	"1"	"1"	"0"	"0"	"6"	"0"	"2"	"0"	"1"	"0"	"1"	"10000"	"0.000000"	"1000"	"0"	"30001220"	"-1"	"-1"	"-1"	"-1"	"-1"	"30001220"	""	"5"	"0"	"0"	
"30001331"	"晓钟残音"	"自身防御力降低[green]${0},7$[white]，持续[green]${1},8$[white]秒"	"[[`aura_effect_id`,30001331,`para4`],[`aura`,30001331,0,`auraTime`]]"	"BuffAtlas"	"newbuff56"	"1"	"1"	"0"	"1"	"1"	"1"	"0"	"0"	"6"	"0"	"1"	"0"	"1"	"0"	"1"	"10000"	"0.000000"	"1000"	"0"	"30001331"	"-1"	"-1"	"-1"	"-1"	"-1"	"30001331"	""	"5"	"0"	"0"	
"30001340"	"罗汉金身"	"自身防御力提高[green]${0},7$[white]，持续[green]${1},8$[white]秒"	"[[`aura_effect_id`,30001340,`para4`],[`aura`,30001340,0,`auraTime`]]"	"BuffAtlas"	"newbuff53"	"1"	"0"	"0"	"1"	"1"	"1"	"0"	"0"	"6"	"0"	"1"	"0"	"1"	"0"	"1"	"8000"	"0.000000"	"1000"	"0"	"30001340"	"-1"	"-1"	"-1"	"-1"	"-1"	"30001340"	""	"5"	"0"	"0"	
"30001420"	"天如月天崩地裂"	""	""	""	""	"0"	"0"	"0"	"1"	"1"	"1"	"0"	"0"	"6"	"0"	"1"	"0"	"1"	"0"	"1"	"500"	"0.000000"	"500"	"0"	"30001420"	"-1"	"-1"	"-1"	"-1"	"-1"	"30001420"	""	"5"	"0"	"0"	
"30001430"	"虹月诡阵"	"自身攻击力提升[green]${0},7$[white]，持续[green]${1},8$[white]秒"	"[[`aura_effect_id`,30001430,`para4`],[`aura`,30001430,0,`auraTime`]]"	"BuffAtlas"	"newbuff14"	"1"	"0"	"0"	"1"	"1"	"1"	"0"	"0"	"6"	"1000"	"3"	"0"	"1"	"0"	"1"	"6000"	"0.000000"	"1000"	"0"	"30001430"	"-1"	"-1"	"-1"	"-1"	"-1"	"30001430"	""	"5"	"0"	"0"	
"30001510"	"刘子业前方多次吸血"	""	""	""	""	"0"	"0"	"0"	"1"	"1"	"1"	"0"	"0"	"6"	"0"	"1"	"0"	"1"	"0"	"1"	"1500"	"0.000000"	"500"	"0"	"30001510"	"-1"	"-1"	"-1"	"-1"	"-1"	"30001510"	""	"5"	"0"	"0"	
"30001610"	"独坐幽篁"	"可吸收伤害，持续[green]${0},8$[white]秒。受到更多伤害时，罩子会产生一次爆炸，对四周目标造成伤害。"	"[[`aura`,30001610,0,`auraTime`]]"	"BuffAtlas"	"newbuff4"	"1"	"0"	"0"	"1"	"1"	"1"	"0"	"0"	"6"	"0"	"1"	"0"	"1"	"0"	"1"	"3000"	"0.000000"	"1000"	"0"	"30001610"	"-1"	"-1"	"-1"	"-1"	"-1"	"30001610"	""	"5"	"0"	"0"	
"30001810"	"酒狂"	"攻击力下降[green]${0},12$[white]，持续[green]${1},8$[white]秒"	"[[`aura_effect_id`,30001810,`para4`],[`aura`,30001810,0,`auraTime`]]"	"BuffAtlas"	"newbuff6"	"1"	"1"	"0"	"1"	"1"	"1"	"0"	"0"	"6"	"0"	"2"	"0"	"1"	"0"	"1"	"7000"	"0.000000"	"1000"	"0"	"30001810"	"-1"	"-1"	"-1"	"-1"	"-1"	"1015"	""	"5"	"0"	"0"	
"30001821"	"沧海龙吟"	"每[green]${0},8$[white]秒损失一定血量，持续[green]${1},8$[white]秒，可叠加。"	"[[`aura`,30001821,0,`auraUpdateTime`],[`aura`,30001821,0,`auraTime`]]"	"BuffAtlas"	"newbuff6"	"1"	"1"	"0"	"1"	"1"	"1"	"0"	"0"	"6"	"5000"	"3"	"0"	"1"	"10"	"1"	"20000"	"0.000000"	"1000"	"1"	"30001821"	"-1"	"-1"	"-1"	"-1"	"-1"	"30001821"	""	"5"	"4"	"0"	
"30001830"	"华胥引"	"自身攻击力提升[green]${0},7$[white]，持续[green]${1},8$[white]秒"	"[[`aura_effect_id`,30001830,`para4`],[`aura`,30001830,0,`auraTime`]]"	"BuffAtlas"	"newbuff57"	"1"	"1"	"0"	"1"	"1"	"1"	"0"	"0"	"6"	"5000"	"1"	"0"	"1"	"0"	"1"	"6000"	"0.000000"	"1000"	"0"	"30001830"	"-1"	"-1"	"-1"	"-1"	"-1"	"30001830"	""	"5"	"0"	"0"	
"30001910"	"沈庆之自我加血醉酒当歌"	""	""	""	""	"0"	"0"	"0"	"1"	"1"	"1"	"0"	"0"	"6"	"0"	"1"	"0"	"1"	"0"	"1"	"8000"	"0.000000"	"1000"	"0"	"30001910"	"-1"	"-1"	"-1"	"-1"	"-1"	"30001910"	""	"5"	"0"	"0"	
"30002010"	"阿蛮灭水空焰自己加血"	""	""	""	""	"0"	"0"	"0"	"1"	"1"	"1"	"0"	"0"	"6"	"0"	"1"	"0"	"1"	"0"	"1"	"2000"	"0.000000"	"2000"	"0"	"30002010"	"-1"	"-1"	"-1"	"-1"	"-1"	"30002010"	""	"5"	"0"	"0"	
"30002020"	"眩晕中"	"眩晕中，无法执行任何指令，持续[green]${0},8$[white]秒。"	"[[`aura`,30002020,0,`auraTime`]]"	"BuffAtlas"	"newbuff48"	"1"	"1"	"0"	"1"	"1"	"1"	"0"	"0"	"1"	"5000"	"1"	"0"	"1"	"0"	"1"	"2000"	"0.000000"	"1000"	"1"	"1"	"-1"	"-1"	"-1"	"-1"	"-1"	"1004"	""	"5"	"3"	"0"	
"30002120"	"苏小小目标点齿轮连续转"	""	""	""	""	"0"	"1"	"0"	"1"	"1"	"1"	"0"	"0"	"6"	"1000"	"3"	"0"	"1"	"0"	"1"	"1000"	"0.000000"	"250"	"0"	"30002120"	"-1"	"-1"	"-1"	"-1"	"-1"	"30002120"	""	"5"	"2"	"0"	
"30002310"	"花木兰剑刃风暴"	""	""	""	""	"0"	"0"	"1"	"1"	"1"	"1"	"0"	"0"	"6"	"0"	"1"	"0"	"1"	"0"	"1"	"3000"	"0.000000"	"500"	"0"	"30002310"	"10"	"-1"	"-1"	"-1"	"-1"	"30002310"	""	"5"	"0"	"0"	
"30002320"	"追魂"	"无敌，免疫一切伤害，持续[green]${0},8$[white]秒。"	"[[`aura`,30002320,0,`auraTime`]]"	"BuffAtlas"	"newbuff15"	"0"	"0"	"0"	"1"	"1"	"1"	"0"	"0"	"6"	"0"	"1"	"0"	"1"	"0"	"1"	"4000"	"0.000000"	"4000"	"0"	"2"	"-1"	"-1"	"-1"	"-1"	"-1"	"30002320"	""	"5"	"0"	"0"	
"30002330"	"夺命"	"自身防御力降低[green]${0},12$[white]，持续[green]${1},8$[white]秒。"	"[[`aura_effect_id`,30002330,`para4`],[`aura`,30002330,0,`auraTime`]]"	"BuffAtlas"	"newbuff58"	"1"	"0"	"0"	"1"	"1"	"1"	"0"	"0"	"6"	"0"	"2"	"0"	"1"	"0"	"1"	"20000"	"0.000000"	"1000"	"0"	"30002330"	"-1"	"-1"	"-1"	"-1"	"-1"	"1024"	""	"5"	"0"	"0"	
"34000010"	"活力无限"	"[orange]欧阳羽[white]守护：[gold]持续恢复生命，每秒恢复${0},1$"	"[[`aura_effect_id`,34000010,`para4`]]"	"BuffAtlas"	"buff_wudi"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"6"	"1000"	"1"	"0"	"1"	"0"	"1"	"-1"	"0.000000"	"1000"	"0"	"34000010"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	""	"5"	"0"	"0"	
"34000020"	"嗜血战意"	"[orange]楚玉[white]守护：[gold]技能CD减少${0},6$"	"[[`combat_from_aura_effect`,34000020,`fparam1`]]"	"BuffAtlas"	"newbuff20"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"6"	"1000"	"1"	"0"	"1"	"0"	"1"	"-1"	"0.000000"	"1000"	"0"	"34000020"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	""	"5"	"0"	"0"	
"34000030"	"御火奇术"	"[gold]颜师伯[white]守护：[red]火系抗性[white]增加[green]${0},6$[white]"	"[[`aura_effect_id`,34000030,`para4`]]"	"BuffAtlas"	"buff_hdhong"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"6"	"1000"	"1"	"0"	"1"	"0"	"1"	"-1"	"0.000000"	"1000"	"0"	"34000030"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	""	"5"	"0"	"0"	
"34000040"	"御水奇术"	"[gold]白伊[white]守护：[blue]水系抗性[white]增加[green]${0},6$[white]"	"[[`aura_effect_id`,34000040,`para4`]]"	"BuffAtlas"	"buff_hdlan"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"6"	"1000"	"1"	"0"	"1"	"0"	"1"	"-1"	"0.000000"	"1000"	"0"	"34000040"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	""	"5"	"0"	"0"	
"34000050"	"坚如磐石"	"[gold]花木兰[white]守护：[green]防御力[white]增加[green]${0},1$[white]"	"[[`aura_effect_id`,34000050,`para4`]]"	"BuffAtlas"	"newbuff16"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"6"	"1000"	"1"	"0"	"1"	"0"	"1"	"-1"	"0.000000"	"1000"	"0"	"34000050"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	""	"5"	"0"	"0"	
"34000060"	"御风奇术"	"[gold]苏若兰[white]守护：[gold]风系抗性[white]增加[green]${0},6$[white]"	"[[`aura_effect_id`,34000060,`para4`]]"	"BuffAtlas"	"buff_hdlv"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"6"	"1000"	"1"	"0"	"1"	"0"	"1"	"-1"	"0.000000"	"1000"	"0"	"34000060"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	""	"5"	"0"	"0"	
"34000070"	"无坚不摧"	"[gold]王玄谟[white]守护：[green]攻击力[white]增加[green]${0},1$[white]"	"[[`aura_effect_id`,34000070,`para4`]]"	"BuffAtlas"	"buff_gjzj"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"6"	"1000"	"1"	"0"	"1"	"0"	"1"	"-1"	"0.000000"	"1000"	"0"	"34000070"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	""	"5"	"0"	"0"	
"34000080"	"无坚不摧"	"[gold]冯婷[white]守护：[green]攻击力[white]增加[green]${0},1$[white]"	"[[`aura_effect_id`,34000080,`para4`]]"	"BuffAtlas"	"newbuff57"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"6"	"1000"	"1"	"0"	"1"	"0"	"1"	"-1"	"0.000000"	"1000"	"0"	"34000080"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	""	"5"	"0"	"0"	
"34000090"	"御土奇术"	"[purple]阿蛮[white]守护：[pink]土系抗性[white]增加[green]${0},6$[white]"	"[[`aura_effect_id`,34000090,`para4`]]"	"BuffAtlas"	"buff_hdhuang"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"6"	"1000"	"1"	"0"	"1"	"0"	"1"	"-1"	"0.000000"	"1000"	"0"	"34000090"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	""	"5"	"0"	"0"	
"34000100"	"御风奇术"	"[purple]沉香[white]守护：[gold]风系抗性[white]增加[green]${0},6$[white]"	"[[`aura_effect_id`,34000100,`para4`]]"	"BuffAtlas"	"buff_hdlv"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"6"	"1000"	"1"	"0"	"1"	"0"	"1"	"-1"	"0.000000"	"1000"	"0"	"34000100"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	""	"5"	"0"	"0"	
"34000110"	"御水奇术"	"[purple]彩云[white]守护：[blue]水系抗性[white]增加[green]${0},6$[white]"	"[[`aura_effect_id`,34000110,`para4`]]"	"BuffAtlas"	"buff_hdlan"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"6"	"1000"	"1"	"0"	"1"	"0"	"1"	"-1"	"0.000000"	"1000"	"0"	"34000110"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	""	"5"	"0"	"0"	
"34000120"	"御火奇术"	"[purple]宗越[white]守护：[red]火系抗性[white]增加[green]${0},6$[white]"	"[[`aura_effect_id`,34000120,`para4`]]"	"BuffAtlas"	"buff_hdhong"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"6"	"1000"	"1"	"0"	"1"	"0"	"1"	"-1"	"0.000000"	"1000"	"0"	"34000120"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	""	"5"	"0"	"0"	
"34000130"	"暴击强化"	"[purple]柳元景[white]守护：[green]暴击值[white]增加[green]${0},1$[white]"	"[[`aura_effect_id`,34000130,`para4`]]"	"BuffAtlas"	"newbuff29"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"6"	"1000"	"1"	"0"	"1"	"0"	"1"	"-1"	"0.000000"	"1000"	"0"	"34000130"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	""	"5"	"0"	"0"	
"34000140"	"闪避强化"	"[purple]白小一[white]守护：[green]闪避值[white]增加[green]${0},1$[white]"	"[[`aura_effect_id`,34000140,`para4`]]"	"BuffAtlas"	"newbuff46"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"6"	"1000"	"1"	"0"	"1"	"0"	"1"	"-1"	"0.000000"	"1000"	"0"	"34000140"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	""	"5"	"0"	"0"	
"34000150"	"格挡强化"	"[purple]祝英台[white]守护：[green]格挡值[white]增加[green]${0},1$[white]"	"[[`aura_effect_id`,34000150,`para4`]]"	"BuffAtlas"	"newbuff14"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"6"	"1000"	"1"	"0"	"1"	"0"	"1"	"-1"	"0.000000"	"1000"	"0"	"34000150"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	""	"5"	"0"	"0"	
"34000160"	"命中强化"	"[blue]贾南风[white]守护：[green]命中值[white]增加[green]${0},1$[white]"	"[[`aura_effect_id`,34000160,`para4`]]"	"BuffAtlas"	"newbuff22"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"6"	"1000"	"1"	"0"	"1"	"0"	"1"	"-1"	"0.000000"	"1000"	"0"	"34000160"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	""	"5"	"0"	"0"	
"34000170"	"穿透强化"	"[blue]何戢[white]守护：[green]穿透值[white]增加[green]${0},1$[white]"	"[[`aura_effect_id`,34000170,`para4`]]"	"BuffAtlas"	"buff_yishang"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"6"	"1000"	"1"	"0"	"1"	"0"	"1"	"-1"	"0.000000"	"1000"	"0"	"34000170"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	""	"5"	"0"	"0"	
"34000180"	"韧性强化"	"[blue]梁绿珠[white]守护：[green]韧性值[white]增加[green]${0},1$[white]"	"[[`aura_effect_id`,34000180,`para4`]]"	"BuffAtlas"	"newbuff28"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"6"	"1000"	"1"	"0"	"1"	"0"	"1"	"-1"	"0.000000"	"1000"	"0"	"34000180"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	""	"5"	"0"	"0"	
"34000190"	"格挡强化"	"[blue]沈庆之[white]守护：[green]格挡值[white]增加[green]${0},1$[white]"	"[[`aura_effect_id`,34000190,`para4`]]"	"BuffAtlas"	"newbuff14"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"6"	"1000"	"1"	"0"	"1"	"0"	"1"	"-1"	"0.000000"	"1000"	"0"	"34000190"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	""	"5"	"0"	"0"	
"34000200"	"坚如磐石"	"[blue]王宪媛[white]守护：[green]防御力[white]增加[green]${0},1$[white]"	"[[`aura_effect_id`,34000200,`para4`]]"	"BuffAtlas"	"buff_fyzj"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"6"	"1000"	"1"	"0"	"1"	"0"	"1"	"-1"	"0.000000"	"1000"	"0"	"34000200"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	""	"5"	"0"	"0"	
"34000210"	"闪避强化"	"[blue]墨羽[white]守护：[green]闪避值[white]增加[green]${0},1$[white]"	"[[`aura_effect_id`,34000210,`para4`]]"	"BuffAtlas"	"newbuff46"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"6"	"1000"	"1"	"0"	"1"	"0"	"1"	"-1"	"0.000000"	"1000"	"0"	"34000210"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	""	"5"	"0"	"0"	
"34000220"	"穿透强化"	"[purple]江淹[white]守护：[green]穿透值[white]增加[green]${0},1$[white]"	"[[`aura_effect_id`,34000220,`para4`]]"	"BuffAtlas"	"buff_yishang"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"6"	"1000"	"1"	"0"	"1"	"0"	"1"	"-1"	"0.000000"	"1000"	"0"	"34000220"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	""	"5"	"0"	"0"	
"34000230"	"御土奇术"	"[gold]刘子业[white]守护：[pink]土系抗性[white]增加[green]${0},6$[white]"	"[[`aura_effect_id`,34000230,`para4`]]"	"BuffAtlas"	"buff_hdhuang"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"6"	"1000"	"1"	"0"	"1"	"0"	"1"	"-1"	"0.000000"	"1000"	"0"	"34000230"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	""	"5"	"0"	"0"	
"34000240"	"云体风身"	"[orange]苏小小[white]守护：[gold]移动速度增加[green]${0},6$[white]"	"[[`aura_effect_id`,34000240,`para4`]]"	"BuffAtlas"	"newbuff45"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"6"	"1000"	"1"	"0"	"1"	"0"	"1"	"-1"	"0.000000"	"1000"	"0"	"34000240"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	""	"5"	"0"	"0"	
"34000250"	"命中强化"	"[blue]王道怜[white]守护：[green]命中值[white]增加[green]${0},1$[white]"	"[[`aura_effect_id`,34000250,`para4`]]"	"BuffAtlas"	"newbuff27"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"6"	"1000"	"1"	"0"	"1"	"0"	"1"	"-1"	"0.000000"	"1000"	"0"	"34000250"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	""	"5"	"0"	"0"	
"34000260"	"韧性强化"	"[purple]法显[white]守护：[green]韧性值[white]增加[green]${0},1$[white]"	"[[`aura_effect_id`,34000260,`para4`]]"	"BuffAtlas"	"newbuff28"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"6"	"1000"	"1"	"0"	"1"	"0"	"1"	"-1"	"0.000000"	"1000"	"0"	"34000260"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	""	"5"	"0"	"0"	
"34000270"	"万寿无疆"	"[gold]萧逸明[white]守护：[green]生命值[white]增加[green]${0},1$[white]"	"[[`aura_effect_id`,34000270,`para4`]]"	"BuffAtlas"	"buff_smhf2"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"6"	"1000"	"1"	"0"	"1"	"0"	"1"	"-1"	"0.000000"	"1000"	"0"	"34000270"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	""	"5"	"0"	"0"	
"34000280"	"暴击强化"	"[blue]萧晔[white]守护：[green]暴击值[white]增加[green]${0},1$[white]"	"[[`aura_effect_id`,34000280,`para4`]]"	"BuffAtlas"	"newbuff29"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"6"	"1000"	"1"	"0"	"1"	"0"	"1"	"-1"	"0.000000"	"1000"	"0"	"34000280"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	""	"5"	"0"	"0"	
"34000290"	"天道轮回"	"[orange]曹子阑[white]守护：[gold]被攻击时反弹[green]${0},6$[white]伤害"	"[[`aura_effect_id`,34000290,`para4`]]"	"BuffAtlas"	"newbuff4"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"6"	"1000"	"1"	"0"	"1"	"0"	"1"	"-1"	"0.000000"	"1000"	"0"	"34000290"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	""	"5"	"0"	"0"	
"35000121"	"山贼首领旋风斩位移前上光环"	""	""	""	""	"0"	"0"	"0"	"1"	"1"	"1"	"0"	"0"	"6"	"0"	"1"	"0"	"1"	"0"	"1"	"3000"	"0.000000"	"500"	"0"	"35000121"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"	""	"5"	"0"	"0"	
