"等级（最细碎的等级）"	"升级所需材料ID"	"单次修炼所需材料数量（不能升级时必须为0）"	"升下阶段所需总材料数量（在第n级的行中填写的是从n升到n+1所需材料数量）"	"等级倍数"	
"1618"	"100101"	"176"	"1760"	"1663.200000"	
"1619"	"100101"	"176"	"1760"	"1665.700000"	
"1620"	"100101"	"180"	"1800"	"1668.200000"	
"1621"	"100101"	"180"	"1800"	"1670.700000"	
"1622"	"100101"	"180"	"1800"	"1673.200000"	
"1623"	"100101"	"180"	"1800"	"1675.700000"	
"1624"	"100101"	"180"	"1800"	"1678.200000"	
"1625"	"100101"	"180"	"1800"	"1680.700000"	
"1626"	"100101"	"183"	"1830"	"1683.200000"	
"1627"	"100101"	"183"	"1830"	"1685.700000"	
"1628"	"100101"	"183"	"1830"	"1688.200000"	
"1629"	"100101"	"183"	"1830"	"1690.700000"	
"1630"	"100101"	"183"	"1830"	"1693.200000"	
"1631"	"100101"	"183"	"1830"	"1695.700000"	
"1632"	"100101"	"187"	"1870"	"1698.200000"	
"1633"	"100101"	"187"	"1870"	"1700.700000"	
"1634"	"100101"	"187"	"1870"	"1703.200000"	
"1635"	"100101"	"187"	"1870"	"1705.700000"	
"1636"	"100101"	"187"	"1870"	"1708.200000"	
"1637"	"100101"	"187"	"1870"	"1710.700000"	
"1638"	"100101"	"191"	"1910"	"1713.200000"	
"1639"	"100101"	"191"	"1910"	"1715.700000"	
"1640"	"100101"	"191"	"1910"	"1718.200000"	
"1641"	"100101"	"191"	"1910"	"1720.700000"	
"1642"	"100101"	"191"	"1910"	"1723.200000"	
"1643"	"100101"	"191"	"1910"	"1725.700000"	
"1644"	"100101"	"195"	"1950"	"1728.200000"	
"1645"	"100101"	"195"	"1950"	"1730.700000"	
"1646"	"100101"	"195"	"1950"	"1733.200000"	
"1647"	"100101"	"195"	"1950"	"1735.700000"	
"1648"	"100101"	"195"	"1950"	"1738.200000"	
"1649"	"100101"	"195"	"1950"	"1740.700000"	
"1650"	"100101"	"199"	"1990"	"1743.200000"	
"1651"	"100101"	"199"	"1990"	"1745.700000"	
"1652"	"100101"	"199"	"1990"	"1748.200000"	
"1653"	"100101"	"199"	"1990"	"1750.700000"	
"1654"	"100101"	"199"	"1990"	"1753.200000"	
"1655"	"100101"	"199"	"1990"	"1755.700000"	
"1656"	"100101"	"203"	"2030"	"1758.200000"	
"1657"	"100101"	"203"	"2030"	"1760.700000"	
"1658"	"100101"	"203"	"2030"	"1763.200000"	
"1659"	"100101"	"203"	"2030"	"1765.700000"	
"1660"	"100101"	"203"	"2030"	"1768.200000"	
"1661"	"100101"	"203"	"2030"	"1770.700000"	
"1662"	"100101"	"207"	"2070"	"1773.200000"	
"1663"	"100101"	"207"	"2070"	"1775.700000"	
"1664"	"100101"	"207"	"2070"	"1778.200000"	
"1665"	"100101"	"207"	"2070"	"1780.700000"	
"1666"	"100101"	"207"	"2070"	"1783.200000"	
"1667"	"100101"	"207"	"2070"	"1785.700000"	
"1668"	"100101"	"211"	"2110"	"1788.200000"	
"1669"	"100101"	"211"	"2110"	"1790.700000"	
"1670"	"100101"	"211"	"2110"	"1793.200000"	
"1671"	"100101"	"211"	"2110"	"1795.700000"	
"1672"	"100101"	"211"	"2110"	"1798.200000"	
"1673"	"100101"	"211"	"2110"	"1800.700000"	
"1674"	"100101"	"216"	"2160"	"1803.200000"	
"1675"	"100101"	"216"	"2160"	"1805.700000"	
"1676"	"100101"	"216"	"2160"	"1808.200000"	
"1677"	"100101"	"216"	"2160"	"1810.700000"	
"1678"	"100101"	"216"	"2160"	"1813.200000"	
"1679"	"100101"	"216"	"2160"	"1815.700000"	
"1680"	"100101"	"220"	"2200"	"1818.200000"	
"1681"	"100101"	"220"	"2200"	"1820.700000"	
"1682"	"100101"	"220"	"2200"	"1823.200000"	
"1683"	"100101"	"220"	"2200"	"1825.700000"	
"1684"	"100101"	"220"	"2200"	"1828.200000"	
"1685"	"100101"	"220"	"2200"	"1830.700000"	
"1686"	"100101"	"224"	"2240"	"1833.200000"	
"1687"	"100101"	"224"	"2240"	"1835.700000"	
"1688"	"100101"	"224"	"2240"	"1838.200000"	
"1689"	"100101"	"224"	"2240"	"1840.700000"	
"1690"	"100101"	"224"	"2240"	"1843.200000"	
"1691"	"100101"	"224"	"2240"	"1845.700000"	
"1692"	"100101"	"229"	"2290"	"1848.200000"	
"1693"	"100101"	"229"	"2290"	"1850.700000"	
"1694"	"100101"	"229"	"2290"	"1853.200000"	
"1695"	"100101"	"229"	"2290"	"1855.700000"	
"1696"	"100101"	"229"	"2290"	"1858.200000"	
"1697"	"100101"	"229"	"2290"	"1860.700000"	
"1698"	"100101"	"234"	"2340"	"1863.200000"	
"1699"	"100101"	"234"	"2340"	"1865.700000"	
"1700"	"100101"	"234"	"2340"	"1868.200000"	
"1701"	"100101"	"234"	"2340"	"1870.700000"	
"1702"	"100101"	"234"	"2340"	"1873.200000"	
"1703"	"100101"	"234"	"2340"	"1875.700000"	
"1704"	"100101"	"238"	"2380"	"1878.200000"	
"1705"	"100101"	"238"	"2380"	"1880.700000"	
"1706"	"100101"	"238"	"2380"	"1883.200000"	
"1707"	"100101"	"238"	"2380"	"1885.700000"	
"1708"	"100101"	"238"	"2380"	"1888.200000"	
"1709"	"100101"	"238"	"2380"	"1890.700000"	
"1710"	"100101"	"243"	"2430"	"1893.200000"	
"1711"	"100101"	"243"	"2430"	"1895.700000"	
"1712"	"100101"	"243"	"2430"	"1898.200000"	
"1713"	"100101"	"243"	"2430"	"1900.700000"	
"1714"	"100101"	"243"	"2430"	"1903.200000"	
"1715"	"100101"	"243"	"2430"	"1905.700000"	
"1716"	"100101"	"248"	"2480"	"1908.200000"	
"1717"	"100101"	"248"	"2480"	"1910.700000"	
"1718"	"100101"	"248"	"2480"	"1913.200000"	
"1719"	"100101"	"248"	"2480"	"1915.700000"	
"1720"	"100101"	"248"	"2480"	"1918.200000"	
"1721"	"100101"	"248"	"2480"	"1920.700000"	
"1722"	"100101"	"253"	"2530"	"1923.200000"	
"1723"	"100101"	"253"	"2530"	"1925.700000"	
"1724"	"100101"	"253"	"2530"	"1928.200000"	
"1725"	"100101"	"253"	"2530"	"1930.700000"	
"1726"	"100101"	"253"	"2530"	"1933.200000"	
"1727"	"100101"	"253"	"2530"	"1935.700000"	
"1728"	"100101"	"258"	"2580"	"1938.200000"	
"1729"	"100101"	"258"	"2580"	"1940.700000"	
"1730"	"100101"	"258"	"2580"	"1943.200000"	
"1731"	"100101"	"258"	"2580"	"1945.700000"	
"1732"	"100101"	"258"	"2580"	"1948.200000"	
"1733"	"100101"	"258"	"2580"	"1950.700000"	
"1734"	"100101"	"264"	"2640"	"1953.200000"	
"1735"	"100101"	"264"	"2640"	"1955.700000"	
"1736"	"100101"	"264"	"2640"	"1958.200000"	
"1737"	"100101"	"264"	"2640"	"1960.700000"	
"1738"	"100101"	"264"	"2640"	"1963.200000"	
"1739"	"100101"	"264"	"2640"	"1965.700000"	
"1740"	"100101"	"269"	"2690"	"1968.200000"	
"1741"	"100101"	"269"	"2690"	"1970.700000"	
"1742"	"100101"	"269"	"2690"	"1973.200000"	
"1743"	"100101"	"269"	"2690"	"1975.700000"	
"1744"	"100101"	"269"	"2690"	"1978.200000"	
"1745"	"100101"	"269"	"2690"	"1980.700000"	
"1746"	"100101"	"275"	"2750"	"1983.200000"	
"1747"	"100101"	"275"	"2750"	"1985.700000"	
"1748"	"100101"	"275"	"2750"	"1988.200000"	
"1749"	"100101"	"275"	"2750"	"1990.700000"	
"1750"	"100101"	"275"	"2750"	"1993.200000"	
"1751"	"100101"	"275"	"2750"	"1995.700000"	
"1752"	"100101"	"280"	"2800"	"1998.200000"	
"1753"	"100101"	"280"	"2800"	"2000.700000"	
"1754"	"100101"	"280"	"2800"	"2003.200000"	
"1755"	"100101"	"280"	"2800"	"2005.700000"	
"1756"	"100101"	"280"	"2800"	"2008.200000"	
"1757"	"100101"	"280"	"2800"	"2010.700000"	
"1758"	"100101"	"286"	"2860"	"2013.200000"	
"1759"	"100101"	"286"	"2860"	"2015.700000"	
"1760"	"100101"	"286"	"2860"	"2018.200000"	
"1761"	"100101"	"286"	"2860"	"2020.700000"	
"1762"	"100101"	"286"	"2860"	"2023.200000"	
"1763"	"100101"	"286"	"2860"	"2025.700000"	
"1764"	"100101"	"292"	"2920"	"2028.200000"	
"1765"	"100101"	"292"	"2920"	"2030.700000"	
"1766"	"100101"	"292"	"2920"	"2033.200000"	
"1767"	"100101"	"292"	"2920"	"2035.700000"	
"1768"	"100101"	"292"	"2920"	"2038.200000"	
"1769"	"100101"	"292"	"2920"	"2040.700000"	
"1770"	"100101"	"298"	"2980"	"2043.200000"	
"1771"	"100101"	"298"	"2980"	"2045.700000"	
"1772"	"100101"	"298"	"2980"	"2048.200000"	
"1773"	"100101"	"298"	"2980"	"2050.700000"	
"1774"	"100101"	"298"	"2980"	"2053.200000"	
"1775"	"100101"	"298"	"2980"	"2055.700000"	
"1776"	"100101"	"304"	"3040"	"2058.200000"	
"1777"	"100101"	"304"	"3040"	"2060.700000"	
"1778"	"100101"	"304"	"3040"	"2063.200000"	
"1779"	"100101"	"304"	"3040"	"2065.700000"	
"1780"	"100101"	"304"	"3040"	"2068.200000"	
"1781"	"100101"	"304"	"3040"	"2070.700000"	
"1782"	"100101"	"310"	"3100"	"2073.200000"	
"1783"	"100101"	"310"	"3100"	"2075.700000"	
"1784"	"100101"	"310"	"3100"	"2078.200000"	
"1785"	"100101"	"310"	"3100"	"2080.700000"	
"1786"	"100101"	"310"	"3100"	"2083.200000"	
"1787"	"100101"	"310"	"3100"	"2085.700000"	
"1788"	"100101"	"316"	"3160"	"2088.200000"	
"1789"	"100101"	"316"	"3160"	"2090.700000"	
"1790"	"100101"	"316"	"3160"	"2093.200000"	
"1791"	"100101"	"316"	"3160"	"2095.700000"	
"1792"	"100101"	"316"	"3160"	"2098.200000"	
"1793"	"100101"	"316"	"3160"	"2100.700000"	
"1794"	"100101"	"323"	"3230"	"2103.200000"	
"1795"	"100101"	"323"	"3230"	"2105.700000"	
"1796"	"100101"	"323"	"3230"	"2108.200000"	
"1797"	"100101"	"323"	"3230"	"2110.700000"	
"1798"	"100101"	"323"	"3230"	"2113.200000"	
"1799"	"100101"	"323"	"3230"	"2115.700000"	
"1800"	"100101"	"0"	"0"	"2118.200000"	
