"效果ID"	"备注"	"效果类型"	"效果索引(程序用,不填)"	"周期时间"	"参数1"	"参数2"	"参数3"	"参数4"	"参数5"	"参数6"	"参数1等级修正"	"参数2等级修正"	"参数3等级修正"	"参数4等级修正"	"参数5等级修正"	"参数6等级修正"	"触发条件（触发型效果需填）"	"内置CD（触发型效果需填）"	"光环生效期间，附带触发器id=CombatTriggerConfig.xls"	""	""	
"27001102"	"神兽守护效果2：火系伤害减免"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"27001102"	""	""	
"27001103"	"神兽守护效果2：火系伤害减免"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"27001103"	""	""	
"27001104"	"神兽守护效果2：火系伤害减免"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"27001104"	""	""	
"27001105"	"神兽守护效果2：火系伤害减免"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"27001105"	""	""	
"27001106"	"神兽守护效果2：火系伤害减免"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"27001106"	""	""	
"27001107"	"神兽守护效果2：火系伤害减免"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"27001107"	""	""	
"27001108"	"神兽守护效果2：火系伤害减免"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"27001108"	""	""	
"27001109"	"神兽守护效果2：火系伤害减免"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"27001109"	""	""	
"27002000"	"神兽守护效果3：土抗提高1"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"27002000"	""	""	
"27002001"	"神兽守护效果3：土抗提高2"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"27002001"	""	""	
"27002002"	"神兽守护效果3：土抗提高3"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"27002002"	""	""	
"27002003"	"神兽守护效果3：土抗提高4"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"27002003"	""	""	
"27002004"	"神兽守护效果3：土抗提高5"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"27002004"	""	""	
"27002005"	"神兽守护效果3：土抗提高6"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"27002005"	""	""	
"27002006"	"神兽守护效果3：土抗提高7"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"27002006"	""	""	
"27002007"	"神兽守护效果3：土抗提高8"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"27002007"	""	""	
"27002008"	"神兽守护效果3：土抗提高9"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"27002008"	""	""	
"27002009"	"神兽守护效果3：土抗提高10"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"27002009"	""	""	
"27002100"	"神兽守护效果3：土系伤害减免表现1"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"27002100"	""	""	
"27002101"	"神兽守护效果3：土系伤害减免表现2"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"27002101"	""	""	
"27002102"	"神兽守护效果3：土系伤害减免表现3"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"27002102"	""	""	
"27002103"	"神兽守护效果3：土系伤害减免表现4"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"27002103"	""	""	
"27002104"	"神兽守护效果3：土系伤害减免表现5"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"27002104"	""	""	
"27002105"	"神兽守护效果3：土系伤害减免表现6"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"27002105"	""	""	
"27002106"	"神兽守护效果3：土系伤害减免表现7"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"27002106"	""	""	
"27002107"	"神兽守护效果3：土系伤害减免表现8"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"27002107"	""	""	
"27002108"	"神兽守护效果3：土系伤害减免表现9"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"27002108"	""	""	
"27002109"	"神兽守护效果3：土系伤害减免表现10"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"27002109"	""	""	
"27003000"	"神兽守护效果4：风抗提高1"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"27003000"	""	""	
"27003001"	"神兽守护效果4：风抗提高2"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"27003001"	""	""	
"27003002"	"神兽守护效果4：风抗提高3"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"27003002"	""	""	
"27003003"	"神兽守护效果4：风抗提高4"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"27003003"	""	""	
"27003004"	"神兽守护效果4：风抗提高5"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"27003004"	""	""	
"27003005"	"神兽守护效果4：风抗提高6"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"27003005"	""	""	
"27003006"	"神兽守护效果4：风抗提高7"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"27003006"	""	""	
"27003007"	"神兽守护效果4：风抗提高8"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"27003007"	""	""	
"27003008"	"神兽守护效果4：风抗提高9"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"27003008"	""	""	
"27003009"	"神兽守护效果4：风抗提高10"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"27003009"	""	""	
"27003100"	"神兽守护效果4：风系伤害减免表现1"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"27003100"	""	""	
"27003101"	"神兽守护效果4：风系伤害减免表现2"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"27003101"	""	""	
"27003102"	"神兽守护效果4：风系伤害减免表现3"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"27003102"	""	""	
"27003103"	"神兽守护效果4：风系伤害减免表现4"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"27003103"	""	""	
"27003104"	"神兽守护效果4：风系伤害减免表现5"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"27003104"	""	""	
"27003105"	"神兽守护效果4：风系伤害减免表现6"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"27003105"	""	""	
"27003106"	"神兽守护效果4：风系伤害减免表现7"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"27003106"	""	""	
"27003107"	"神兽守护效果4：风系伤害减免表现8"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"27003107"	""	""	
"27003108"	"神兽守护效果4：风系伤害减免表现9"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"27003108"	""	""	
"27003109"	"神兽守护效果4：风系伤害减免表现10"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"27003109"	""	""	
"27004000"	"神兽守护效果5：水抗提高1"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"27004000"	""	""	
"27004001"	"神兽守护效果5：水抗提高2"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"27004001"	""	""	
"27004002"	"神兽守护效果5：水抗提高3"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"27004002"	""	""	
"27004003"	"神兽守护效果5：水抗提高4"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"27004003"	""	""	
"27004004"	"神兽守护效果5：水抗提高5"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"27004004"	""	""	
"27004005"	"神兽守护效果5：水抗提高6"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"27004005"	""	""	
"27004006"	"神兽守护效果5：水抗提高7"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"27004006"	""	""	
"27004007"	"神兽守护效果5：水抗提高8"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"27004007"	""	""	
"27004008"	"神兽守护效果5：水抗提高9"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"27004008"	""	""	
"27004009"	"神兽守护效果5：水抗提高10"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"27004009"	""	""	
"27004100"	"神兽守护效果5：水系伤害减免表现1"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"27004100"	""	""	
"27004101"	"神兽守护效果5：水系伤害减免表现2"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"27004101"	""	""	
"27004102"	"神兽守护效果5：水系伤害减免表现3"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"27004102"	""	""	
"27004103"	"神兽守护效果5：水系伤害减免表现4"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"27004103"	""	""	
"27004104"	"神兽守护效果5：水系伤害减免表现5"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"27004104"	""	""	
"27004105"	"神兽守护效果5：水系伤害减免表现6"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"27004105"	""	""	
"27004106"	"神兽守护效果5：水系伤害减免表现7"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"27004106"	""	""	
"27004107"	"神兽守护效果5：水系伤害减免表现8"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"27004107"	""	""	
"27004108"	"神兽守护效果5：水系伤害减免表现9"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"27004108"	""	""	
"27004109"	"神兽守护效果5：水系伤害减免表现10"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"27004109"	""	""	
"27005000"	"神兽守护效果6：反弹伤害1"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"27005000"	""	""	
"27005001"	"神兽守护效果6：反弹伤害2"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"27005001"	""	""	
"27005002"	"神兽守护效果6：反弹伤害3"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"27005002"	""	""	
"27005003"	"神兽守护效果6：反弹伤害4"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"27005003"	""	""	
"27005004"	"神兽守护效果6：反弹伤害5"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"27005004"	""	""	
"27005005"	"神兽守护效果6：反弹伤害6"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"27005005"	""	""	
"27005006"	"神兽守护效果6：反弹伤害7"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"27005006"	""	""	
"27005007"	"神兽守护效果6：反弹伤害8"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"27005007"	""	""	
"27005008"	"神兽守护效果6：反弹伤害9"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"27005008"	""	""	
"27005009"	"神兽守护效果6：反弹伤害10"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"27005009"	""	""	
"27005100"	"神兽守护效果6：反弹伤害1"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"27005100"	""	""	
"27005101"	"神兽守护效果6：反弹伤害2"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"27005101"	""	""	
"27005102"	"神兽守护效果6：反弹伤害3"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"27005102"	""	""	
"27005103"	"神兽守护效果6：反弹伤害4"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"27005103"	""	""	
"27005104"	"神兽守护效果6：反弹伤害5"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"27005104"	""	""	
"27005105"	"神兽守护效果6：反弹伤害6"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"27005105"	""	""	
"27005106"	"神兽守护效果6：反弹伤害7"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"27005106"	""	""	
"27005107"	"神兽守护效果6：反弹伤害8"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"27005107"	""	""	
"27005108"	"神兽守护效果6：反弹伤害9"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"27005108"	""	""	
"27005109"	"神兽守护效果6：反弹伤害10"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"27005109"	""	""	
"27006000"	"神兽守护效果7：吸血1"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"27006000"	""	""	
"27006001"	"神兽守护效果7：吸血2"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"27006001"	""	""	
"27006002"	"神兽守护效果7：吸血3"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"27006002"	""	""	
"27006003"	"神兽守护效果7：吸血4"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"27006003"	""	""	
"27006004"	"神兽守护效果7：吸血5"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"27006004"	""	""	
"27006005"	"神兽守护效果7：吸血6"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"27006005"	""	""	
"27006006"	"神兽守护效果7：吸血7"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"27006006"	""	""	
"27006007"	"神兽守护效果7：吸血8"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"27006007"	""	""	
"27006008"	"神兽守护效果7：吸血9"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"27006008"	""	""	
"27006009"	"神兽守护效果7：吸血10"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"27006009"	""	""	
"27006100"	"神兽守护效果7：吸血1"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"27006100"	""	""	
"27006101"	"神兽守护效果7：吸血2"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"27006101"	""	""	
"27006102"	"神兽守护效果7：吸血3"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"27006102"	""	""	
"27006103"	"神兽守护效果7：吸血4"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"27006103"	""	""	
"27006104"	"神兽守护效果7：吸血5"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"27006104"	""	""	
"27006105"	"神兽守护效果7：吸血6"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"27006105"	""	""	
"27006106"	"神兽守护效果7：吸血7"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"27006106"	""	""	
"27006107"	"神兽守护效果7：吸血8"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"27006107"	""	""	
"27006108"	"神兽守护效果7：吸血9"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"27006108"	""	""	
"27006109"	"神兽守护效果7：吸血10"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"27006109"	""	""	
"27007000"	"神兽守护效果10：免疫暴击1"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"27007000"	""	""	
"27007001"	"神兽守护效果10：免疫暴击2"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"27007001"	""	""	
"27007002"	"神兽守护效果10：免疫暴击3"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"27007002"	""	""	
"27007003"	"神兽守护效果10：免疫暴击4"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"27007003"	""	""	
"27007004"	"神兽守护效果10：免疫暴击5"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"27007004"	""	""	
"27007005"	"神兽守护效果10：免疫暴击6"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"27007005"	""	""	
"27007006"	"神兽守护效果10：免疫暴击7"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"27007006"	""	""	
"27007007"	"神兽守护效果10：免疫暴击8"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"27007007"	""	""	
"27007008"	"神兽守护效果10：免疫暴击9"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"27007008"	""	""	
"27007009"	"神兽守护效果10：免疫暴击10"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"27007009"	""	""	
"27008000"	"神兽守护效果8：闪避提高1"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"27008000"	""	""	
"27008001"	"神兽守护效果8：闪避提高2"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"27008001"	""	""	
"27008002"	"神兽守护效果8：闪避提高3"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"27008002"	""	""	
"27008003"	"神兽守护效果8：闪避提高4"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"27008003"	""	""	
"27008004"	"神兽守护效果8：闪避提高5"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"27008004"	""	""	
"27008005"	"神兽守护效果8：闪避提高6"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"27008005"	""	""	
"27008006"	"神兽守护效果8：闪避提高7"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"27008006"	""	""	
"27008007"	"神兽守护效果8：闪避提高8"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"27008007"	""	""	
"27008008"	"神兽守护效果8：闪避提高9"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"27008008"	""	""	
"27008009"	"神兽守护效果8：闪避提高10"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"27008009"	""	""	
"27009000"	"神兽守护效果9：免疫控制1"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"27009000"	""	""	
"27009001"	"神兽守护效果9：免疫控制2"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"27009001"	""	""	
"27009002"	"神兽守护效果9：免疫控制3"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"27009002"	""	""	
"27009003"	"神兽守护效果9：免疫控制4"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"27009003"	""	""	
"27009004"	"神兽守护效果9：免疫控制5"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"27009004"	""	""	
"27009005"	"神兽守护效果9：免疫控制6"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"27009005"	""	""	
"27009006"	"神兽守护效果9：免疫控制7"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"27009006"	""	""	
