"判定ID"	"描述"	"效果位0x01：结算伤害，0x02：结算buff/debuff"	"区域类型1.选中目标2.原点处圆形范围加偏移圆形半径,正向偏移,左向偏移3.选中目标点处圆形范围圆形半径4.原点前方扇形范围扇形外径,左偏移角，右偏移角,扇形内径，顶点偏移5.原点前方一定距离的长条形区域长度,宽度,偏移,旋转角度(逆时针)6.选中目标点前方一定距离的长条形区域长度,宽度7.从原点到选中目标点的长条形区域宽度"	"区域参数1"	"区域参数2"	"区域参数3"	"区域参数4"	"区域参数5"	"判定延迟时间（ms）"	"目标个数上限AOE技能可攻击的最大目标个数"	"范围搜索的逻辑规则0=1次结算；1=把判定区域按照距离分成n等分，依次结算；2=把判定区域按照距离分成n等分，依次叠加结算；3=在判定区域内按照时间平滑过渡结算"	"范围搜索顺序如果搜索逻辑规则不是0，则0=从近及远进行搜索；1=由远及近进行搜索"	"范围搜索间隔如果范围搜索逻辑规则是1或2，那么就是范围搜索的时间间隔；如果范围搜索逻辑规则是3，那么就是整个平滑搜索的时间，单位ms"	"范围搜索次数"	"受击表现效果ID"	"死亡时[碎尸几率,击飞几率]<=1，都填0时播放死亡动画"	"伤害-击退类型0:普通击退1:挤开2:拉到周围"	"伤害-击退几率(0-1)"	"伤害-击退距离最小值单位m"	"伤害-击退距离最大值单位m"	"击中产生buff1"	"击中产生buff2"	"击中产生buff3"	"buff1产生几率"	"buff2产生几率"	"buff3产生几率"	"物理力类型0=无，1=左切线,2=右切线,3=方向,4=爆炸//"	"力大小"	"力偏移角度"	"力校正(Y),提供向上方向打飞的力"	"力高度0=上1=中2=下"	"反向力(上)取值为0.0到1.0,表示百分比"	"反向力(中)取值为0.0到1.0,表示百分比"	"反向力(下)取值为0.0到1.0,表示百分比"	"是否必中"	"技能伤害百分比"	"技能伤害固定值"	"属性伤害类型0=物理，1=火，2=水，3=风，4=土"	"技能伤害百分比-等级修正"	"技能伤害固定值-等级修正"	""	
"35001702"	"鸟人普攻最后转圈"	"3"	"4"	"8.000000"	"120.000000"	"120.000000"	"0.000000"	"-1.000000"	"800"	"20"	"0"	"0"	"0"	"0"	"boss_niaoren_hit.act.txt"	"0,0"	"0"	"0.000000"	"0.000000"	"0.000000"	"100"	"-1"	"-1"	"1.000000"	"1.000000"	"1.000000"	"0"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"90"	"0"	"0"	"[[2,300,0]]"	"[[2,60,2000],[61,300,6000]]"	""	
"35001703"	"鸟人普攻最后转圈"	"3"	"4"	"8.000000"	"120.000000"	"120.000000"	"0.000000"	"-1.000000"	"950"	"20"	"0"	"0"	"0"	"0"	"boss_niaoren_hit.act.txt"	"0,0"	"0"	"0.000000"	"0.000000"	"0.000000"	"100"	"-1"	"-1"	"1.000000"	"1.000000"	"1.000000"	"0"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"90"	"0"	"0"	"[[2,300,0]]"	"[[2,60,2000],[61,300,6000]]"	""	
"35001704"	"鸟人普攻最后转圈"	"3"	"4"	"8.000000"	"120.000000"	"120.000000"	"0.000000"	"-1.000000"	"1100"	"20"	"0"	"0"	"0"	"0"	"boss_niaoren_hit.act.txt"	"0,0"	"0"	"0.000000"	"0.000000"	"0.000000"	"100"	"-1"	"-1"	"1.000000"	"1.000000"	"1.000000"	"0"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"90"	"0"	"0"	"[[2,300,0]]"	"[[2,60,2000],[61,300,6000]]"	""	
"35001710"	"鸟人冲锋伤害"	"3"	"5"	"4.000000"	"4.000000"	"0.000000"	"0.000000"	"0.000000"	"100"	"20"	"0"	"0"	"0"	"0"	"boss_niaoren_hit2.act.txt"	"0,0"	"0"	"0.000000"	"0.000000"	"0.000000"	"100"	"-1"	"-1"	"1.000000"	"1.000000"	"1.000000"	"0"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"120"	"0"	"3"	"[[2,300,0]]"	"[[2,60,2000],[61,300,6000]]"	""	
"35001711"	"鸟人冲锋伤害"	"3"	"2"	"4.000000"	"4.000000"	"4.000000"	"0.000000"	"0.000000"	"300"	"20"	"0"	"0"	"0"	"0"	"boss_niaoren_hit2.act.txt"	"0,0"	"0"	"0.000000"	"0.000000"	"0.000000"	"100"	"-1"	"-1"	"1.000000"	"1.000000"	"1.000000"	"0"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"120"	"0"	"3"	"[[2,300,0]]"	"[[2,60,2000],[61,300,6000]]"	""	
"35001712"	"鸟人冲锋伤害"	"3"	"2"	"4.000000"	"4.000000"	"8.000000"	"0.000000"	"0.000000"	"500"	"20"	"0"	"0"	"0"	"0"	"boss_niaoren_hit2.act.txt"	"0,0"	"0"	"0.000000"	"0.000000"	"0.000000"	"100"	"-1"	"-1"	"1.000000"	"1.000000"	"1.000000"	"0"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"120"	"0"	"3"	"[[2,300,0]]"	"[[2,60,2000],[61,300,6000]]"	""	
"35001722"	"鸟人目标点aoe伤害大"	"3"	"2"	"10.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"20"	"0"	"0"	"0"	"0"	"boss_niaoren_hit2.act.txt"	"0,0"	"0"	"0.000000"	"0.000000"	"0.000000"	"100"	"-1"	"-1"	"1.000000"	"1.000000"	"1.000000"	"0"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"35"	"0"	"3"	"[[2,300,0]]"	"[[2,60,2000],[61,300,6000]]"	""	
"35001723"	"鸟人目标点aoe伤害小"	"3"	"2"	"3.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"20"	"0"	"0"	"0"	"0"	"boss_niaoren_hit2.act.txt"	"0,0"	"0"	"0.000000"	"0.000000"	"0.000000"	"100"	"-1"	"-1"	"1.000000"	"1.000000"	"1.000000"	"0"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"35"	"0"	"3"	"[[2,300,0]]"	"[[2,60,2000],[61,300,6000]]"	""	
"35001731"	"鸟人乱舞自身中心aoe"	"3"	"2"	"10.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"20"	"0"	"0"	"0"	"0"	"boss_niaoren_hit2.act.txt"	"0,0"	"0"	"0.000000"	"0.000000"	"0.000000"	"100"	"-1"	"-1"	"1.000000"	"1.000000"	"1.000000"	"0"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"45"	"0"	"3"	"[[2,300,0]]"	"[[2,60,2000],[61,300,6000]]"	""	
"35001733"	"鸟人乱舞最后子弹远程"	"3"	"1"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"20"	"0"	"0"	"0"	"0"	"boss_niaoren_hit2.act.txt"	"0,0"	"0"	"0.000000"	"0.000000"	"0.000000"	"100"	"-1"	"-1"	"1.000000"	"1.000000"	"1.000000"	"0"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"125"	"0"	"3"	"[[2,200,0]]"	"[[2,200,0]]"	""	
"35001809"	"女刺客普攻"	"3"	"1"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"20"	"0"	"0"	"0"	"0"	"boss_nvcike_hit.act.txt"	"0,0"	"0"	"0.000000"	"0.000000"	"0.000000"	"100"	"-1"	"-1"	"1.000000"	"1.000000"	"1.000000"	"0"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"100"	"0"	"0"	"[[2,300,0]]"	"[[2,60,2000],[61,300,6000]]"	""	
"35001810"	"女刺客冲锋伤害"	"3"	"5"	"10.000000"	"2.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"20"	"0"	"0"	"0"	"0"	"boss_nvcike_hit2.act.txt"	"0,0"	"0"	"0.000000"	"0.000000"	"0.000000"	"100"	"-1"	"-1"	"1.000000"	"1.000000"	"1.000000"	"0"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"150"	"0"	"3"	"[[2,300,0]]"	"[[2,60,2000],[61,300,6000]]"	""	
"35001821"	"女刺客变随机动物1"	"3"	"2"	"1.500000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"20"	"0"	"0"	"0"	"0"	""	"0,0"	"0"	"0.000000"	"0.000000"	"0.000000"	"35001821"	"-1"	"-1"	"1.000000"	"1.000000"	"1.000000"	"0"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"1"	"0"	"3"	"[[2,300,0]]"	"[[2,60,2000],[61,300,6000]]"	""	
"35001822"	"女刺客变随机动物2"	"3"	"2"	"1.500000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"20"	"0"	"0"	"0"	"0"	""	"0,0"	"0"	"0.000000"	"0.000000"	"0.000000"	"35001822"	"-1"	"-1"	"1.000000"	"1.000000"	"1.000000"	"0"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"1"	"0"	"3"	"[[2,300,0]]"	"[[2,60,2000],[61,300,6000]]"	""	
"35001823"	"女刺客变随机动物3"	"3"	"2"	"1.500000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"20"	"0"	"0"	"0"	"0"	""	"0,0"	"0"	"0.000000"	"0.000000"	"0.000000"	"35001823"	"-1"	"-1"	"1.000000"	"1.000000"	"1.000000"	"0"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"1"	"0"	"3"	"[[2,300,0]]"	"[[2,60,2000],[61,300,6000]]"	""	
"35001824"	"女刺客变随机动物4"	"3"	"2"	"1.500000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"20"	"0"	"0"	"0"	"0"	""	"0,0"	"0"	"0.000000"	"0.000000"	"0.000000"	"35001824"	"-1"	"-1"	"1.000000"	"1.000000"	"1.000000"	"0"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"1"	"0"	"3"	"[[2,300,0]]"	"[[2,60,2000],[61,300,6000]]"	""	
"35001825"	"女刺客变随机动物5"	"3"	"2"	"1.500000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"20"	"0"	"0"	"0"	"0"	""	"0,0"	"0"	"0.000000"	"0.000000"	"0.000000"	"35001825"	"-1"	"-1"	"1.000000"	"1.000000"	"1.000000"	"0"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"1"	"0"	"3"	"[[2,300,0]]"	"[[2,60,2000],[61,300,6000]]"	""	
"35001826"	"女刺客变随机动物6"	"3"	"2"	"1.500000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"20"	"0"	"0"	"0"	"0"	""	"0,0"	"0"	"0.000000"	"0.000000"	"0.000000"	"35001826"	"-1"	"-1"	"1.000000"	"1.000000"	"1.000000"	"0"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"1"	"0"	"3"	"[[2,300,0]]"	"[[2,60,2000],[61,300,6000]]"	""	
"35001827"	"女刺客变随机动物7"	"3"	"2"	"1.500000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"20"	"0"	"0"	"0"	"0"	""	"0,0"	"0"	"0.000000"	"0.000000"	"0.000000"	"35001827"	"-1"	"-1"	"1.000000"	"1.000000"	"1.000000"	"0"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"1"	"0"	"3"	"[[2,300,0]]"	"[[2,60,2000],[61,300,6000]]"	""	
"35001900"	"黑龙堡主普攻"	"3"	"4"	"9.000000"	"120.000000"	"120.000000"	"0.000000"	"-1.000000"	"0"	"20"	"0"	"0"	"0"	"0"	"boss_heilongbaozhu_hit.act.txt"	"0,0"	"0"	"0.000000"	"0.000000"	"0.000000"	"100"	"-1"	"-1"	"1.000000"	"1.000000"	"1.000000"	"0"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"85"	"0"	"0"	"[[2,300,0]]"	"[[2,60,2000],[61,300,6000]]"	""	
"35001901"	"黑龙堡主普攻"	"3"	"4"	"9.000000"	"120.000000"	"120.000000"	"0.000000"	"-1.000000"	"467"	"20"	"0"	"0"	"0"	"0"	"boss_heilongbaozhu_hit.act.txt"	"0,0"	"0"	"0.000000"	"0.000000"	"0.000000"	"100"	"-1"	"-1"	"1.000000"	"1.000000"	"1.000000"	"0"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"85"	"0"	"0"	"[[2,300,0]]"	"[[2,60,2000],[61,300,6000]]"	""	
"35001902"	"黑龙堡主普攻"	"3"	"2"	"3.500000"	"8.000000"	"0.000000"	"0.000000"	"0.000000"	"1167"	"20"	"0"	"0"	"0"	"0"	"boss_heilongbaozhu_hit.act.txt"	"0,0"	"0"	"0.000000"	"0.000000"	"0.000000"	"100"	"-1"	"-1"	"1.000000"	"1.000000"	"1.000000"	"0"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"85"	"0"	"0"	"[[2,300,0]]"	"[[2,60,2000],[61,300,6000]]"	""	
"35001919"	"黑龙堡主砸地直线攻击每个伤害"	"3"	"2"	"3.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"20"	"0"	"0"	"0"	"0"	"boss_heilongbaozhu_hit2.act.txt"	"0,0"	"0"	"0.000000"	"0.000000"	"0.000000"	"100"	"-1"	"-1"	"1.000000"	"1.000000"	"1.000000"	"0"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"150"	"0"	"1"	"[[2,300,0]]"	"[[2,60,2000],[61,300,6000]]"	""	
"35001922"	"黑龙堡主旋风斩光环伤害"	"3"	"2"	"12.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"20"	"0"	"0"	"0"	"0"	"boss_heilongbaozhu_hit2.act.txt"	"0,0"	"0"	"0.000000"	"0.000000"	"0.000000"	"100"	"-1"	"-1"	"1.000000"	"1.000000"	"1.000000"	"0"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"60"	"0"	"1"	"[[2,300,0]]"	"[[2,60,2000],[61,300,6000]]"	""	
"35001939"	"黑龙堡主乱舞"	"3"	"1"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"20"	"0"	"0"	"0"	"0"	"boss_heilongbaozhu_hit2.act.txt"	"0,0"	"0"	"0.000000"	"0.000000"	"0.000000"	"100"	"-1"	"-1"	"1.000000"	"1.000000"	"1.000000"	"0"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"75"	"0"	"1"	"[[2,300,0]]"	"[[2,60,2000],[61,300,6000]]"	""	
"35002009"	"古琴女普攻每个子弹伤害"	"3"	"1"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"20"	"0"	"0"	"0"	"0"	"boss_guqinnv_hit.act.txt"	"0,0"	"0"	"0.000000"	"0.000000"	"0.000000"	"100"	"-1"	"-1"	"1.000000"	"1.000000"	"1.000000"	"0"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"125"	"0"	"0"	"[[2,200,0]]"	"[[2,200,0]]"	""	
"35002020"	"古琴女全屏击退"	"3"	"2"	"15.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"20"	"0"	"0"	"0"	"0"	"boss_guqinnv_hit2.act.txt"	"0,0"	"1"	"1.000000"	"15.000000"	"15.000000"	"100"	"-1"	"-1"	"1.000000"	"1.000000"	"1.000000"	"0"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"150"	"0"	"2"	"[[2,300,0]]"	"[[2,60,2000],[61,300,6000]]"	""	
"35002038"	"古琴女乱舞第一击全屏减速"	"3"	"2"	"15.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"20"	"0"	"0"	"0"	"0"	"boss_guqinnv_hit2.act.txt"	"0,0"	"0"	"0.000000"	"0.000000"	"0.000000"	"100"	"-1"	"-1"	"1.000000"	"1.000000"	"1.000000"	"0"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"150"	"0"	"2"	"[[2,300,0]]"	"[[2,60,2000],[61,300,6000]]"	""	
"35002039"	"古琴女乱舞每个子弹伤害"	"3"	"1"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"20"	"0"	"0"	"0"	"0"	"boss_guqinnv_hit2.act.txt"	"0,0"	"0"	"0.000000"	"0.000000"	"0.000000"	"100"	"-1"	"-1"	"1.000000"	"1.000000"	"1.000000"	"0"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"125"	"0"	"2"	"[[2,200,0]]"	"[[2,200,0]]"	""	
"35003009"	"神官女普攻每个子弹伤害"	"3"	"1"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"20"	"0"	"0"	"0"	"0"	"boss_shenguannv_hit.act.txt"	"0,0"	"0"	"0.000000"	"0.000000"	"0.000000"	"100"	"-1"	"-1"	"1.000000"	"1.000000"	"1.000000"	"0"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"125"	"0"	"0"	"[[2,200,0]]"	"[[2,200,0]]"	""	
"35003029"	"神官女扇形子弹每个子弹伤害"	"3"	"1"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"20"	"0"	"0"	"0"	"0"	"boss_shenguannv_hit2.act.txt"	"0,0"	"0"	"0.000000"	"0.000000"	"0.000000"	"100"	"-1"	"-1"	"1.000000"	"1.000000"	"1.000000"	"0"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"125"	"0"	"3"	"[[2,200,0]]"	"[[2,200,0]]"	""	
"35003039"	"神官女召唤莲花光环伤害"	"3"	"2"	"3.500000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"20"	"0"	"0"	"0"	"0"	"boss_shenguannv_hit2.act.txt"	"0,0"	"0"	"0.000000"	"0.000000"	"0.000000"	"100"	"-1"	"-1"	"1.000000"	"1.000000"	"1.000000"	"0"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"80"	"0"	"3"	"[[2,300,0]]"	"[[2,60,2000],[61,300,6000]]"	""	
"40000000"	"小怪技能"	"3"	"4"	"4.000000"	"60.000000"	"60.000000"	"0.000000"	"-0.500000"	"0"	"5"	"0"	"0"	"0"	"0"	""	"0,0"	"0"	"0.000000"	"0.000000"	"0.000000"	"100"	"-1"	"-1"	"1.000000"	"1.000000"	"1.000000"	"0"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"80"	"0"	"2"	"[[2,200,0]]"	"[[2,200,0]]"	""	
"40000010"	"野猪撕咬"	"3"	"4"	"3.000000"	"60.000000"	"60.000000"	"0.000000"	"-0.500000"	"0"	"5"	"0"	"0"	"0"	"0"	"common_hit_chuanci_xiao.act.txt"	"0,0"	"0"	"0.000000"	"0.000000"	"0.000000"	"100"	"-1"	"-1"	"1.000000"	"1.000000"	"1.000000"	"0"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"80"	"0"	"4"	"[[2,200,0]]"	"[[2,200,0]]"	""	
"40000011"	"野猪撕咬"	"3"	"4"	"3.000000"	"60.000000"	"60.000000"	"0.000000"	"-0.500000"	"300"	"5"	"0"	"0"	"0"	"0"	"common_hit_chuanci_xiao.act.txt"	"0,0"	"0"	"0.000000"	"0.000000"	"0.000000"	"100"	"-1"	"-1"	"1.000000"	"1.000000"	"1.000000"	"0"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"80"	"0"	"4"	"[[2,200,0]]"	"[[2,200,0]]"	""	
"40000020"	"野猪冲锋"	"3"	"5"	"4.000000"	"1.500000"	"2.000000"	"0.000000"	"0.000000"	"150"	"5"	"0"	"0"	"0"	"0"	"common_hit_chuanci_da.act.txt"	"0,0"	"0"	"0.000000"	"0.000000"	"0.000000"	"100"	"-1"	"-1"	"1.000000"	"1.000000"	"1.000000"	"0"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"125"	"0"	"4"	"[[2,200,0]]"	"[[2,200,0]]"	""	
"40000021"	"野猪冲锋"	"3"	"5"	"4.000000"	"1.500000"	"6.000000"	"0.000000"	"0.000000"	"450"	"5"	"0"	"0"	"0"	"0"	"common_hit_chuanci_da.act.txt"	"0,0"	"0"	"0.000000"	"0.000000"	"0.000000"	"100"	"-1"	"-1"	"1.000000"	"1.000000"	"1.000000"	"0"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"125"	"0"	"4"	"[[2,200,0]]"	"[[2,200,0]]"	""	
"40000100"	"野狼爪挠"	"3"	"4"	"3.000000"	"60.000000"	"60.000000"	"0.000000"	"-0.500000"	"0"	"5"	"0"	"0"	"0"	"0"	"common_hit_chuanci_xiao.act.txt"	"0,0"	"0"	"0.000000"	"0.000000"	"0.000000"	"100"	"-1"	"-1"	"1.000000"	"1.000000"	"1.000000"	"0"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"120"	"0"	"3"	"[[2,200,0]]"	"[[2,200,0]]"	""	
"40000110"	"野狼原地飞扑"	"3"	"2"	"1.500000"	"1.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"5"	"0"	"0"	"0"	"0"	"common_hit_chuanci_da.act.txt"	"0,0"	"0"	"0.000000"	"0.000000"	"0.000000"	"100"	"-1"	"-1"	"1.000000"	"1.000000"	"1.000000"	"0"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"180"	"0"	"3"	"[[2,200,0]]"	"[[2,200,0]]"	""	
"40000201"	"飞贼普攻伤害"	"3"	"1"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"5"	"0"	"0"	"0"	"0"	"common_hit_chuanci_xiao.act.txt"	"0,0"	"0"	"0.000000"	"0.000000"	"0.000000"	"100"	"-1"	"-1"	"1.000000"	"1.000000"	"1.000000"	"0"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"125"	"0"	"3"	"[[2,200,0]]"	"[[2,200,0]]"	""	
"40000211"	"飞贼扇形扔飞刀每个伤害"	"3"	"1"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"5"	"0"	"0"	"0"	"0"	"common_hit_chuanci_da.act.txt"	"0,0"	"0"	"0.000000"	"0.000000"	"0.000000"	"100"	"-1"	"-1"	"1.000000"	"1.000000"	"1.000000"	"0"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"180"	"0"	"3"	"[[2,200,0]]"	"[[2,200,0]]"	""	
"40000220"	"飞贼普攻近战"	"3"	"5"	"3.000000"	"1.500000"	"0.000000"	"0.000000"	"0.000000"	"0"	"5"	"0"	"0"	"0"	"0"	"common_hit_chuanci_xiao.act.txt"	"0,0"	"0"	"0.000000"	"0.000000"	"0.000000"	"100"	"-1"	"-1"	"1.000000"	"1.000000"	"1.000000"	"0"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"80"	"0"	"3"	"[[2,200,0]]"	"[[2,200,0]]"	""	
"40000230"	"飞贼扇形扔飞刀近战"	"3"	"4"	"3.000000"	"25.000000"	"25.000000"	"0.000000"	"-0.500000"	"0"	"5"	"0"	"0"	"0"	"0"	"common_hit_chuanci_da.act.txt"	"0,0"	"0"	"0.000000"	"0.000000"	"0.000000"	"100"	"-1"	"-1"	"1.000000"	"1.000000"	"1.000000"	"0"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"80"	"0"	"3"	"[[2,200,0]]"	"[[2,200,0]]"	""	
"40000301"	"云锦弟子普攻伤害"	"3"	"1"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"5"	"0"	"0"	"0"	"0"	"common_hit_bing_xiao.act.txt"	"0,0"	"0"	"0.000000"	"0.000000"	"0.000000"	"100"	"-1"	"-1"	"1.000000"	"1.000000"	"1.000000"	"0"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"150"	"0"	"2"	"[[2,200,0]]"	"[[2,200,0]]"	""	
"40000319"	"云锦弟子吹牛逼笛子害"	"3"	"1"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"5"	"0"	"0"	"0"	"0"	"common_hit_bing_da.act.txt"	"0,0"	"0"	"0.000000"	"0.000000"	"0.000000"	"100"	"-1"	"-1"	"1.000000"	"1.000000"	"1.000000"	"0"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"200"	"0"	"2"	"[[2,200,0]]"	"[[2,200,0]]"	""	
"40000400"	"恒远旧部普攻劈砍"	"3"	"4"	"3.000000"	"60.000000"	"60.000000"	"0.000000"	"-0.500000"	"0"	"5"	"0"	"0"	"0"	"0"	"common_hit_daokan_xiao.act.txt"	"0,0"	"0"	"0.000000"	"0.000000"	"0.000000"	"100"	"-1"	"-1"	"1.000000"	"1.000000"	"1.000000"	"0"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"144"	"0"	"3"	"[[2,200,0]]"	"[[2,200,0]]"	""	
"40000410"	"恒远旧部蓄力纵劈"	"3"	"5"	"3.500000"	"2.000000"	"-0.500000"	"0.000000"	"0.000000"	"0"	"5"	"0"	"0"	"0"	"0"	"common_hit_daokan_da.act.txt"	"0,0"	"0"	"0.000000"	"0.000000"	"0.000000"	"100"	"-1"	"-1"	"1.000000"	"1.000000"	"1.000000"	"0"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"165"	"0"	"3"	"[[2,200,0]]"	"[[2,200,0]]"	""	
