"普通掉落ID"	"掉落包描述"	"掉落银币的概率"	"掉落银币的数量下限到上限"	"银币的分堆数下限到上限"	"掉落金币的概率"	"掉落金币的数量"	"金币的分堆数"	"掉落1(a=1物品ida=2specialidb=物品idc=数量d=万分之概率)"	"掉落2"	"掉落3"	"掉落4"	"掉落5"	"掉落6"	"掉落7"	"掉落8"	"掉落9"	"掉落10"	"掉落11"	"掉落12"	"掉落13"	"掉落14"	"掉落15"	"掉落16"	"掉落17"	"掉落18"	"掉落19"	"掉落20"	"掉落21"	"掉落22"	"掉落23"	"掉落24"	"掉落25"	"掉落26"	"掉落27"	"掉落28"	"掉落29"	"掉落30"	"掉落31"	"掉落32"	"掉落33"	"掉落34"	"掉落35"	"掉落36"	"掉落37"	"掉落38"	"掉落39"	"掉落40"	"掉落41"	"掉落42"	"掉落43"	"掉落44"	"掉落45"	"掉落46"	"掉落47"	"掉落48"	"掉落49"	"掉落50"	
"5051300"	""	""	""	""	""	""	""	"1,100001,5000,10000"	"1,100202,1,10000"	"1,100036,5,10000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"5051310"	""	""	""	""	""	""	""	"1,100001,5000,10000"	"1,100202,1,10000"	"1,100036,5,10000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"5051320"	""	""	""	""	""	""	""	"1,100001,5000,10000"	"1,100202,1,10000"	"1,100036,5,10000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"5051330"	""	""	""	""	""	""	""	"1,100001,5000,10000"	"1,100202,1,10000"	"1,100036,5,10000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"5051340"	""	""	""	""	""	""	""	"1,100001,5000,10000"	"1,100202,1,10000"	"1,100036,5,10000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"5051350"	""	""	""	""	""	""	""	"1,100001,5000,10000"	"1,100202,1,10000"	"1,100036,5,10000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"5051360"	""	""	""	""	""	""	""	"1,100001,5000,10000"	"1,100202,1,10000"	"1,100036,5,10000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"5051370"	""	""	""	""	""	""	""	"1,100001,5000,10000"	"1,100202,1,10000"	"1,100036,5,10000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"5051380"	""	""	""	""	""	""	""	"1,100001,5000,10000"	"1,100202,1,10000"	"1,100036,5,10000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"5051390"	""	""	""	""	""	""	""	"1,100001,5000,10000"	"1,100202,1,10000"	"1,100036,5,10000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"5051400"	""	""	""	""	""	""	""	"1,100001,5000,10000"	"1,100202,1,10000"	"1,100036,5,10000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"5051410"	""	""	""	""	""	""	""	"1,100001,5000,10000"	"1,100202,1,10000"	"1,100036,5,10000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"5051420"	""	""	""	""	""	""	""	"1,100001,5000,10000"	"1,100202,1,10000"	"1,100036,5,10000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"5051430"	""	""	""	""	""	""	""	"1,100001,5000,10000"	"1,100202,1,10000"	"1,100036,5,10000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"5051440"	""	""	""	""	""	""	""	"1,100001,5000,10000"	"1,100202,1,10000"	"1,100036,5,10000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"5051450"	""	""	""	""	""	""	""	"1,100001,5000,10000"	"1,100202,1,10000"	"1,100036,5,10000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"5051460"	"铁牢寻人(简单)"	""	""	""	""	""	""	"1,100010,7000,10000"	"1,100001,100000,10000"	"1,100040,2,10000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"5051470"	"铁牢寻人(困难)"	""	""	""	""	""	""	"1,100010,7000,10000"	"1,100001,100000,10000"	"1,100040,2,10000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"5051480"	"铁牢寻人(地狱)"	""	""	""	""	""	""	"1,100010,7000,10000"	"1,100001,100000,10000"	"1,100040,2,10000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"5051490"	"插翅难飞(简单)"	""	""	""	""	""	""	"1,100010,7000,10000"	"1,100001,100000,10000"	"1,100040,2,10000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"5051500"	"插翅难飞(困难)"	""	""	""	""	""	""	"1,100010,7000,10000"	"1,100001,100000,10000"	"1,100040,2,10000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"5051510"	"插翅难飞(地狱)"	""	""	""	""	""	""	"1,100010,7000,10000"	"1,100001,100000,10000"	"1,100040,2,10000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"5051520"	"物是人非(简单)"	""	""	""	""	""	""	"1,100010,7000,10000"	"1,100001,100000,10000"	"1,100040,2,10000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"5051530"	"物是人非(困难)"	""	""	""	""	""	""	"1,100010,7000,10000"	"1,100001,100000,10000"	"1,100040,2,10000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"5051540"	"物是人非(地狱)"	""	""	""	""	""	""	"1,100010,7000,10000"	"1,100001,100000,10000"	"1,100040,2,10000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"5051550"	"相逢不识(简单)"	""	""	""	""	""	""	"1,100010,7000,10000"	"1,100001,100000,10000"	"1,100040,2,10000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"5051560"	"相逢不识(困难)"	""	""	""	""	""	""	"1,100010,7000,10000"	"1,100001,100000,10000"	"1,100040,2,10000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"5051570"	"相逢不识(地狱)"	""	""	""	""	""	""	"1,100010,7000,10000"	"1,100001,100000,10000"	"1,100040,2,10000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"5051580"	"王府寻父(简单)"	""	""	""	""	""	""	"1,100010,8000,10000"	"1,100001,150000,10000"	"1,100040,2,10000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"5051590"	"王府寻父(困难)"	""	""	""	""	""	""	"1,100010,8000,10000"	"1,100001,150000,10000"	"1,100040,2,10000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"5051600"	"王府寻父(地狱)"	""	""	""	""	""	""	"1,100010,8000,10000"	"1,100001,150000,10000"	"1,100040,2,10000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"5051610"	"谁家庭院(简单)"	""	""	""	""	""	""	"1,100010,8000,10000"	"1,100001,150000,10000"	"1,100040,2,10000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"5051620"	"谁家庭院(困难)"	""	""	""	""	""	""	"1,100010,8000,10000"	"1,100001,150000,10000"	"1,100040,2,10000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"5051630"	"谁家庭院(地狱)"	""	""	""	""	""	""	"1,100010,8000,10000"	"1,100001,150000,10000"	"1,100040,2,10000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"5051640"	"冤家路窄(简单)"	""	""	""	""	""	""	"1,100010,8000,10000"	"1,100001,150000,10000"	"1,100040,2,10000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"5051650"	"冤家路窄(困难)"	""	""	""	""	""	""	"1,100010,8000,10000"	"1,100001,150000,10000"	"1,100040,2,10000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"5051660"	"冤家路窄(地狱)"	""	""	""	""	""	""	"1,100010,8000,10000"	"1,100001,150000,10000"	"1,100040,2,10000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"5051670"	"情为何物(简单)"	""	""	""	""	""	""	"1,100010,8000,10000"	"1,100001,150000,10000"	"1,100040,2,10000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"5051680"	"情为何物(困难)"	""	""	""	""	""	""	"1,100010,8000,10000"	"1,100001,150000,10000"	"1,100040,2,10000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"5051690"	"情为何物(地狱)"	""	""	""	""	""	""	"1,100010,8000,10000"	"1,100001,150000,10000"	"1,100040,2,10000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"5051700"	"夜入王府(简单)"	""	""	""	""	""	""	"1,100010,9000,10000"	"1,100001,200000,10000"	"1,100040,2,10000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"5051710"	"夜入王府(困难)"	""	""	""	""	""	""	"1,100010,9000,10000"	"1,100001,200000,10000"	"1,100040,2,10000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"5051720"	"夜入王府(地狱)"	""	""	""	""	""	""	"1,100010,9000,10000"	"1,100001,200000,10000"	"1,100040,2,10000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"5051730"	"隔墙有耳(简单)"	""	""	""	""	""	""	"1,100010,9000,10000"	"1,100001,200000,10000"	"1,100040,2,10000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"5051740"	"隔墙有耳(困难)"	""	""	""	""	""	""	"1,100010,9000,10000"	"1,100001,200000,10000"	"1,100040,2,10000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"5051750"	"隔墙有耳(地狱)"	""	""	""	""	""	""	"1,100010,9000,10000"	"1,100001,200000,10000"	"1,100040,2,10000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"5051760"	"父子密谋(简单)"	""	""	""	""	""	""	"1,100010,9000,10000"	"1,100001,200000,10000"	"1,100040,2,10000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"5051770"	"父子密谋(困难)"	""	""	""	""	""	""	"1,100010,9000,10000"	"1,100001,200000,10000"	"1,100040,2,10000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"5051780"	"父子密谋(地狱)"	""	""	""	""	""	""	"1,100010,9000,10000"	"1,100001,200000,10000"	"1,100040,2,10000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"5051790"	"黄粱一梦(简单)"	""	""	""	""	""	""	"1,100010,9000,10000"	"1,100001,200000,10000"	"1,100040,2,10000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"5051800"	"黄粱一梦(困难)"	""	""	""	""	""	""	"1,100010,9000,10000"	"1,100001,200000,10000"	"1,100040,2,10000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"5051810"	"黄粱一梦(地狱)"	""	""	""	""	""	""	"1,100010,9000,10000"	"1,100001,200000,10000"	"1,100040,2,10000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"5051820"	"斗智斗勇(简单)"	""	""	""	""	""	""	"1,100010,11000,10000"	"1,100001,300000,10000"	"1,100040,3,10000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"5051830"	"斗智斗勇(困难)"	""	""	""	""	""	""	"1,100010,11000,10000"	"1,100001,300000,10000"	"1,100040,3,10000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"5051840"	"斗智斗勇(炼狱)"	""	""	""	""	""	""	"1,100010,11000,10000"	"1,100001,300000,10000"	"1,100040,3,10000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"5051850"	"六人同行(简单)"	""	""	""	""	""	""	"1,100010,11000,10000"	"1,100001,300000,10000"	"1,100040,3,10000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"5051860"	"六人同行(困难)"	""	""	""	""	""	""	"1,100010,11000,10000"	"1,100001,300000,10000"	"1,100040,3,10000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"5051870"	"六人同行(炼狱)"	""	""	""	""	""	""	"1,100010,11000,10000"	"1,100001,300000,10000"	"1,100040,3,10000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"5051880"	"机关算尽(简单)"	""	""	""	""	""	""	"1,100010,11000,10000"	"1,100001,300000,10000"	"1,100040,3,10000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"5051890"	"机关算尽(困难)"	""	""	""	""	""	""	"1,100010,11000,10000"	"1,100001,300000,10000"	"1,100040,3,10000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"5051900"	"机关算尽(炼狱)"	""	""	""	""	""	""	"1,100010,11000,10000"	"1,100001,300000,10000"	"1,100040,3,10000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"5051910"	"险境重生(简单)"	""	""	""	""	""	""	"1,100010,11000,10000"	"1,100001,300000,10000"	"1,100040,3,10000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"5051920"	"险境重生(困难)"	""	""	""	""	""	""	"1,100010,11000,10000"	"1,100001,300000,10000"	"1,100040,3,10000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"5051930"	"险境重生(炼狱)"	""	""	""	""	""	""	"1,100010,11000,10000"	"1,100001,300000,10000"	"1,100040,3,10000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"5051940"	"仆从护船(简单)"	""	""	""	""	""	""	"1,100010,12000,10000"	"1,100001,350000,10000"	"1,100040,3,10000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"5051950"	"仆从护船(困难)"	""	""	""	""	""	""	"1,100010,12000,10000"	"1,100001,350000,10000"	"1,100040,3,10000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"5051960"	"仆从护船(炼狱)"	""	""	""	""	""	""	"1,100010,12000,10000"	"1,100001,350000,10000"	"1,100040,3,10000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"5051970"	"以毒攻毒(简单)"	""	""	""	""	""	""	"1,100010,12000,10000"	"1,100001,350000,10000"	"1,100040,3,10000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"5051980"	"以毒攻毒(困难)"	""	""	""	""	""	""	"1,100010,12000,10000"	"1,100001,350000,10000"	"1,100040,3,10000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"5051990"	"以毒攻毒(炼狱)"	""	""	""	""	""	""	"1,100010,12000,10000"	"1,100001,350000,10000"	"1,100040,3,10000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"5052000"	"一线生机(简单)"	""	""	""	""	""	""	"1,100010,12000,10000"	"1,100001,350000,10000"	"1,100040,3,10000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"5052010"	"一线生机(困难)"	""	""	""	""	""	""	"1,100010,12000,10000"	"1,100001,350000,10000"	"1,100040,3,10000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"5052020"	"一线生机(炼狱)"	""	""	""	""	""	""	"1,100010,12000,10000"	"1,100001,350000,10000"	"1,100040,3,10000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"5052030"	"踏浪前行(简单)"	""	""	""	""	""	""	"1,100010,12000,10000"	"1,100001,350000,10000"	"1,100040,3,10000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"5052040"	"踏浪前行(困难)"	""	""	""	""	""	""	"1,100010,12000,10000"	"1,100001,350000,10000"	"1,100040,3,10000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"5052050"	"踏浪前行(炼狱)"	""	""	""	""	""	""	"1,100010,12000,10000"	"1,100001,350000,10000"	"1,100040,3,10000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"5052060"	"聋哑艄公(简单)"	""	""	""	""	""	""	"1,100010,13000,10000"	"1,100001,400000,10000"	"1,100040,3,10000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"5052070"	"聋哑艄公(困难)"	""	""	""	""	""	""	"1,100010,13000,10000"	"1,100001,400000,10000"	"1,100040,3,10000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"5052080"	"聋哑艄公(炼狱)"	""	""	""	""	""	""	"1,100010,13000,10000"	"1,100001,400000,10000"	"1,100040,3,10000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"5052090"	"步步为营(简单)"	""	""	""	""	""	""	"1,100010,13000,10000"	"1,100001,400000,10000"	"1,100040,3,10000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"5052100"	"步步为营(困难)"	""	""	""	""	""	""	"1,100010,13000,10000"	"1,100001,400000,10000"	"1,100040,3,10000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"5052110"	"步步为营(炼狱)"	""	""	""	""	""	""	"1,100010,13000,10000"	"1,100001,400000,10000"	"1,100040,3,10000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"5052120"	"铁掌阴谋(简单)"	""	""	""	""	""	""	"1,100010,13000,10000"	"1,100001,400000,10000"	"1,100040,3,10000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
