"id"	"描述"	"效果类型"	"效果索引(程序用,不填)"	"延时"	"目标类型1.选中目标点（选点技能）2.选中目标方向固定距离的点（选点技能）距离3.选中原点处圆形范围内随机一个点（选点技能）范围半径4.选中目标点处圆形范围内随机一个点（选点技能）范围半径5.选择目标方向带方向偏移（子弹类技能）偏移角度6.选择目标方向随机方向偏移（子弹类技能）范围参数1（向左偏移角度一般为正数）范围参数2（向右偏移角度一般为负数）7.选中目标方向固定距离点带方向偏移（选点技能）距离偏移角度8.选中目标方向固定距离点随机方向偏移（选点技能）距离范围参数1范围参数2"	"目标参数1"	"目标参数2"	"目标参数3"	"效果参数1"	"效果参数2"	"效果参数3"	"效果参数1"	"效果参数2"	"效果参数3"	"nn效果参数1"	"nn效果参数2"	"nn效果参数3"	"ff效果参数1"	"ff效果参数2"	"ff效果参数3"	"符咒类型id对应creatureType表格"	"表现"	""	""	
"35000736"	"蛇女召唤毒液液滴"	"CreateCharmOwnedAura"	"0"	"0"	"3"	"14.000000"	"0.000000"	"0.000000"	"35000730"	"0"	"0"	"3.000000"	"18.000000"	"0.000000"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"1001"	""	""	""	
"35000737"	"蛇女召唤毒液液滴"	"CreateCharmOwnedAura"	"0"	"0"	"3"	"14.000000"	"0.000000"	"0.000000"	"35000730"	"0"	"0"	"3.000000"	"18.000000"	"0.000000"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"1001"	""	""	""	
"35000738"	"蛇女召唤毒液液滴"	"CreateCharmOwnedAura"	"0"	"0"	"3"	"14.000000"	"0.000000"	"0.000000"	"35000730"	"0"	"0"	"3.000000"	"18.000000"	"0.000000"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"1001"	""	""	""	
"35000739"	"蛇女召唤毒液液滴"	"CreateCharmOwnedAura"	"0"	"0"	"3"	"14.000000"	"0.000000"	"0.000000"	"35000730"	"0"	"0"	"3.000000"	"18.000000"	"0.000000"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"1001"	""	""	""	
"35001010"	"行刑官乱射骷髅头子弹"	"CreateAura"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"35001010"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"0"	""	""	""	
"35001030"	"行刑官乱舞落冰"	"CreateCharmCastMagic"	"0"	"2600"	"1"	"0.000000"	"0.000000"	"0.000000"	"35001039"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"1001"	""	""	""	
"35001031"	"行刑官乱舞落冰"	"CreateCharmCastMagic"	"0"	"2800"	"3"	"16.000000"	"0.000000"	"0.000000"	"35001039"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"1001"	""	""	""	
"35001032"	"行刑官乱舞落冰"	"CreateCharmCastMagic"	"0"	"3000"	"3"	"16.000000"	"0.000000"	"0.000000"	"35001039"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"1001"	""	""	""	
"35000950"	"冰火魔旋风斩火"	"CreateAura"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"35000950"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"0"	""	""	""	
"35000960"	"冰火魔旋风斩冰"	"CreateAura"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"35000960"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"0"	""	""	""	
"35001120"	"三头犬吼叫减速"	"CreateAura"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"35001120"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"0"	""	""	""	
"35001130"	"三头犬吼叫自身攻击力提高自身buff"	"CreateAura"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"35001130"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"0"	""	""	""	
"35001131"	"三头犬吼叫自身攻击力提高伤害"	"CreateAura"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"35001131"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"0"	""	""	""	
"35001140"	"三头犬吼叫护甲降低"	"CreateAura"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"35001140"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"0"	""	""	""	
"35001210"	"军师激光炮"	"CreateAura"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"35001210"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"0"	""	""	""	
"35001230"	"军师轰雷8个"	"CreateCharmCastMagic"	"0"	"0"	"1"	"0.000000"	"0.000000"	"0.000000"	"35001231"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"1001"	""	""	""	
"35001231"	"军师轰雷8个"	"CreateCharmCastMagic"	"0"	"100"	"3"	"8.000000"	"0.000000"	"0.000000"	"35001231"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"1001"	""	""	""	
"35001232"	"军师轰雷8个"	"CreateCharmCastMagic"	"0"	"200"	"3"	"16.000000"	"0.000000"	"0.000000"	"35001231"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"1001"	""	""	""	
"35001233"	"军师轰雷8个"	"CreateCharmCastMagic"	"0"	"300"	"3"	"16.000000"	"0.000000"	"0.000000"	"35001231"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"1001"	""	""	""	
"35001234"	"军师轰雷8个"	"CreateCharmCastMagic"	"0"	"400"	"3"	"16.000000"	"0.000000"	"0.000000"	"35001231"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"1001"	""	""	""	
"35001235"	"军师轰雷8个"	"CreateCharmCastMagic"	"0"	"500"	"3"	"16.000000"	"0.000000"	"0.000000"	"35001231"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"1001"	""	""	""	
"35001236"	"军师轰雷8个"	"CreateCharmCastMagic"	"0"	"600"	"3"	"16.000000"	"0.000000"	"0.000000"	"35001231"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"1001"	""	""	""	
"35001237"	"军师轰雷8个"	"CreateCharmCastMagic"	"0"	"700"	"3"	"16.000000"	"0.000000"	"0.000000"	"35001231"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"1001"	""	""	""	
"35001410"	"冰雪女王冰柱"	"CreateCharmCastMagic"	"0"	"0"	"2"	"2.000000"	"0.000000"	"0.000000"	"35001419"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"1001"	""	""	""	
"35001411"	"冰雪女王冰柱"	"CreateCharmCastMagic"	"0"	"200"	"2"	"7.000000"	"0.000000"	"0.000000"	"35001419"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"1001"	""	""	""	
"35001412"	"冰雪女王冰柱"	"CreateCharmCastMagic"	"0"	"400"	"2"	"12.000000"	"0.000000"	"0.000000"	"35001419"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"1001"	""	""	""	
"35001413"	"冰雪女王冰柱"	"CreateCharmCastMagic"	"0"	"600"	"2"	"17.000000"	"0.000000"	"0.000000"	"35001419"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"1001"	""	""	""	
"35001420"	"冰雪女王乱射远程"	"CreateAura"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"35001420"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"0"	""	""	""	
"35001510"	"将军自我buff"	"CreateAura"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"35001510"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"0"	""	""	""	
"35001600"	"火炮魔王普攻12"	"CreateAura"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"35001600"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"0"	""	""	""	
"35001630"	"火炮魔王召唤炮弹砸地1个1个发射"	"CreateCharmCastMagic"	"0"	"0"	"1"	"0.000000"	"0.000000"	"0.000000"	"35001639"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"1001"	""	""	""	
"35001631"	"火炮魔王召唤炮弹砸地1个1个发射"	"CreateCharmCastMagic"	"0"	"167"	"3"	"14.000000"	"0.000000"	"0.000000"	"35001639"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"1001"	""	""	""	
"35001632"	"火炮魔王召唤炮弹砸地1个1个发射"	"CreateCharmCastMagic"	"0"	"333"	"3"	"14.000000"	"0.000000"	"0.000000"	"35001639"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"1001"	""	""	""	
"35001633"	"火炮魔王召唤炮弹砸地1个1个发射"	"CreateCharmCastMagic"	"0"	"500"	"3"	"14.000000"	"0.000000"	"0.000000"	"35001639"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"1001"	""	""	""	
"35001634"	"火炮魔王召唤炮弹砸地1个1个发射"	"CreateCharmCastMagic"	"0"	"667"	"3"	"14.000000"	"0.000000"	"0.000000"	"35001639"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"1001"	""	""	""	
"35001635"	"火炮魔王召唤炮弹砸地瞬间6个"	"RandomCast"	"0"	"1133"	"3"	"0.000000"	"0.000000"	"0.000000"	"35001639"	"6"	"0"	"100.000000"	"200.000000"	"16.000000"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"0"	""	""	""	
"35001636"	"火炮魔王召唤炮弹砸地瞬间10个"	"RandomCast"	"0"	"1133"	"3"	"0.000000"	"0.000000"	"0.000000"	"35001639"	"9"	"0"	"100.000000"	"200.000000"	"16.000000"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"0"	""	""	""	
"35001637"	"火炮魔王召唤炮弹砸地瞬间14个"	"RandomCast"	"0"	"1133"	"3"	"0.000000"	"0.000000"	"0.000000"	"35001639"	"14"	"0"	"100.000000"	"200.000000"	"16.000000"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"0"	""	""	""	
"35001720"	"鸟人目标点aoe大"	"CreateCharmOwnedAura"	"0"	"0"	"2"	"0.000000"	"0.000000"	"0.000000"	"35001720"	"0"	"0"	"3.000000"	"18.000000"	"0.000000"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"1001"	""	""	""	
"35001721"	"鸟人目标点aoe小"	"CreateCharmOwnedAura"	"0"	"0"	"2"	"0.000000"	"0.000000"	"0.000000"	"35001721"	"0"	"0"	"3.000000"	"18.000000"	"0.000000"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"1001"	""	""	""	
"35001730"	"鸟人乱舞自身中心aoe"	"CreateCharmOwnedAura"	"0"	"0"	"3"	"0.000000"	"0.000000"	"0.000000"	"35001730"	"0"	"0"	"3.000000"	"18.000000"	"0.000000"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"1001"	""	""	""	
"35001820"	"女刺客目标变羊"	"CreateCharmCastMagic"	"0"	"0"	"1"	"0.000000"	"0.000000"	"0.000000"	"35001821"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"1001"	""	""	""	
"35001821"	"女刺客目标变羊"	"CreateCharmCastMagic"	"0"	"0"	"3"	"15.000000"	"0.000000"	"0.000000"	"35001822"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"1001"	""	""	""	
"35001822"	"女刺客目标变羊"	"CreateCharmCastMagic"	"0"	"0"	"3"	"15.000000"	"0.000000"	"0.000000"	"35001823"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"1001"	""	""	""	
"35001823"	"女刺客目标变羊"	"CreateCharmCastMagic"	"0"	"0"	"3"	"15.000000"	"0.000000"	"0.000000"	"35001824"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"1001"	""	""	""	
"35001824"	"女刺客目标变羊"	"CreateCharmCastMagic"	"0"	"0"	"3"	"15.000000"	"0.000000"	"0.000000"	"35001825"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"1001"	""	""	""	
"35001825"	"女刺客目标变羊"	"CreateCharmCastMagic"	"0"	"0"	"3"	"15.000000"	"0.000000"	"0.000000"	"35001826"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"1001"	""	""	""	
"35001826"	"女刺客目标变羊"	"CreateCharmCastMagic"	"0"	"0"	"3"	"15.000000"	"0.000000"	"0.000000"	"35001827"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"1001"	""	""	""	
"35001910"	"黑龙堡主砸地直线攻击"	"CreateCharmCastMagic"	"0"	"0"	"2"	"8.000000"	"0.000000"	"0.000000"	"35001919"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"1001"	""	""	""	
"35001911"	"黑龙堡主砸地直线攻击"	"CreateCharmCastMagic"	"0"	"100"	"2"	"12.000000"	"0.000000"	"0.000000"	"35001919"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"1001"	""	""	""	
"35001912"	"黑龙堡主砸地直线攻击"	"CreateCharmCastMagic"	"0"	"200"	"2"	"16.000000"	"0.000000"	"0.000000"	"35001919"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"1001"	""	""	""	
"35001913"	"黑龙堡主砸地直线攻击"	"CreateCharmCastMagic"	"0"	"300"	"2"	"20.000000"	"0.000000"	"0.000000"	"35001919"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"1001"	""	""	""	
"35001914"	"黑龙堡主砸地直线攻击"	"CreateCharmCastMagic"	"0"	"400"	"2"	"24.000000"	"0.000000"	"0.000000"	"35001919"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"1001"	""	""	""	
"35001921"	"黑龙堡主旋风斩位移前上光环"	"CreateAura"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"35001921"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"0"	""	""	""	
"35002010"	"古琴女反伤罩子"	"CreateAura"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"35002010"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"0"	""	""	""	
"35003010"	"神官女闪避罩子"	"CreateAura"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"35003010"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"0"	""	""	""	
"35003030"	"神官女召唤莲花"	"CreateCharmCastMagic"	"0"	"0"	"3"	"0.000000"	"0.000000"	"0.000000"	"35003039"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"1001"	""	""	""	
"35003031"	"神官女召唤莲花"	"CreateCharmCastMagic"	"0"	"0"	"3"	"20.000000"	"0.000000"	"0.000000"	"35003039"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"1001"	""	""	""	
"35003032"	"神官女召唤莲花"	"CreateCharmCastMagic"	"0"	"300"	"3"	"20.000000"	"0.000000"	"0.000000"	"35003039"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"1001"	""	""	""	
"35003033"	"神官女召唤莲花"	"CreateCharmCastMagic"	"0"	"500"	"3"	"20.000000"	"0.000000"	"0.000000"	"35003039"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"1001"	""	""	""	
"35003034"	"神官女召唤莲花"	"CreateCharmCastMagic"	"0"	"700"	"3"	"20.000000"	"0.000000"	"0.000000"	"35003039"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"1001"	""	""	""	
"35003035"	"神官女召唤莲花"	"CreateCharmCastMagic"	"0"	"900"	"3"	"20.000000"	"0.000000"	"0.000000"	"35003039"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"1001"	""	""	""	
"35003036"	"神官女召唤莲花"	"CreateCharmCastMagic"	"0"	"1100"	"3"	"20.000000"	"0.000000"	"0.000000"	"35003039"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"1001"	""	""	""	
"35003037"	"神官女召唤莲花"	"CreateCharmCastMagic"	"0"	"1300"	"3"	"20.000000"	"0.000000"	"0.000000"	"35003039"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"1001"	""	""	""	
"35003038"	"神官女召唤莲花"	"CreateCharmCastMagic"	"0"	"1500"	"3"	"20.000000"	"0.000000"	"0.000000"	"35003039"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"1001"	""	""	""	
"70000100"	"挑战副本，在敌人有蓄力时降低攻击50%"	"CreateAura"	"0"	"0"	"1"	"0.000000"	"0.000000"	"0.000000"	"70000100"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"0"	""	""	""	
"70000200"	"挑战副本，在敌人有集气时降低攻击50%"	"trigger"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"70000200"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"0"	""	""	""	
"70000300"	"挑战副本，在自身有虚弱时降低攻击50%"	"trigger"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"70000300"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"0"	""	""	""	
"70000400"	"挑战副本，在自身有破甲时降低攻击50%"	"trigger"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"70000400"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"0"	""	""	""	
"70002000"	"战场塔伤害百分比扣血"	"ReduceTargetThisMagic"	"0"	"0"	"1"	"0.000000"	"0.000000"	"0.000000"	"1"	"0"	"1"	"0.067000"	"0.000000"	"0.000000"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"0"	"0"	""	""	
"70002010"	"战场基地百分比扣血"	"ReduceTargetThisMagic"	"0"	"0"	"1"	"0.000000"	"0.000000"	"0.000000"	"1"	"0"	"1"	"0.100000"	"0.000000"	"0.000000"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"0"	"0"	""	""	
"70002101"	"帮派战外塔百分比扣血"	"ReduceTargetThisMagic"	"0"	"0"	"1"	"0.000000"	"0.000000"	"0.000000"	"1"	"0"	"1"	"0.100000"	"0.000000"	"0.000000"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"0"	"0"	""	""	
"70002111"	"帮派战内塔百分比扣血"	"ReduceTargetThisMagic"	"0"	"0"	"1"	"0.000000"	"0.000000"	"0.000000"	"1"	"0"	"1"	"0.100000"	"0.000000"	"0.000000"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"0"	"0"	""	""	
